2.653  1.64312	2.239197e+00	1.199503e-01	9.681872e-01	2.102311e+00	1.041757e+00	5.336704e-02	2.831433e-02	6.718615e+01	7.580917e+00	6.825877e-01	
2.21  1.2218	2.240713e+00	1.194723e-01	9.634848e-01	2.094440e+00	1.041622e+00	5.348160e-02	1.827876e-02	6.759260e+01	7.577408e+00	6.881139e-01	
8.643  1.31271	2.234501e+00	1.195604e-01	9.662232e-01	2.092877e+00	1.041364e+00	5.274699e-02	1.475865e-02	6.751143e+01	7.514938e+00	6.875552e-01	
0.5379  2.48068	2.225700e+00	1.216316e-01	9.649790e-01	2.117741e+00	1.041572e+00	5.552853e-02	2.778439e-02	6.643248e+01	7.858871e+00	6.718798e-01	
1.23  3.56537	2.231751e+00	1.210574e-01	9.605841e-01	2.110117e+00	1.041848e+00	5.417179e-02	1.930967e-02	6.700273e+01	7.693924e+00	6.791932e-01	
0.284  5.03577	2.220998e+00	1.219482e-01	9.558929e-01	2.107744e+00	1.042211e+00	5.411307e-02	5.357028e-02	6.579684e+01	7.740952e+00	6.629686e-01	
0.3312  4.42004	2.229474e+00	1.218394e-01	9.584936e-01	2.118455e+00	1.042086e+00	5.612489e-02	6.627657e-02	6.552436e+01	7.931870e+00	6.592625e-01	
0.6059  4.77708	2.235133e+00	1.220893e-01	9.664589e-01	2.112917e+00	1.042184e+00	5.274585e-02	5.482465e-02	6.583250e+01	7.570389e+00	6.625886e-01	
0.7759  3.78732	2.253300e+00	1.204044e-01	9.691241e-01	2.108477e+00	1.041926e+00	5.296023e-02	1.484626e-02	6.756693e+01	7.510727e+00	6.858015e-01	
4.148  3.52005	2.234988e+00	1.216361e-01	9.654108e-01	2.110586e+00	1.041875e+00	5.284427e-02	2.806724e-02	6.660734e+01	7.562668e+00	6.733602e-01	
1.09  4.0506	2.206994e+00	1.229461e-01	9.612333e-01	2.110894e+00	1.041867e+00	5.306542e-02	9.421344e-02	6.413931e+01	7.695328e+00	6.400565e-01	
4.354  3.32631	2.221404e+00	1.223990e-01	9.616683e-01	2.106272e+00	1.042210e+00	5.277890e-02	4.512338e-02	6.587579e+01	7.605484e+00	6.633546e-01	
6.206  0.481387	2.250100e+00	1.197192e-01	9.667148e-01	2.101864e+00	1.041934e+00	5.429150e-02	2.649230e-02	6.747356e+01	7.647598e+00	6.856832e-01	
3.698  1.93604	2.222978e+00	1.202887e-01	9.624038e-01	2.087926e+00	1.041852e+00	5.210356e-02	1.161299e-02	6.739362e+01	7.484756e+00	6.853349e-01	
0.4281  3.39333	2.215952e+00	1.210060e-01	9.588673e-01	2.093891e+00	1.042018e+00	5.366310e-02	1.423748e-02	6.706753e+01	7.674271e+00	6.806413e-01	
0.8493  5.04797	2.194253e+00	1.223169e-01	9.572537e-01	2.096662e+00	1.041405e+00	5.365737e-02	3.181415e-02	6.575364e+01	7.750076e+00	6.639119e-01	
0.209  9.03393	2.193032e+00	1.205343e-01	9.565762e-01	2.094572e+00	1.041247e+00	5.608514e-02	2.304478e-02	6.654196e+01	7.970474e+00	6.765193e-01	
0.2491  11.105	2.191878e+00	1.201269e-01	9.568567e-01	2.088833e+00	1.041169e+00	5.584366e-02	3.843272e-03	6.712600e+01	7.933975e+00	6.844233e-01	
0.06708  10.8073	2.190782e+00	1.201254e-01	9.595549e-01	2.096291e+00	1.039985e+00	5.647105e-02	1.971268e-02	6.633492e+01	8.004868e+00	6.757209e-01	
0.04673  12.2539	2.184155e+00	1.204536e-01	9.585711e-01	2.100231e+00	1.040149e+00	5.738751e-02	1.451755e-02	6.635052e+01	8.117874e+00	6.756583e-01	
0.1645  11.6134	2.179435e+00	1.211584e-01	9.619913e-01	2.108950e+00	1.039945e+00	5.743265e-02	4.864169e-02	6.508314e+01	8.160690e+00	6.587568e-01	
0.1682  9.90293	2.176687e+00	1.220756e-01	9.594876e-01	2.106983e+00	1.039990e+00	5.614789e-02	6.118998e-02	6.442380e+01	8.056107e+00	6.486188e-01	
1.115  5.10807	2.204355e+00	1.204328e-01	9.638492e-01	2.100747e+00	1.040672e+00	5.647484e-02	4.671926e-02	6.584496e+01	7.991531e+00	6.678491e-01	
4.376  2.41352	2.214429e+00	1.204434e-01	9.613361e-01	2.098145e+00	1.041238e+00	5.536840e-02	1.367410e-02	6.700589e+01	7.842026e+00	6.813808e-01	
0.8523  3.41188	2.213939e+00	1.205491e-01	9.630680e-01	2.108326e+00	1.041835e+00	5.603477e-02	5.480347e-02	6.605385e+01	7.931870e+00	6.688635e-01	
1.358  4.32012	2.224089e+00	1.209242e-01	9.640985e-01	2.119520e+00	1.042050e+00	5.669288e-02	6.610799e-02	6.577873e+01	7.986618e+00	6.641448e-01	
0.698  7.87584	2.271252e+00	1.191118e-01	9.664406e-01	2.126642e+00	1.042818e+00	5.951252e-02	3.656359e-02	6.789852e+01	8.116470e+00	6.897604e-01	
1.125  2.30199	2.256152e+00	1.198149e-01	9.689875e-01	2.111540e+00	1.042468e+00	5.648276e-02	5.098916e-02	6.700035e+01	7.867996e+00	6.791222e-01	
1.41  4.17213	2.243580e+00	1.205639e-01	9.725476e-01	2.106174e+00	1.042403e+00	5.441484e-02	7.353842e-02	6.599020e+01	7.707962e+00	6.661243e-01	
0.4849  5.66755	2.232087e+00	1.213210e-01	9.699889e-01	2.090452e+00	1.041914e+00	5.016541e-02	7.912431e-02	6.531890e+01	7.304367e+00	6.572996e-01	
0.7585  3.87844	2.243586e+00	1.203290e-01	9.658924e-01	2.083680e+00	1.042216e+00	4.978422e-02	3.271543e-02	6.712615e+01	7.208206e+00	6.807677e-01	
2.407  3.65357	2.244871e+00	1.190485e-01	9.679117e-01	2.084910e+00	1.042504e+00	5.258963e-02	2.081374e-02	6.800890e+01	7.473526e+00	6.925705e-01	
0.5799  4.95203	2.224013e+00	1.200829e-01	9.619604e-01	2.075465e+00	1.042003e+00	5.054895e-02	6.360460e-02	6.611826e+01	7.337357e+00	6.696961e-01	
1.196  3.67781	2.237012e+00	1.196318e-01	9.668550e-01	2.084854e+00	1.041878e+00	5.092801e-02	7.740941e-02	6.597032e+01	7.347885e+00	6.679292e-01	
0.4966  5.57223	2.222563e+00	1.204291e-01	9.663256e-01	2.082953e+00	1.041275e+00	4.951212e-02	9.826729e-02	6.481028e+01	7.248215e+00	6.527817e-01	
1.121  3.93716	2.223259e+00	1.201314e-01	9.652248e-01	2.082947e+00	1.041003e+00	5.013579e-02	4.978629e-02	6.614247e+01	7.288925e+00	6.708614e-01	
0.2061  6.31707	2.203620e+00	1.216764e-01	9.644477e-01	2.088229e+00	1.040289e+00	5.043707e-02	5.690254e-02	6.501009e+01	7.387894e+00	6.555620e-01	
0.1663  7.17677	2.177993e+00	1.227643e-01	9.611480e-01	2.094209e+00	1.040525e+00	5.110307e-02	6.035806e-02	6.440199e+01	7.533890e+00	6.467534e-01	
0.1206  8.46199	2.175648e+00	1.219669e-01	9.586007e-01	2.081350e+00	1.040974e+00	5.048241e-02	3.841548e-02	6.538888e+01	7.453171e+00	6.609085e-01	
0.8878  3.24859	2.201587e+00	1.209564e-01	9.595732e-01	2.090886e+00	1.041110e+00	5.251864e-02	3.466539e-02	6.611253e+01	7.593552e+00	6.702857e-01	
1.439  2.93889	2.199817e+00	1.223635e-01	9.605303e-01	2.103527e+00	1.041295e+00	5.303399e-02	4.640575e-02	6.535869e+01	7.678482e+00	6.584986e-01	
0.4687  3.03081	2.225887e+00	1.213364e-01	9.622709e-01	2.120207e+00	1.041622e+00	5.670636e-02	3.645223e-02	6.631897e+01	7.976791e+00	6.707878e-01	
0.8987  4.82152	2.222076e+00	1.215220e-01	9.663486e-01	2.121374e+00	1.040879e+00	5.653754e-02	8.651721e-02	6.462412e+01	7.992233e+00	6.490794e-01	
1.96  1.7028	2.252905e+00	1.200857e-01	9.682334e-01	2.115533e+00	1.041646e+00	5.640443e-02	2.540253e-02	6.730276e+01	7.859573e+00	6.832921e-01	
1.289  1.75649	2.234737e+00	1.209407e-01	9.688306e-01	2.110806e+00	1.041412e+00	5.492610e-02	5.404435e-02	6.598540e+01	7.776047e+00	6.668552e-01	
1.015  2.71388	2.241856e+00	1.208824e-01	9.655186e-01	2.120014e+00	1.041669e+00	5.671453e-02	7.282990e-02	6.564327e+01	7.949417e+00	6.619395e-01	
0.4746  5.75391	2.273832e+00	1.184477e-01	9.676028e-01	2.119827e+00	1.042002e+00	5.838602e-02	4.347554e-03	6.872888e+01	7.973282e+00	7.007572e-01	
0.7257  4.05513	2.230903e+00	1.207527e-01	9.589869e-01	2.113391e+00	1.041087e+00	5.662674e-02	5.628410e-02	6.584692e+01	7.955032e+00	6.658082e-01	
2.175  2.43721	2.224353e+00	1.205316e-01	9.600244e-01	2.100573e+00	1.041111e+00	5.542294e-02	6.536767e-02	6.562462e+01	7.848343e+00	6.635264e-01	
0.2838  5.03852	2.213016e+00	1.206292e-01	9.554775e-01	2.100143e+00	1.041353e+00	5.501879e-02	4.763188e-02	6.605456e+01	7.827286e+00	6.692377e-01	
0.2441  5.64092	2.249788e+00	1.185872e-01	9.614154e-01	2.096915e+00	1.041698e+00	5.496405e-02	5.767714e-02	6.692966e+01	7.710770e+00	6.808457e-01	
4.022  4.37279	2.253944e+00	1.197519e-01	9.662616e-01	2.099002e+00	1.041865e+00	5.250419e-02	8.994512e-02	6.573608e+01	7.481949e+00	6.639542e-01	
0.3894  3.77224	2.246315e+00	1.202101e-01	9.641106e-01	2.102840e+00	1.042144e+00	5.323879e-02	9.476391e-02	6.547541e+01	7.583725e+00	6.600204e-01	
1.947  2.87913	2.225877e+00	1.208191e-01	9.652334e-01	2.112466e+00	1.041712e+00	5.505700e-02	8.590417e-02	6.518328e+01	7.821671e+00	6.566854e-01	
0.4688  3.0306	2.213134e+00	1.200968e-01	9.649126e-01	2.098371e+00	1.041424e+00	5.432996e-02	7.369482e-02	6.555009e+01	7.758499e+00	6.634096e-01	
1.407  3.02756	2.204942e+00	1.208923e-01	9.619053e-01	2.101474e+00	1.041205e+00	5.428093e-02	8.585844e-02	6.480730e+01	7.790085e+00	6.530180e-01	
0.3029  4.77793	2.222494e+00	1.196741e-01	9.716843e-01	2.103307e+00	1.041827e+00	5.474865e-02	4.388452e-02	6.673041e+01	7.762009e+00	6.781068e-01	
0.491  5.61789	2.220531e+00	1.202199e-01	9.713758e-01	2.109229e+00	1.041636e+00	5.448994e-02	1.839177e-02	6.714967e+01	7.737442e+00	6.827675e-01	
0.7902  6.48721	2.220479e+00	1.209405e-01	9.692795e-01	2.115023e+00	1.041475e+00	5.430394e-02	1.971944e-03	6.722876e+01	7.723404e+00	6.830847e-01	
0.3637  6.81797	2.229501e+00	1.202356e-01	9.734423e-01	2.109010e+00	1.041226e+00	5.346706e-02	1.132757e-02	6.726871e+01	7.608994e+00	6.841587e-01	
0.1706  7.07321	2.203718e+00	1.211089e-01	9.685459e-01	2.105694e+00	1.040581e+00	5.324553e-02	6.248644e-02	6.514867e+01	7.677078e+00	6.579369e-01	
0.4017  3.64772	2.237264e+00	1.192248e-01	9.710766e-01	2.099682e+00	1.041291e+00	5.348472e-02	3.242234e-02	6.715669e+01	7.586533e+00	6.836673e-01	
1.265  3.45279	2.241512e+00	1.199897e-01	9.650057e-01	2.115013e+00	1.041126e+00	5.620234e-02	2.116066e-02	6.717454e+01	7.860275e+00	6.828498e-01	
5.473  0.984539	2.240617e+00	1.197576e-01	9.624313e-01	2.096327e+00	1.041496e+00	5.421393e-02	8.028285e-04	6.785031e+01	7.650406e+00	6.910713e-01	
0.5545  2.35888	2.222635e+00	1.199233e-01	9.608854e-01	2.092075e+00	1.041569e+00	5.446990e-02	4.392710e-03	6.759449e+01	7.720596e+00	6.885167e-01	
