ell R_ell F_ell N_ell
2 0.0004284637545599145 8.301418258107804e-06 0.00042016233630180674
3 8.166232879053582e-05 2.4855023022369285e-06 7.917682648829889e-05
4 9.077755278337939e-05 5.427781161587514e-06 8.534977162179188e-05
5 7.533694243349837e-05 5.779194017043495e-06 6.955774841645488e-05
6 6.243706112324363e-05 1.5070465773124556e-06 6.093001454593117e-05
7 5.5915932083788416e-05 1.3140447693075821e-06 5.460188731448084e-05
8 5.4107513949384796e-05 2.975149402655421e-06 5.1132364546729376e-05
9 4.95454292300332e-05 4.054746426030386e-06 4.549068280400281e-05
10 4.598327237576735e-05 3.5531197032480167e-06 4.243015267251933e-05
11 4.075215741657395e-05 2.9165794553870393e-06 3.783557796118691e-05
12 3.6574929342953124e-05 2.1182998450209944e-06 3.445662949793213e-05
13 3.991314844263003e-05 1.2112496279319313e-06 3.87018988146981e-05
14 3.542944833509565e-05 2.597485713566882e-06 3.2831962621528764e-05
15 3.536934685929147e-05 2.7691034077515288e-06 3.260024345153994e-05
16 3.109050736131114e-05 1.1830957051044916e-06 2.9907411656206647e-05
17 3.01108176133442e-05 3.5058443436637223e-06 2.6604973269680477e-05
18 2.7648424401410916e-05 1.7966906163242888e-06 2.5851733785086628e-05
19 2.3521032943983642e-05 1.623401042289126e-06 2.1897631901694514e-05
20 2.3374007624883144e-05 1.8767271513562857e-06 2.1497280473526858e-05
21 2.3390295695215778e-05 1.8275234894586493e-06 2.156277220575713e-05
22 2.2743677119651384e-05 2.308946108118713e-06 2.043473101153267e-05
23 2.0615434558472714e-05 2.0106180740882456e-06 1.860481648438447e-05
24 2.0578157961227864e-05 1.1110720117025457e-06 1.9467085949525317e-05
25 1.9357067133819152e-05 1.4423601326056152e-06 1.7914707001213536e-05
26 1.8988605358147983e-05 1.852171463856951e-06 1.7136433894291034e-05
27 1.8125124303996085e-05 1.2162081057896068e-06 1.690891619820648e-05
28 1.697838902386641e-05 1.104525766702644e-06 1.5873863257163766e-05
29 1.6077459753761217e-05 8.10256435982517e-07 1.52672033177787e-05
30 1.6066598656284435e-05 9.214406418857408e-07 1.5145158014398695e-05
31 1.557380940958417e-05 8.645045234542983e-07 1.4709304886129871e-05
32 1.562576167870292e-05 1.0527908778435886e-06 1.4572970800859328e-05
33 1.497297182397727e-05 1.1742049138154895e-06 1.379876691016178e-05
34 1.4271863944527285e-05 1.0868812647281628e-06 1.3184982679799122e-05
35 1.3570579128490413e-05 9.777804988929783e-07 1.2592798629597435e-05
36 1.3956242992888421e-05 8.751118626326448e-07 1.3081131130255777e-05
37 1.3506152267155437e-05 1.0035812506533262e-06 1.250257101650211e-05
38 1.3559214055083302e-05 7.709138669128919e-07 1.278830018817041e-05
39 1.2868408102506496e-05 1.000626874478047e-06 1.1867781228028449e-05
40 1.2214597862509466e-05 8.800634213585888e-07 1.1334534441150877e-05
41 1.1788590699374939e-05 6.368232855491348e-07 1.1151767413825804e-05
42 1.188840042849364e-05 6.06537151648533e-07 1.1281863276845107e-05
43 1.1487396438708086e-05 6.29624460103069e-07 1.0857771978605016e-05
44 1.1677685326172153e-05 8.123525468929981e-07 1.0865332779279155e-05
45 1.114004885076371e-05 7.755060850460955e-07 1.0364542765717615e-05
46 1.0553557168543911e-05 3.448119551571781e-07 1.0208745213386733e-05
47 1.102264916726183e-05 6.746938716735191e-07 1.034795529558831e-05
48 1.0668553201839343e-05 7.788853432106846e-07 9.889667858628658e-06
49 1.0830920358225408e-05 6.24134004257912e-07 1.0206786353967496e-05
50 1.0620000674658176e-05 6.455551819926598e-07 9.974445492665516e-06
51 1.0190920355362162e-05 5.313223423021619e-07 9.65959801306e-06
52 1.0143699352479796e-05 4.720450299605482e-07 9.671654322519248e-06
53 1.0672873157818271e-05 4.4846231873707e-07 1.02244108390812e-05
54 1.0240023419562015e-05 5.524542430529396e-07 9.687569176509076e-06
55 1.0365159594129546e-05 4.7510875967584634e-07 9.8900508344537e-06
56 9.946737534169307e-06 3.8794022339760815e-07 9.5587973107717e-06
57 1.0252945828477502e-05 5.23410046157573e-07 9.72953578231993e-06
58 9.650302916243413e-06 3.433335824505461e-07 9.306969333792866e-06
59 1.006973164716764e-05 5.074545900689104e-07 9.56227705709873e-06
60 9.92969450832833e-06 4.614200878782418e-07 9.468274420450088e-06
61 9.729156123527761e-06 4.471416295807669e-07 9.282014493946994e-06
62 9.836617729117956e-06 3.280732763505779e-07 9.508544452767378e-06
63 1.0038294448134582e-05 4.76131638575768e-07 9.562162809558815e-06
64 9.756404084448974e-06 3.5493439044837764e-07 9.401469694000597e-06
65 9.515907413445181e-06 3.874153916698955e-07 9.128492021775286e-06
66 9.659036367803465e-06 4.417616826097839e-07 9.21727468519368e-06
67 9.491112453638286e-06 3.7615439655663347e-07 9.114958057081652e-06
68 9.554919559598923e-06 3.068171274518566e-07 9.248102432147066e-06
69 9.434264982498857e-06 3.049247993186469e-07 9.129340183180211e-06
70 9.347953572275299e-06 3.0554196427489184e-07 9.042411608000407e-06
71 9.59384324257918e-06 3.301889151878101e-07 9.26365432739137e-06
72 9.493333045711386e-06 3.5777851089511923e-07 9.135554534816268e-06
73 9.493022682578421e-06 3.610939798285865e-07 9.131928702749834e-06
74 9.20900351162853e-06 3.062122266450076e-07 8.902791284983523e-06
75 9.31040055372284e-06 3.77081409583545e-07 8.933319144139295e-06
76 9.387182646262113e-06 3.034416649977911e-07 9.083740981264322e-06
77 9.028541443151865e-06 4.06129694491466e-07 8.6224117486604e-06
78 9.610319454210265e-06 2.8553272648242643e-07 9.324786727727838e-06
79 9.332135685560343e-06 3.5418063217065827e-07 8.977955053389686e-06
80 9.477106199031319e-06 3.507932848794106e-07 9.126312914151908e-06
81 9.06060414344125e-06 3.2842519250090586e-07 8.732178950940345e-06
82 9.060319765355272e-06 2.6853306113340623e-07 8.791786704221865e-06
83 9.176324350872524e-06 2.869556372983121e-07 8.889368713574212e-06
84 8.963317712435711e-06 3.3752357116343766e-07 8.625794141272273e-06
85 9.274585240311145e-06 2.6624518608392614e-07 9.008340054227218e-06
86 9.037424620696758e-06 2.9620531944065035e-07 8.741219301256108e-06
87 9.126625069650105e-06 3.0116838387181025e-07 8.825456685778294e-06
88 8.94906185054066e-06 2.8877752659770006e-07 8.66028432394296e-06
89 8.804052214768763e-06 2.463097610133014e-07 8.557742453755461e-06
90 8.979511919543558e-06 2.390281243149622e-07 8.740483795228596e-06
91 9.005168314410169e-06 2.2782973473059475e-07 8.777338579679575e-06
92 8.892854363695141e-06 2.578319819879734e-07 8.635022381707168e-06
93 8.902203109206304e-06 3.0677729164023845e-07 8.595425817566064e-06
94 9.066967454258313e-06 2.7930082748380203e-07 8.78766662677451e-06
95 9.003816233456277e-06 2.737732274297891e-07 8.730043006026487e-06
96 8.65020070568984e-06 2.2129867171757905e-07 8.42890203397226e-06
97 8.781670180986474e-06 2.505595509446635e-07 8.53111063004181e-06
98 8.918555197666297e-06 2.40596474795544e-07 8.677958722870752e-06
99 8.843822553378632e-06 2.793789419631611e-07 8.564443611415471e-06
100 8.635131637785538e-06 2.126300360259746e-07 8.422501601759564e-06
101 8.983962090807294e-06 2.581928187728366e-07 8.725769272034457e-06
102 8.789955967599142e-06 2.5256617215544804e-07 8.537389795443693e-06
103 8.951811552292414e-06 2.939586407591641e-07 8.65785291153325e-06
104 9.147163880016664e-06 3.1265395341199987e-07 8.834509926604665e-06
105 8.768549544310838e-06 2.4915558604606813e-07 8.51939395826477e-06
106 8.702733944295378e-06 2.1523805439324523e-07 8.487495889902133e-06
107 9.005401361055566e-06 3.109657029444284e-07 8.694435658111137e-06
108 8.742120637305022e-06 2.039936335706569e-07 8.538127003734364e-06
109 8.926363911857355e-06 2.793911046500656e-07 8.64697280720729e-06
110 8.932180995044897e-06 2.2479466987701695e-07 8.70738632516788e-06
111 9.11415867605966e-06 2.1535938600740877e-07 8.898799290052251e-06
112 8.910638410972252e-06 2.5537531931659647e-07 8.655263091655655e-06
113 8.98836121088451e-06 2.031818836587926e-07 8.785179327225718e-06
114 8.920179974981632e-06 2.3482271837392774e-07 8.685357256607704e-06
115 8.612494366525101e-06 2.2414774902106591e-07 8.388346617504035e-06
116 9.1151640761389e-06 2.2568994175595978e-07 8.889474134382942e-06
117 9.062570440159756e-06 1.9225624001687009e-07 8.870314200142886e-06
118 8.902968905381957e-06 2.8333658083148436e-07 8.619632324550473e-06
119 8.825664654731353e-06 2.0162480311867382e-07 8.624039851612679e-06
120 8.799143272441364e-06 2.1226553816732828e-07 8.586877734274035e-06
121 9.078471793180265e-06 1.9857083569724382e-07 8.87990095748302e-06
122 9.149907942501922e-06 2.313040769930326e-07 8.918603865508888e-06
123 9.02034959985973e-06 1.8966498747121407e-07 8.830684612388517e-06
124 9.002477871255758e-06 2.1748419728789275e-07 8.784993673967866e-06
125 9.087919260810083e-06 2.874272096018532e-07 8.80049205120823e-06
126 9.124426606956417e-06 2.76962792230298e-07 8.847463814726118e-06
127 9.043847786558527e-06 3.5602537085163115e-07 8.687822415706896e-06
128 9.190346585598383e-06 4.353272804611531e-07 8.75501930513723e-06
