ell R_ell F_ell N_ell
2 0.0001872676425037168 8.301418258107806e-06 0.000178966224245609
3 4.446717491211936e-05 2.4855023022369285e-06 4.198167260988243e-05
4 5.329969044576292e-05 5.427781161587514e-06 4.787190928417541e-05
5 4.477013672929391e-05 5.779194017043495e-06 3.8990942712250416e-05
6 3.684010171138904e-05 1.5070465773124556e-06 3.533305513407659e-05
7 3.4163680486824216e-05 1.3140447693075821e-06 3.2849635717516636e-05
8 3.432135765064309e-05 2.975149402655421e-06 3.134620824798767e-05
9 3.152119042478041e-05 4.054746426030386e-06 2.746644399875002e-05
10 2.8708588452765977e-05 3.5531197032480167e-06 2.515546874951796e-05
11 2.6360119568703603e-05 2.9165794553870393e-06 2.3443540113316565e-05
12 2.3344734842107817e-05 2.1182998450209944e-06 2.1226434997086823e-05
13 2.4629462210801677e-05 1.2112496279319313e-06 2.3418212582869746e-05
14 2.2732921510922086e-05 2.597485713566882e-06 2.0135435797355203e-05
15 2.2860405740879925e-05 2.7691034077515288e-06 2.0091302333128396e-05
16 1.9606868430119874e-05 1.1830957051044916e-06 1.8423772725015383e-05
17 1.988360855863407e-05 3.5058443436637223e-06 1.6377764214970348e-05
18 1.7821305652004802e-05 1.7966906163242888e-06 1.6024615035680514e-05
19 1.5301556420251557e-05 1.623401042289126e-06 1.3678155377962431e-05
20 1.5389110653026954e-05 1.8767271513562857e-06 1.351238350167067e-05
21 1.5314806243275182e-05 1.8275234894586493e-06 1.3487282753816534e-05
22 1.5081011230404456e-05 2.308946108118713e-06 1.2772065122285744e-05
23 1.3712785061168233e-05 2.010618074088245e-06 1.1702166987079987e-05
24 1.3291811677018768e-05 1.1110720117025457e-06 1.2180739665316223e-05
25 1.2524417012626664e-05 1.4423601326056152e-06 1.1082056880021048e-05
26 1.2577389216868015e-05 1.852171463856951e-06 1.0725217753011064e-05
27 1.1905576588187591e-05 1.2162081057896068e-06 1.0689368482397985e-05
28 1.1146026656440093e-05 1.104525766702644e-06 1.0041500889737449e-05
29 1.0427604255686227e-05 8.10256435982517e-07 9.61734781970371e-06
30 1.053100472746389e-05 9.21440641885741e-07 9.60956408557815e-06
31 1.0148008845734626e-05 8.645045234542983e-07 9.283504322280327e-06
32 1.0243247414273075e-05 1.0527908778435886e-06 9.190456536429487e-06
33 9.892321105929826e-06 1.1742049138154895e-06 8.718116192114336e-06
34 9.43544944341716e-06 1.0868812647281628e-06 8.348568178688997e-06
35 8.933973578768332e-06 9.777804988929783e-07 7.956193079875354e-06
36 9.167219775609272e-06 8.751118626326448e-07 8.292107912976628e-06
37 8.945990670509514e-06 1.0035812506533262e-06 7.942409419856188e-06
38 8.881621148445525e-06 7.709138669128919e-07 8.110707281532633e-06
39 8.470674166395781e-06 1.000626874478047e-06 7.470047291917734e-06
40 8.061352722801724e-06 8.800634213585888e-07 7.181289301443135e-06
41 7.775626914440624e-06 6.368232855491348e-07 7.138803628891489e-06
42 7.729267495370941e-06 6.06537151648533e-07 7.122730343722409e-06
43 7.525364434652637e-06 6.29624460103069e-07 6.895739974549568e-06
44 7.766683270439981e-06 8.123525468929981e-07 6.954330723546984e-06
45 7.342506569029125e-06 7.755060850460955e-07 6.56700048398303e-06
46 6.845376897081291e-06 3.448119551571781e-07 6.500564941924113e-06
47 7.291850963540737e-06 6.746938716735191e-07 6.617157091867218e-06
48 7.088547444349504e-06 7.788853432106846e-07 6.30966210113882e-06
49 7.09051640193992e-06 6.24134004257912e-07 6.466382397682008e-06
50 7.015796161038539e-06 6.455551819926599e-07 6.370240979045879e-06
51 6.663519309322509e-06 5.313223423021619e-07 6.1321969670203475e-06
52 6.644478011885832e-06 4.720450299605482e-07 6.172432981925283e-06
53 6.951669523122336e-06 4.4846231873707e-07 6.5032072043852655e-06
54 6.7086960075879496e-06 5.524542430529395e-07 6.15624176453501e-06
55 6.776161666055277e-06 4.751087596758464e-07 6.30105290637943e-06
56 6.492773620929538e-06 3.8794022339760815e-07 6.104833397531929e-06
57 6.764869899215776e-06 5.23410046157573e-07 6.241459853058203e-06
58 6.252194300277315e-06 3.433335824505461e-07 5.908860717826769e-06
59 6.572722547691447e-06 5.074545900689104e-07 6.065267957622536e-06
60 6.484078448485403e-06 4.614200878782418e-07 6.022658360607161e-06
61 6.35290003217705e-06 4.4714162958076687e-07 5.905758402596283e-06
62 6.342794211712167e-06 3.280732763505779e-07 6.014720935361589e-06
63 6.5593775400373225e-06 4.761316385757679e-07 6.083245901461554e-06
64 6.320949524460362e-06 3.5493439044837764e-07 5.966015134011984e-06
65 6.201277729452576e-06 3.874153916698955e-07 5.81386233778268e-06
66 6.304856868274743e-06 4.417616826097839e-07 5.8630951856649594e-06
67 6.186815082907385e-06 3.7615439655663347e-07 5.810660686350751e-06
68 6.176591253405738e-06 3.068171274518566e-07 5.869774125953881e-06
69 6.129152194684855e-06 3.049247993186469e-07 5.8242273953662075e-06
70 6.041511626799142e-06 3.0554196427489184e-07 5.73596966252425e-06
71 6.240562705285363e-06 3.301889151878101e-07 5.910373790097552e-06
72 6.1829735194019155e-06 3.5777851089511923e-07 5.825195008506796e-06
73 6.1591457852035645e-06 3.610939798285865e-07 5.798051805374978e-06
74 5.971657836430867e-06 3.062122266450076e-07 5.665445609785859e-06
75 6.054653139580668e-06 3.770814095835451e-07 5.677571729997123e-06
76 6.087890965012022e-06 3.034416649977911e-07 5.784449300014231e-06
77 5.887875706810708e-06 4.06129694491466e-07 5.481746012319242e-06
78 6.226377675153988e-06 2.855327264824264e-07 5.9408449486715615e-06
79 6.057867905044427e-06 3.5418063217065827e-07 5.703687272873768e-06
80 6.144919205943475e-06 3.507932848794106e-07 5.794125921064064e-06
81 5.904180598872833e-06 3.2842519250090586e-07 5.575755406371927e-06
82 5.876983694906919e-06 2.6853306113340623e-07 5.608450633773513e-06
83 5.927211308011944e-06 2.869556372983121e-07 5.6402556707136315e-06
84 5.83248499474055e-06 3.3752357116343766e-07 5.494961423577113e-06
85 6.0041311565298375e-06 2.6624518608392614e-07 5.7378859704459115e-06
86 5.85236813915522e-06 2.9620531944065035e-07 5.55616281971457e-06
87 5.9156887275206214e-06 3.0116838387181025e-07 5.614520343648811e-06
88 5.787139213087876e-06 2.8877752659770006e-07 5.498361686490176e-06
89 5.676009676935595e-06 2.463097610133014e-07 5.429699915922293e-06
90 5.807635786184771e-06 2.390281243149622e-07 5.568607661869809e-06
91 5.823903055201654e-06 2.2782973473059475e-07 5.596073320471059e-06
92 5.755308477964928e-06 2.578319819879734e-07 5.4974764959769545e-06
93 5.7652612401496086e-06 3.0677729164023845e-07 5.45848394850937e-06
94 5.876811590519935e-06 2.79300827483802e-07 5.597510763036133e-06
