ell R_ell F_ell N_ell
2 0.0008135498266815504 0.0007882535653891696 1.2485076961216029e-05
3 0.00020218021110665382 0.00017662897577268915 1.4885659447036663e-05
4 0.0001083371503462625 9.835665890065388e-05 1.1525706235852558e-05
5 5.781762645955783e-05 4.274777944837982e-05 1.2309696839809888e-05
6 6.871363397362839e-05 5.853683065755657e-05 1.161770258242636e-05
7 5.887482337638433e-05 4.836963606392474e-05 1.0999858585270237e-05
8 3.237619386586551e-05 2.0057361668246497e-05 1.1506216318341006e-05
9 2.7493754793605973e-05 1.7382222111154332e-05 1.0901590437054244e-05
10 3.191869020597676e-05 2.0492394164307398e-05 1.108250843641638e-05
11 2.4885785796325493e-05 1.3346502357441426e-05 1.1644725534306197e-05
12 2.7432693679782324e-05 1.6567852796182974e-05 1.0746546914638354e-05
13 2.1370977563581018e-05 1.0963984804611613e-05 1.1565066109605854e-05
14 1.9957958323301447e-05 9.963033939138152e-06 1.0946845755380762e-05
15 2.2036145348218687e-05 1.011282260526896e-05 1.1533822127975053e-05
16 1.959780246173272e-05 7.972326056704283e-06 1.1524981678253669e-05
17 1.9999266683589467e-05 7.80475344501014e-06 1.1474057658905086e-05
18 1.835979394052961e-05 6.741852723101141e-06 1.1638816140079773e-05
19 1.5136709249440595e-05 4.377671427880594e-06 1.1045435979542675e-05
20 1.7264815889325897e-05 6.603116280140599e-06 1.0807192999187426e-05
21 1.569851093457189e-05 4.5129677939002454e-06 1.1249593281950545e-05
22 1.5126300751005536e-05 3.0055201041238866e-06 1.2005553092132315e-05
23 1.616268680570226e-05 4.793304852203137e-06 1.1268660445320489e-05
24 1.362001579090167e-05 1.8256367136789278e-06 1.1568910297322872e-05
25 1.4227211580534352e-05 3.269409775108323e-06 1.1107939133796592e-05
26 1.2794132889809965e-05 2.261558484551736e-06 1.0750769664572885e-05
27 1.4221484644256476e-05 2.7179270223051676e-06 1.1715333455972384e-05
28 1.3470093784195875e-05 1.6543113616181604e-06 1.1816244357332942e-05
29 1.3542749284306118e-05 2.271972194222491e-06 1.1293020013447575e-05
30 1.3491546380480388e-05 1.9312334925170126e-06 1.151900510483394e-05
31 1.3401032228915724e-05 1.6342852836234114e-06 1.181768983264794e-05
32 1.3036595305720294e-05 1.7148885772012576e-06 1.1293941182634079e-05
33 1.2896562686003467e-05 1.741567707144627e-06 1.1201092324424256e-05
34 1.2877198927280085e-05 1.7639102384088112e-06 1.1298280702372471e-05
35 1.2923468725384354e-05 1.6269285667197132e-06 1.1240535437825356e-05
36 1.2918365038393563e-05 1.3213162943427506e-06 1.1530273878898811e-05
37 1.2561831891867963e-05 1.5663268955578252e-06 1.1104630091477655e-05
38 1.2849588058614684e-05 1.5819361626092076e-06 1.112717932823175e-05
39 1.2318525788306853e-05 2.129584828272844e-06 1.0483062542496628e-05
40 1.1025774317866402e-05 1.3594951850805798e-06 9.750055836716412e-06
41 1.1343387284036729e-05 1.872252026563721e-06 9.501372091438786e-06
42 9.908423628893379e-06 8.684390583926795e-07 9.063328596129994e-06
43 9.259778497968387e-06 1.0743697180532268e-06 8.211624623811683e-06
44 9.058513961591826e-06 1.1325527868786942e-06 7.92302105254083e-06
45 8.668491114590971e-06 1.1328378753955138e-06 7.577596930357136e-06
46 7.999376618923111e-06 9.275208978297848e-07 7.1167958613666944e-06
47 7.487099874698075e-06 7.909830971375176e-07 6.673085238748412e-06
48 7.266311956791738e-06 1.0557362256497322e-06 6.185460441569088e-06
49 6.397216711111742e-06 7.09418814310123e-07 5.744115278389891e-06
50 6.435542674621066e-06 8.05175295516863e-07 5.628944923292606e-06
51 6.121739196813826e-06 9.955721278655409e-07 5.155223194637134e-06
52 5.849890294319416e-06 8.582662784948956e-07 5.0244696801369915e-06
53 5.358445903163344e-06 6.019798941360321e-07 4.719516831772702e-06
54 5.611675447934533e-06 1.0095089279706918e-06 4.723243634614004e-06
55 5.388706693443e-06 8.893454701380816e-07 4.522269717587914e-06
56 5.17385237637003e-06 7.222872735417861e-07 4.456442965262292e-06
57 5.225732318347764e-06 8.268112587143469e-07 4.42639929423601e-06
58 5.21313364136401e-06 7.915731766610742e-07 4.397757317532294e-06
59 5.2448711191112505e-06 8.347715303725058e-07 4.350401339942357e-06
60 5.130808532252058e-06 8.423146480651899e-07 4.335636323329197e-06
61 5.249819744606307e-06 8.896847173345174e-07 4.332680202708162e-06
62 4.9438532982184515e-06 5.194312744876742e-07 4.37283899773045e-06
63 5.140200664920184e-06 7.492849076629436e-07 4.409035778083887e-06
64 4.908993079649098e-06 6.000101667135936e-07 4.399293379382645e-06
65 4.931993085219604e-06 4.899596748166125e-07 4.415783419523851e-06
66 5.077676193268903e-06 7.547629345561144e-07 4.337894405006169e-06
67 5.142091197822131e-06 7.142563539603543e-07 4.40636045475976e-06
68 5.046905309745926e-06 6.107005682868187e-07 4.5077928624091135e-06
69 4.962071286364569e-06 5.183755100642686e-07 4.4710148187943935e-06
70 4.9772704144885316e-06 5.621634271264323e-07 4.409782260803092e-06
71 5.048532567777173e-06 5.96294482660814e-07 4.443331931201457e-06
72 4.967598165313263e-06 4.5034921794316687e-07 4.450610325505527e-06
73 4.941576170051883e-06 4.945370581571105e-07 4.456433167983587e-06
74 4.873943984873176e-06 5.002394562857483e-07 4.382965705566536e-06
75 4.876505790989778e-06 5.644265633730025e-07 4.346653249732038e-06
76 4.693339811254087e-06 4.327260974938089e-07 4.294087628168008e-06
77 4.716694747404042e-06 4.3384826544155207e-07 4.2985690092604765e-06
78 4.714033545412717e-06 4.975215646399523e-07 4.262531277818001e-06
79 4.769678230082805e-06 5.207161137422062e-07 4.213889811514229e-06
80 4.587613377589017e-06 5.373558936560706e-07 4.080837273561869e-06
81 4.539579601419357e-06 4.676587246858719e-07 4.0564112802924255e-06
82 4.322616954505649e-06 4.09384994578363e-07 3.9068690413133425e-06
83 4.202263594749104e-06 3.85338723101532e-07 3.829788224448958e-06
84 4.273898268287366e-06 4.660992901583499e-07 3.824668650600975e-06
85 4.288548305932098e-06 5.233915309951028e-07 3.739067804262501e-06
86 4.136287676178085e-06 4.462048105820687e-07 3.662625154544632e-06
87 4.108501681418161e-06 5.103537052274521e-07 3.589802545078996e-06
88 3.9450290187530575e-06 4.471698886473153e-07 3.480997524624054e-06
89 3.928688697557195e-06 4.932697111096263e-07 3.4771915483790186e-06
90 3.76416541233537e-06 4.3196528926453605e-07 3.3575204764613447e-06
91 3.8808217956716376e-06 4.6816734625314416e-07 3.3616910557547747e-06
92 3.5745054384478046e-06 3.811212341360733e-07 3.188564610529031e-06
93 3.569762466721223e-06 4.334604813246737e-07 3.12336421417811e-06
94 3.5884617476297032e-06 4.840926528452166e-07 3.158540622154886e-06
95 3.4211412718085557e-06 3.7778554449482895e-07 3.0657650886884755e-06
96 3.555456193409299e-06 5.233887308807137e-07 3.0006274527812e-06
97 3.414014588326999e-06 4.851184957402275e-07 2.9522834026263934e-06
98 3.3745113455266605e-06 5.464075678387013e-07 2.8583772172961963e-06
99 3.303121470668649e-06 4.679680894640309e-07 2.839357937593667e-06
100 3.2940347292568024e-06 4.992936262957621e-07 2.7874990035880487e-06
101 3.2850885323793505e-06 5.740864309576393e-07 2.7289468229427477e-06
102 3.0349192762860523e-06 4.025756409939983e-07 2.6604878676010875e-06
103 3.103031103277766e-06 4.823330085627541e-07 2.62660636778808e-06
104 3.242700602315966e-06 6.053341914224656e-07 2.640663651580934e-06
105 3.015181616132806e-06 4.937710506263057e-07 2.5353667531929604e-06
106 3.0939110436009903e-06 6.079661870992966e-07 2.4863375959252902e-06
107 2.953807200806391e-06 4.838090184563313e-07 2.469185247145354e-06
108 2.9296354125268215e-06 5.32776871344842e-07 2.418033151363264e-06
109 2.913361352685159e-06 4.687614818320945e-07 2.432618449735878e-06
110 2.93408351624351e-06 5.297182960095334e-07 2.4389241008915867e-06
111 2.904713184601757e-06 5.099882167102721e-07 2.3868741212018797e-06
112 2.979801413180414e-06 5.722197659552602e-07 2.3906947837221384e-06
113 2.8698575496330346e-06 4.7636333199034046e-07 2.373590466785392e-06
114 2.702764724456401e-06 3.711342907590254e-07 2.345899380230755e-06
115 2.8475585778816987e-06 5.671568668057581e-07 2.299624804876204e-06
116 2.813633602233735e-06 4.771237333634787e-07 2.3588837497719467e-06
117 2.825326126060712e-06 4.5748560502006546e-07 2.382864669675507e-06
118 2.788949201290654e-06 4.2783028195553956e-07 2.3684477018023826e-06
119 2.8394017238052347e-06 5.174506278546892e-07 2.3446260263265457e-06
120 2.7935347659970487e-06 4.391922806155253e-07 2.319700408973879e-06
121 2.9397092987577972e-06 5.986407650192287e-07 2.3661561776751006e-06
122 2.835712723589536e-06 4.679105277013529e-07 2.3787149667727063e-06
