ell R_ell F_ell N_ell
2 0.00046071066242662736 3.2690283553266142e-06 0.00045744163407130073
3 7.350823888854632e-05 -3.750370623557486e-08 7.354574259478189e-05
4 8.102700222339e-05 1.3027772194945731e-06 7.972422500389544e-05
5 6.871317744133144e-05 3.720413771211705e-06 6.499276367011973e-05
6 5.5083166976219677e-05 3.5157697932691992e-06 5.156739718295048e-05
7 5.063471002886376e-05 6.169407675268027e-07 5.0017769261336955e-05
8 4.915386298360258e-05 1.4884005232935214e-06 4.766546246030906e-05
9 4.8722760664946875e-05 2.846284289426868e-06 4.587647637552001e-05
10 4.052976318637816e-05 1.839994453459818e-06 3.868976873291834e-05
11 3.381448576312523e-05 1.4833309830206254e-06 3.2331154780104606e-05
12 3.377054303630385e-05 5.771424583115651e-07 3.3193400577992284e-05
13 3.504361127387031e-05 4.0636653366123577e-07 3.463724474020908e-05
14 3.2304458301934144e-05 1.4907292792668702e-06 3.081372902266727e-05
15 3.169108132495943e-05 1.3313049432709151e-06 3.035977638168851e-05
16 2.8274913805745558e-05 9.795174593569569e-07 2.72953963463886e-05
17 2.8047115338805795e-05 1.861564003103074e-06 2.618555133570272e-05
18 2.459426371526294e-05 9.725851742609213e-07 2.3621678541002018e-05
19 2.1805152426776915e-05 1.0345645441936603e-06 2.0770587882583254e-05
20 2.129709184009748e-05 1.1456348543372344e-06 2.0151456985760245e-05
21 2.0216851874871927e-05 5.614390778655545e-07 1.9655412797006373e-05
22 2.0360371270095235e-05 1.3751458848515277e-06 1.8985225385243707e-05
23 1.892571293604017e-05 1.212074331970447e-06 1.7713638604069722e-05
24 1.84136760371507e-05 5.153550467658614e-07 1.789832099038484e-05
25 1.817991949109275e-05 1.0071154527589388e-06 1.717280403833381e-05
26 1.7452822943596733e-05 1.1959540593910516e-06 1.6256868884205682e-05
27 1.669952829635604e-05 7.342897344753633e-07 1.5965238561880676e-05
28 1.6091793276075053e-05 7.767556716257578e-07 1.5315037604449294e-05
29 1.5026725788097467e-05 4.498678521736493e-07 1.4576857935923817e-05
30 1.4926343600940305e-05 5.229754704946892e-07 1.4403368130445616e-05
31 1.4650821363942205e-05 7.418088327684146e-07 1.390901253117379e-05
32 1.4780688901768802e-05 7.601519664512226e-07 1.402053693531758e-05
33 1.3899802508579047e-05 6.553287167549138e-07 1.3244473791824132e-05
34 1.308997549584136e-05 5.105982016867743e-07 1.2579377294154585e-05
35 1.243807556017049e-05 4.186048966680966e-07 1.2019470663502394e-05
36 1.3264180470957982e-05 5.13568780423105e-07 1.2750611690534877e-05
37 1.2312075492089203e-05 3.679589523298255e-07 1.1944116539759377e-05
38 1.2694640719541002e-05 5.595766711802558e-07 1.2135064048360746e-05
39 1.195314660577545e-05 5.437106224574875e-07 1.1409435983317962e-05
40 1.1973659640528224e-05 3.9355477382081657e-07 1.1580104866707407e-05
41 1.1422574043432253e-05 4.389240097818563e-07 1.0983650033650398e-05
42 1.1672569705983353e-05 4.844625798375506e-07 1.1188107126145803e-05
43 1.1094324785716112e-05 3.0575610631766135e-07 1.0788568679398452e-05
44 1.1029470887923505e-05 4.1957631816579425e-07 1.060989456975771e-05
45 1.0742293177362504e-05 5.214386478288452e-07 1.0220854529533658e-05
46 1.0304133954031505e-05 1.8601388152020905e-07 1.0118120072511296e-05
47 1.046602692993955e-05 1.948200995295963e-07 1.0271206830409953e-05
48 1.0330770975180408e-05 4.33694333274628e-07 9.89707664190578e-06
49 1.0513912836374881e-05 3.272092247747187e-07 1.0186703611600163e-05
50 1.0483870843288422e-05 3.928770166821553e-07 1.0090993826606266e-05
51 9.987566508969843e-06 3.6844159241716096e-07 9.619124916552681e-06
52 9.867026331412693e-06 2.603426153416929e-07 9.606683716071e-06
53 1.0659272361314927e-05 3.415976297886029e-07 1.0317674731526325e-05
54 1.0009729457928911e-05 3.5722692226054647e-07 9.652502535668364e-06
55 1.0030092249301363e-05 2.576811168217318e-07 9.772411132479632e-06
56 9.771562382080216e-06 2.2514970084807488e-07 9.54641268123214e-06
57 9.990013717888551e-06 3.271718610767292e-07 9.662841856811821e-06
58 9.597860942859398e-06 2.375074376198479e-07 9.36035350523955e-06
59 9.984091010680267e-06 2.682299370431648e-07 9.715861073637102e-06
60 9.495208133278458e-06 2.702386871296916e-07 9.224969446148766e-06
61 9.538801662819328e-06 2.4697344191100006e-07 9.291828220908328e-06
62 9.828571573274741e-06 2.06064827520348e-07 9.622506745754393e-06
63 9.755973467695848e-06 1.9141850068698429e-07 9.564554967008863e-06
64 9.640743981917215e-06 1.9009013875941223e-07 9.450653843157803e-06
65 9.38997864394227e-06 1.7309124279180164e-07 9.216887401150468e-06
66 9.453804878262464e-06 2.6078886084501446e-07 9.193016017417449e-06
67 9.283891228270685e-06 1.8797153826528588e-07 9.0959196900054e-06
68 9.352940392370392e-06 1.5382200874776015e-07 9.199118383622632e-06
69 9.258751677219427e-06 1.7253941517170854e-07 9.086212262047719e-06
70 9.255286271166716e-06 1.648257213199995e-07 9.090460549846717e-06
71 9.328389632413134e-06 2.244745940809104e-07 9.103915038332222e-06
72 9.169950611752142e-06 2.0872194567662876e-07 8.961228666075513e-06
73 9.493984995876588e-06 2.086205646693229e-07 9.285364431207264e-06
74 9.041996128074805e-06 1.483239362372712e-07 8.893672191837534e-06
75 9.188704122220703e-06 1.9117578209978887e-07 8.997528340120915e-06
76 9.161425907260873e-06 1.7717695559050772e-07 8.984248951670365e-06
77 8.821794031642777e-06 2.032813766321588e-07 8.618512655010619e-06
78 9.397139123687671e-06 1.691548710719244e-07 9.227984252615747e-06
79 9.035010624689466e-06 1.6748985893839947e-07 8.867520765751067e-06
80 9.30813997495974e-06 1.7291494987776239e-07 9.135225025081977e-06
81 8.819451375147518e-06 1.7501506359542057e-07 8.644436311552098e-06
82 8.882687051841062e-06 1.4837772802792268e-07 8.73430932381314e-06
83 8.990189200112276e-06 1.461135460190092e-07 8.844075654093267e-06
84 8.800111528668002e-06 1.9023985914650817e-07 8.609871669521494e-06
85 9.136556853268647e-06 1.4966653286626045e-07 8.986890320402387e-06
86 9.013672786622571e-06 1.8823109867906822e-07 8.825441687943503e-06
87 9.099335513360928e-06 2.2074745211081066e-07 8.878588061250117e-06
88 8.732933291249032e-06 1.3810587815431653e-07 8.594827413094716e-06
89 8.709057005320358e-06 1.4663740580751384e-07 8.562419599512844e-06
90 8.93681754838522e-06 1.4398530574984e-07 8.79283224263538e-06
91 9.016259311354119e-06 1.3445660829002787e-07 8.881802703064091e-06
92 8.826759786779416e-06 1.686364843146596e-07 8.658123302464756e-06
93 8.837973668803485e-06 1.1911584569934887e-07 8.718857823104136e-06
94 8.95994891979159e-06 1.5290050674998267e-07 8.807048413041607e-06
95 8.930088355893464e-06 1.371887309398699e-07 8.792899624953594e-06
96 8.689571543540955e-06 1.478378566783995e-07 8.541733686862556e-06
97 8.792054879404343e-06 1.2050509019317252e-07 8.67154978921117e-06
98 8.984636361200026e-06 2.0643788252051822e-07 8.778198478679507e-06
99 8.830603219236338e-06 1.5950717149515578e-07 8.671096047741182e-06
100 8.62497471492792e-06 1.5292870079307759e-07 8.472046014134842e-06
101 8.951596252593068e-06 1.6386711840539187e-07 8.787729134187676e-06
102 8.675428467147208e-06 1.3656569552864198e-07 8.538862771618566e-06
103 8.84312437868518e-06 1.7399918395234196e-07 8.669125194732839e-06
104 9.04298692205077e-06 1.4189943641095745e-07 8.901087485639813e-06
105 8.699042475904273e-06 1.2321511991049926e-07 8.575827355993774e-06
106 8.758518304050559e-06 1.405190387460335e-07 8.617999265304526e-06
107 8.950827122721157e-06 1.7569069777190874e-07 8.775136424949249e-06
108 8.695452246914186e-06 1.2197256897798032e-07 8.573479677936205e-06
109 8.899777478461181e-06 1.3194055367748315e-07 8.767836924783698e-06
110 8.904232284014876e-06 1.2288885063712942e-07 8.781343433377747e-06
111 9.122857552111294e-06 1.1071707685678103e-07 9.012140475254512e-06
112 8.88518994470793e-06 1.519955692483995e-07 8.73319437545953e-06
113 9.000485977698515e-06 1.0896288925460629e-07 8.891523088443908e-06
114 8.954556710100912e-06 1.1827658623833155e-07 8.83628012386258e-06
115 8.713041918945672e-06 1.3040582670709364e-07 8.582636092238578e-06
116 9.115233766729596e-06 1.44425051150841e-07 8.970808715578756e-06
117 9.042151276838401e-06 1.4402861272882984e-07 8.898122664109571e-06
118 8.845715842371325e-06 1.5649534148965955e-07 8.689220500881666e-06
119 8.883358576962562e-06 1.452988521790986e-07 8.738059724783463e-06
120 8.935543747526202e-06 1.5324582758098146e-07 8.78229791994522e-06
121 9.174502657759075e-06 1.272806320115782e-07 9.047222025747497e-06
122 9.129946479733994e-06 1.4485896209661595e-07 8.985087517637378e-06
123 9.023463364865591e-06 1.092504642402078e-07 8.914212900625384e-06
124 9.015158898664698e-06 1.3731588282467012e-07 8.877843015840027e-06
125 9.012998477094436e-06 1.5702025026688938e-07 8.855978226827547e-06
126 9.1699962914123e-06 1.908769624858991e-07 8.9791193289264e-06
127 9.172517078209222e-06 3.5677982519011045e-07 8.815737253019111e-06
128 9.124056645820385e-06 3.814050459375434e-07 8.742651599882841e-06
