ell R_ell F_ell N_ell
2 0.0009016515761350734 0.0008758380796922535 1.5233110722430012e-05
3 0.00021472520667106416 0.00018341641133131931 1.9512864696662223e-05
4 0.00012657506681780463 0.0001127279827611333 1.4932608134998798e-05
5 6.816236410682079e-05 4.8153549155843064e-05 1.5990741449600255e-05
6 8.332000240493191e-05 7.000481000578588e-05 1.5563064216596606e-05
7 6.731984183483272e-05 5.3504947579025704e-05 1.4880192021625007e-05
8 3.9727936594576724e-05 2.302742494423013e-05 1.5202087710328932e-05
9 3.056900854053011e-05 1.733855110252734e-05 1.4519961959976527e-05
10 3.618221098539594e-05 2.1643587503536793e-05 1.4821132564298346e-05
11 3.057736652230033e-05 1.5823713775959993e-05 1.507371936310956e-05
12 3.1611952562708765e-05 1.708362825146401e-05 1.396755203835321e-05
13 2.577989171957777e-05 1.2173024458731386e-05 1.5237085803222058e-05
14 2.4991938126634503e-05 1.1269663291511456e-05 1.4823596760467526e-05
15 2.8110187840203695e-05 1.1719481840569705e-05 1.581346620131939e-05
16 2.3610317464056033e-05 8.136023977938195e-06 1.5533493993447753e-05
17 2.464402082426096e-05 8.71832218416838e-06 1.5092730228186237e-05
18 2.2075234812900997e-05 6.93032974770766e-06 1.5143896957379576e-05
19 1.907326548387173e-05 4.885129226589416e-06 1.4703473064453033e-05
20 2.1713142920767964e-05 7.201788734916922e-06 1.4675733263098462e-05
21 1.9747737730329133e-05 4.79807107604318e-06 1.4899063626610281e-05
22 1.9177107972996337e-05 3.2195612255895776e-06 1.5976164267829862e-05
23 2.003954537190726e-05 5.134354210964935e-06 1.4944896295838e-05
24 1.7556287015217002e-05 1.9004414573823197e-06 1.5346321054637376e-05
25 1.8218299975148936e-05 3.745205978580588e-06 1.4604110981913807e-05
26 1.6617136700475575e-05 2.5493618876089303e-06 1.4179758215626497e-05
27 1.863329925784124e-05 3.281568359366596e-06 1.5550778343369112e-05
28 1.7560946820318547e-05 1.7996529486962447e-06 1.5765980377599315e-05
29 1.7449424983755444e-05 2.568383611225197e-06 1.4952276899978898e-05
30 1.7502439542581388e-05 2.2002625280543024e-06 1.5315573091221897e-05
31 1.7515652738297818e-05 1.7627580703132118e-06 1.5753499501175417e-05
32 1.7258615257024957e-05 2.0245532333317173e-06 1.5200233804782196e-05
33 1.6967166257380166e-05 2.093676553114525e-06 1.4948198997354307e-05
34 1.6747230636708425e-05 2.0038621497918024e-06 1.4950848703904775e-05
35 1.6959853995380107e-05 1.849777748880406e-06 1.5043781964114704e-05
36 1.7185446160577215e-05 1.4148125442220124e-06 1.562803840218887e-05
37 1.6548181810639594e-05 1.7293036396933512e-06 1.4916831842635107e-05
38 1.6968844415156244e-05 1.6409931952492003e-06 1.5143001880527447e-05
39 1.635827023072727e-05 2.4112584143293897e-06 1.4363820503365884e-05
40 1.51446458179168e-05 1.530697540404118e-06 1.3704677246209496e-05
41 1.5730902823399577e-05 2.192869718388548e-06 1.3528740546874822e-05
42 1.4064503958845747e-05 1.0664581204061633e-06 1.3065274470621045e-05
43 1.3174365797777264e-05 1.2053579333620205e-06 1.2051491611264256e-05
44 1.3246484300977527e-05 1.3852647168508918e-06 1.1868164575310701e-05
45 1.297766300107859e-05 1.3641765518824315e-06 1.1662193196971778e-05
46 1.2160800966382767e-05 1.081607936876407e-06 1.1122602027579584e-05
47 1.1842677584195874e-05 1.0256884828513862e-06 1.079091235818634e-05
48 1.1508218741486598e-05 1.2517397181082367e-06 1.0193928983888402e-05
49 1.0597850778750728e-05 8.331365098893729e-07 9.829175285035591e-06
50 1.0650132983195736e-05 9.677631391330963e-07 9.67589350849456e-06
51 1.0399109692162288e-05 1.286414242266993e-06 9.140126740243323e-06
52 1.0056763406503877e-05 1.049370863391695e-06 9.07942714750654e-06
53 9.630779021839118e-06 6.739123297102295e-07 8.899835022875495e-06
54 9.971402604876351e-06 1.26104321124108e-06 8.880416807285861e-06
55 9.70044876393799e-06 1.0888900864484693e-06 8.645974401328868e-06
56 9.457511818443707e-06 9.137174127527022e-07 8.519783767111212e-06
57 9.568428460112683e-06 1.0545480154905005e-06 8.576671346656539e-06
58 9.55177716140764e-06 1.0341555767433891e-06 8.471344282465e-06
59 9.655538306779003e-06 1.0681227372268875e-06 8.505589997358702e-06
60 9.446694602699745e-06 1.1011285664360754e-06 8.427953468594586e-06
61 9.585513725899496e-06 1.1392914316925824e-06 8.404367104459957e-06
62 9.190380218003327e-06 6.907309803373305e-07 8.449447586426667e-06
63 9.522895465653532e-06 9.86685646001989e-07 8.539535170224253e-06
64 9.18943362193618e-06 8.17366789263208e-07 8.50611309041428e-06
65 9.267115170692784e-06 6.319636758761175e-07 8.592426615611376e-06
66 9.37285725831829e-06 9.880281979736726e-07 8.429268492668121e-06
67 9.445561135510076e-06 9.146624379893204e-07 8.496558112387819e-06
68 9.385466624459466e-06 7.727331383965927e-07 8.713941326188026e-06
69 9.32085867954675e-06 6.792213343166458e-07 8.661397658383609e-06
70 9.257635829547273e-06 7.453458864253895e-07 8.516183377131674e-06
71 9.38724187494052e-06 8.053164038336641e-07 8.580967171173466e-06
72 9.278260757488788e-06 6.189103272615861e-07 8.559255276894186e-06
73 9.144119512685634e-06 6.075198813755284e-07 8.54000199510451e-06
74 9.071911039804228e-06 6.270099173842818e-07 8.456862790309465e-06
75 9.08217538453778e-06 7.289912931239186e-07 8.397334564660585e-06
