ell R_ell F_ell N_ell
2 0.00013847614586139786 0.00013466936043795755 1.044601522204643e-06
3 2.422485619838108e-05 2.3173174592679462e-05 1.0220140906141546e-06
4 3.384967873951829e-05 3.258274863481816e-05 9.656789018252885e-07
5 2.9947706784321654e-05 2.8446356798531606e-05 9.859323462993886e-07
6 2.360282292109336e-05 2.233988307362004e-05 9.806900198091493e-07
7 2.1536139220052338e-05 2.023325267689979e-05 1.032481013114524e-06
8 2.148838386883678e-05 2.0549332847102483e-05 9.527215392299496e-07
9 2.0285771332372576e-05 1.9528052044529978e-05 1.0059646085084916e-06
10 1.86988492896358e-05 1.7673604571070698e-05 1.0004451717945062e-06
11 1.582797013782068e-05 1.5085421496492967e-05 9.647711831800803e-07
12 1.4596091838185017e-05 1.3704654404039212e-05 9.575770112794867e-07
13 1.5679034953580947e-05 1.4687852759877429e-05 9.883478949805427e-07
14 1.3922191068522318e-05 1.3074840926773218e-05 9.987508197010643e-07
15 1.4692303400193076e-05 1.3811313607756226e-05 1.0078952945717074e-06
16 1.159516196923798e-05 1.0616130013173092e-05 9.923629488595789e-07
17 1.2853841173058685e-05 1.207979010064495e-05 9.834582307731288e-07
18 1.1084046387932398e-05 1.0159404518158552e-05 9.822659830205946e-07
19 9.631971843341258e-06 8.815674897523922e-06 9.908279137212941e-07
20 9.47054060450349e-06 8.822934487232072e-06 9.651144917857446e-07
21 9.971097293986524e-06 9.181810569289114e-06 9.623759321552072e-07
22 9.43955214922438e-06 8.52966514900626e-06 1.0134065511073928e-06
23 8.936944653193448e-06 8.18940072859391e-06 9.66836572375086e-07
24 7.851558736621423e-06 7.008387453047974e-06 1.0025895866327745e-06
25 7.585259722821521e-06 6.778446426923563e-06 9.98075848604758e-07
26 8.225652433212462e-06 7.4923567566321e-06 1.0138106308654324e-06
27 7.357927841339732e-06 6.469703325036146e-06 1.0170262368973548e-06
28 6.906272632242445e-06 6.195384843139238e-06 9.923604467428973e-07
29 6.482427211823502e-06 5.59716539660676e-06 1.0239701499884401e-06
30 6.287384721201556e-06 5.492281711769506e-06 1.0204494784024583e-06
31 6.094438892461104e-06 5.174654550838388e-06 1.0316116248781875e-06
32 6.373645972188358e-06 5.589221829898179e-06 9.754500787475896e-07
33 6.277852408022464e-06 5.500639315078384e-06 9.9425962004291e-07
34 5.872703056382823e-06 5.122745722738573e-06 9.989888590004957e-07
35 5.415060994191588e-06 4.534376059599667e-06 9.89192954528976e-07
36 5.5000070095115505e-06 4.7082079979536085e-06 9.924918224816121e-07
37 5.617718964693588e-06 4.781727325481061e-06 1.0204935532792443e-06
38 5.367487531482771e-06 4.4728037350267835e-06 9.983622634344492e-07
39 5.275999348098449e-06 4.489755754067772e-06 1.0390463845875893e-06
40 4.954838756700311e-06 4.199319889694329e-06 1.0089889698751526e-06
41 4.737917648485369e-06 3.885143148709362e-06 1.0128147309304673e-06
42 4.664339561716837e-06 3.918410526293987e-06 9.87577450175876e-07
43 4.600968265461703e-06 3.744740800015706e-06 1.014546117175623e-06
44 4.720445490406688e-06 3.90254547260345e-06 1.0257050679174898e-06
45 4.491281134573508e-06 3.7338327551195833e-06 1.0102032081641254e-06
46 4.0799511771528625e-06 3.2380918993790743e-06 1.0004047829106982e-06
47 4.412029198044904e-06 3.558139623956365e-06 1.0281897170146624e-06
48 4.420120315289943e-06 3.567986326341507e-06 1.0166269940999001e-06
49 4.3856657872341155e-06 3.533832586982996e-06 1.023316461237839e-06
50 4.316295719151579e-06 3.445463497626085e-06 1.0187382377863553e-06
51 4.0531256296190175e-06 3.2557665150504226e-06 1.0425994906946964e-06
52 4.028850107206835e-06 3.181754058534752e-06 1.02770460923017e-06
53 4.135545848900962e-06 3.237099033954799e-06 1.0367078311127904e-06
54 4.119464495474995e-06 3.252969708493492e-06 1.0335290781403501e-06
55 4.092122492967863e-06 3.200151633777748e-06 1.0594509040420268e-06
56 3.9601780586032675e-06 3.0204794880697407e-06 1.050330889371632e-06
57 4.124660708290854e-06 3.2472996819177626e-06 1.0425054785562308e-06
58 3.8340654787969654e-06 2.935010795879728e-06 1.0316862223371454e-06
59 4.045905048769332e-06 3.1037680725141215e-06 1.0460069970692406e-06
60 3.959912141831017e-06 3.0685256391444203e-06 1.0443056831499647e-06
61 3.9074033042912635e-06 3.0159389494227554e-06 1.067557749868887e-06
62 3.824088293296496e-06 2.890603131041117e-06 1.0653202975862671e-06
63 4.003705087244348e-06 3.0750394575159312e-06 1.0571150254568597e-06
64 3.864366254283742e-06 2.9401172148358263e-06 1.061081128672652e-06
65 3.861421300695081e-06 2.903611476076721e-06 1.0568927340583742e-06
66 3.873250606634049e-06 2.979899258679598e-06 1.0436678685111244e-06
67 3.8097584698694145e-06 2.8871663495831753e-06 1.0592093076153173e-06
68 3.7734739678196785e-06 2.8449781926385976e-06 1.0676920028771614e-06
69 3.782001408294492e-06 2.8354218612876155e-06 1.0929623338240546e-06
70 3.7657173284005347e-06 2.825291612426115e-06 1.0757041058916276e-06
71 3.89811076024179e-06 2.9289958339547745e-06 1.08676714731606e-06
72 3.839733265296602e-06 2.8520822505263865e-06 1.1025256145296613e-06
