# Fiducial parameters, omega_b = 0.022383, omega_cdm = 0.12011, n_s = 0.96605, A_s = 2.1005e-09, 100*theta_s = 1.0417, tau_reio = 0.0543, H0 = 0, z_reio = 0, Omega_Lambda = 0
    2  1063.2195  0.03239525  2.7469785  4.8243216e-07  0.0031049567  
    3  503.78966  0.02081694  1.5423249  2.1803472e-07  0.001557834  
    4  286.38002  0.010837084  0.86521841  1.277204e-07  0.00091411448  
    5  182.97487  0.0048409925  0.4911503  8.5379935e-08  0.00058973895  
    6  126.81206  0.0019435975  0.28249398  6.12679e-08  0.00040566893  
    7  93.222102  0.00079371016  0.16631618  4.6451865e-08  0.00029239814  
    8  71.659729  0.00040196281  0.10211047  3.6415003e-08  0.00021847766  
    9  57.022343  0.00026093841  0.06708574  2.9443841e-08  0.00016807049  
   10  46.615044  0.00018504669  0.048263469  2.4269048e-08  0.00013243123  
   11  38.967021  0.00013183421  0.038193092  2.0173331e-08  0.00010690336  
   12  33.161979  9.9026796e-05  0.032645947  1.7120028e-08  8.7017916e-05  
   13  28.64927  8.2241341e-05  0.029325429  1.4716311e-08  7.2058398e-05  
   14  25.066246  7.4745438e-05  0.027051848  1.2799206e-08  6.0170094e-05  
   15  22.175582  7.0875195e-05  0.025260752  1.1250104e-08  5.0850924e-05  
   16  19.799982  6.9306276e-05  0.02372285  9.9823628e-09  4.3371471e-05  
   17  17.827396  6.9603427e-05  0.022363283  8.9312602e-09  3.7276205e-05  
   18  16.164176  7.2434005e-05  0.021173003  8.0470057e-09  3.2270744e-05  
   19  14.750068  7.6638346e-05  0.020147154  7.2942884e-09  2.8149652e-05  
   20  13.536622  8.2297061e-05  0.019274399  6.6414503e-09  2.4696031e-05  
   21  12.48778  8.8289291e-05  0.018524619  6.0681257e-09  2.1780757e-05  
   22  11.572813  9.4649919e-05  0.017861468  5.5608824e-09  1.9287263e-05  
   23  10.769926  0.00010101728  0.017242491  5.1111341e-09  1.7153869e-05  
   24  10.060689  0.000107815  0.016629362  4.7105953e-09  1.5324337e-05  
   25  9.4312107  0.00011436211  0.016006405  4.3530666e-09  1.3752341e-05  
   26  8.8692986  0.00012102421  0.015365942  4.0327584e-09  1.2389084e-05  
   27  8.3650083  0.00012773275  0.014709669  3.7453354e-09  1.1198892e-05  
   28  7.9096737  0.00013455447  0.014042749  3.4863147e-09  1.0148732e-05  
   29  7.4974909  0.00014140956  0.013374867  3.2529544e-09  9.2236399e-06  
   30  7.1233713  0.00014857474  0.012716835  3.0422311e-09  8.410022e-06  
   31  6.7824856  0.00015584264  0.012076944  2.8511266e-09  7.6913341e-06  
   32  6.4710402  0.00016319405  0.011453398  2.6775942e-09  7.0541636e-06  
   33  6.1855007  0.00017060883  0.010841883  2.5195995e-09  6.4834535e-06  
   34  5.9225784  0.00017806822  0.010238455  2.375322e-09  5.9642932e-06  
   35  5.6799695  0.00018556103  0.0096406683  2.2431853e-09  5.4933596e-06  
   36  5.455616  0.00019307758  0.0090464484  2.1219492e-09  5.0697337e-06  
   37  5.2475735  0.00020060876  0.0084543363  2.010194e-09  4.6912577e-06  
   38  5.0543522  0.00020814816  0.0078653269  1.9069857e-09  4.3535435e-06  
   39  4.8745758  0.00021568966  0.0072810294  1.8115335e-09  4.0507831e-06  
   40  4.706868  0.00022322725  0.0067030525  1.7229914e-09  3.7760407e-06  
   41  4.5499551  0.00023075443  0.0061327836  1.6403528e-09  3.5226765e-06  
   42  4.4029731  0.00023826273  0.0055707238  1.5632351e-09  3.2888936e-06  
   43  4.2651607  0.00024574321  0.0050171528  1.4912641e-09  3.0739467e-06  
   44  4.1357565  0.00025318694  0.0044723503  1.4239643e-09  2.8767858e-06  
   45  4.0140355  0.00026058612  0.0039364551  1.3608819e-09  2.6961432e-06  
   46  3.8994188  0.00026793762  0.0034090435  1.3017639e-09  2.530806e-06  
   47  3.7913639  0.00027523918  0.0028895513  1.2463322e-09  2.3793847e-06  
   48  3.6893282  0.0002824889  0.0023774139  1.1943604e-09  2.2402313e-06  
   49  3.5927692  0.00028968451  0.001872067  1.1455223e-09  2.1114386e-06  
   50  3.5011915  0.00029682311  0.0013730353  1.0995159e-09  1.9911944e-06  
   51  3.4142872  0.00030389736  0.00088019997  1.0561104e-09  1.8788982e-06  
   52  3.3317957  0.00031089902  0.00039353113  1.0152252e-09  1.7741979e-06  
   53  3.2534561  0.00031781982  -8.700098e-05  9.7662064e-10  1.6766511e-06  
   54  3.1790076  0.00032465152  -0.00056142615  9.4017351e-10  1.5857243e-06  
   55  3.108198  0.00033138703  -0.0010297333  9.0565036e-10  1.5008713e-06  
   56  3.0408078  0.00033802323  -0.0014917479  8.7296323e-10  1.4217771e-06  
   57  2.9766263  0.00034455848  -0.0019472544  8.4197987e-10  1.3481443e-06  
   58  2.9154425  0.00035099075  -0.0023960376  8.1263727e-10  1.2796188e-06  
   59  2.8570456  0.00035731838  -0.0028378819  7.8480267e-10  1.215789e-06  
   60  2.8012247  0.00036353945  -0.0032725719  7.5833275e-10  1.1561863e-06  
   61  2.7477862  0.00036965127  -0.0036999171  7.3312259e-10  1.1003547e-06  
   62  2.6966053  0.00037564716  -0.0041198266  7.0909186e-10  1.0480679e-06  
   63  2.6475746  0.00038151981  -0.0045322343  6.8619074e-10  9.9913724e-07  
   64  2.6005868  0.0003872619  -0.0049370743  6.6436472e-10  9.5334388e-07  
   65  2.5555344  0.00039286592  -0.0053342805  6.435831e-10  9.1043906e-07  
   66  2.5123099  0.00039832445  -0.0057237868  6.2373432e-10  8.7014401e-07  
