2 1.1028e-04 1.3309e-05 2.0448e-07 7.0000e-01
3 1.1028e-04 1.5939e-05 1.8920e-07 7.0000e-01
4 1.1028e-04 1.1662e-05 1.8334e-07 7.0000e-01
5 1.1028e-04 1.2466e-05 1.8099e-07 7.0000e-01
6 1.1028e-04 1.0443e-05 1.7933e-07 7.0000e-01
7 1.1028e-04 9.8983e-06 1.7867e-07 7.0000e-01
8 1.1029e-04 9.1409e-06 1.7795e-07 7.0000e-01
9 1.1029e-04 8.4971e-06 1.7776e-07 7.0000e-01
10 1.1029e-04 8.4303e-06 1.7739e-07 7.0000e-01
11 1.1029e-04 7.7068e-06 1.7666e-07 7.0000e-01
12 1.1029e-04 7.3498e-06 1.7581e-07 7.0000e-01
13 1.1030e-04 6.8513e-06 1.7506e-07 7.0000e-01
14 1.1030e-04 6.6719e-06 1.7458e-07 7.0000e-01
15 1.1030e-04 6.3965e-06 1.7443e-07 7.0000e-01
16 1.1031e-04 6.3308e-06 1.7463e-07 7.0000e-01
17 1.1031e-04 5.8686e-06 1.7515e-07 7.0000e-01
18 1.1031e-04 5.6279e-06 1.7591e-07 7.0000e-01
19 1.1032e-04 5.0965e-06 1.7678e-07 7.0000e-01
20 1.1032e-04 5.0781e-06 1.7760e-07 7.0000e-01
21 1.1033e-04 4.8434e-06 1.7823e-07 7.0000e-01
22 1.1033e-04 4.6962e-06 1.7866e-07 7.0000e-01
23 1.1034e-04 4.3847e-06 1.7895e-07 7.0000e-01
24 1.1034e-04 4.4049e-06 1.7912e-07 7.0000e-01
25 1.1035e-04 4.1573e-06 1.7921e-07 7.0000e-01
26 1.1035e-04 4.0600e-06 1.7925e-07 7.0000e-01
27 1.1036e-04 3.9721e-06 1.7926e-07 7.0000e-01
28 1.1037e-04 3.8761e-06 1.7927e-07 7.0000e-01
29 1.1037e-04 3.6851e-06 1.7929e-07 7.0000e-01
30 1.1038e-04 3.6881e-06 1.7934e-07 7.0000e-01
31 1.1039e-04 3.6913e-06 1.7942e-07 7.0000e-01
32 1.1039e-04 3.6945e-06 1.7956e-07 7.0000e-01
33 1.1040e-04 3.6979e-06 1.7973e-07 7.0000e-01
34 1.1041e-04 3.7013e-06 1.7996e-07 7.0000e-01
35 1.1041e-04 3.7049e-06 1.8022e-07 7.0000e-01
36 1.1042e-04 3.7086e-06 1.8053e-07 7.0000e-01
37 1.1043e-04 3.7123e-06 1.8087e-07 7.0000e-01
38 1.1044e-04 3.7162e-06 1.8123e-07 7.0000e-01
39 1.1045e-04 3.7202e-06 1.8160e-07 7.0000e-01
40 1.1046e-04 3.7243e-06 1.8197e-07 7.0000e-01
41 1.1046e-04 3.7285e-06 1.8232e-07 7.0000e-01
42 1.1047e-04 3.7328e-06 1.8267e-07 7.0000e-01
43 1.1048e-04 3.7372e-06 1.8301e-07 7.0000e-01
44 1.1049e-04 3.7417e-06 1.8334e-07 7.0000e-01
45 1.1050e-04 3.7463e-06 1.8368e-07 7.0000e-01
46 1.1051e-04 3.7511e-06 1.8401e-07 7.0000e-01
47 1.1052e-04 3.7559e-06 1.8436e-07 7.0000e-01
48 1.1053e-04 3.7609e-06 1.8471e-07 7.0000e-01
49 1.1054e-04 3.7659e-06 1.8507e-07 7.0000e-01
50 1.1055e-04 3.7711e-06 1.8544e-07 7.0000e-01
51 1.1057e-04 3.7764e-06 1.8582e-07 7.0000e-01
52 1.1058e-04 3.7818e-06 1.8621e-07 7.0000e-01
53 1.1059e-04 3.7873e-06 1.8661e-07 7.0000e-01
54 1.1060e-04 3.7929e-06 1.8703e-07 7.0000e-01
55 1.1061e-04 3.7987e-06 1.8746e-07 7.0000e-01
56 1.1062e-04 3.8045e-06 1.8790e-07 7.0000e-01
57 1.1064e-04 3.8105e-06 1.8835e-07 7.0000e-01
58 1.1065e-04 3.8165e-06 1.8881e-07 7.0000e-01
59 1.1066e-04 3.8227e-06 1.8928e-07 7.0000e-01
60 1.1067e-04 3.8290e-06 1.8976e-07 7.0000e-01
61 1.1069e-04 3.8355e-06 1.9024e-07 7.0000e-01
62 1.1070e-04 3.8420e-06 1.9073e-07 7.0000e-01
63 1.1072e-04 3.8486e-06 1.9123e-07 7.0000e-01
64 1.1073e-04 3.8554e-06 1.9174e-07 7.0000e-01
65 1.1074e-04 3.8623e-06 1.9225e-07 7.0000e-01
66 1.1076e-04 3.8693e-06 1.9278e-07 7.0000e-01
67 1.1077e-04 3.8764e-06 1.9331e-07 7.0000e-01
68 1.1079e-04 3.8837e-06 1.9385e-07 7.0000e-01
69 1.1080e-04 3.8911e-06 1.9441e-07 7.0000e-01
70 1.1082e-04 3.8985e-06 1.9497e-07 7.0000e-01
71 1.1083e-04 3.9062e-06 1.9554e-07 7.0000e-01
72 1.1085e-04 3.9139e-06 1.9612e-07 7.0000e-01
73 1.1086e-04 3.9217e-06 1.9671e-07 7.0000e-01
74 1.1088e-04 3.9297e-06 1.9731e-07 7.0000e-01
75 1.1090e-04 3.9378e-06 1.9792e-07 7.0000e-01
76 1.1091e-04 3.9461e-06 1.9854e-07 7.0000e-01
77 1.1093e-04 3.9544e-06 1.9917e-07 7.0000e-01
78 1.1095e-04 3.9629e-06 1.9981e-07 7.0000e-01
79 1.1096e-04 3.9715e-06 2.0046e-07 7.0000e-01
80 1.1098e-04 3.9802e-06 2.0112e-07 7.0000e-01
