103 1.1144e-04 4.2184e-06 2.1916e-07 1.6394e+00 -1.4783e-02 8.4408e-04 1.2855e-10 1.3591e-14 5.7000e-01
104 1.1147e-04 4.2305e-06 2.2007e-07 1.6265e+00 -1.4884e-02 8.4320e-04 1.2663e-10 1.3193e-14 5.7000e-01
105 1.1149e-04 4.2427e-06 2.2100e-07 1.6138e+00 -1.4978e-02 8.4216e-04 1.2476e-10 1.2810e-14 5.7000e-01
106 1.1151e-04 4.2551e-06 2.2193e-07 1.6015e+00 -1.5064e-02 8.4095e-04 1.2295e-10 1.2440e-14 5.7000e-01
107 1.1154e-04 4.2676e-06 2.2288e-07 1.5894e+00 -1.5144e-02 8.3958e-04 1.2119e-10 1.2085e-14 5.7000e-01
108 1.1156e-04 4.2803e-06 2.2385e-07 1.5775e+00 -1.5216e-02 8.3806e-04 1.1948e-10 1.1743e-14 5.7000e-01
109 1.1158e-04 4.2931e-06 2.2482e-07 1.5660e+00 -1.5282e-02 8.3638e-04 1.1781e-10 1.1414e-14 5.7000e-01
110 1.1161e-04 4.3061e-06 2.2581e-07 1.5546e+00 -1.5341e-02 8.3454e-04 1.1620e-10 1.1097e-14 5.7000e-01
111 1.1163e-04 4.3193e-06 2.2681e-07 1.5435e+00 -1.5392e-02 8.3256e-04 1.1463e-10 1.0792e-14 5.7000e-01
112 1.1166e-04 4.3326e-06 2.2782e-07 1.5326e+00 -1.5437e-02 8.3043e-04 1.1310e-10 1.0498e-14 5.7000e-01
113 1.1168e-04 4.3460e-06 2.2885e-07 1.5220e+00 -1.5476e-02 8.2815e-04 1.1162e-10 1.0215e-14 5.7000e-01
114 1.1171e-04 4.3597e-06 2.2989e-07 1.5115e+00 -1.5508e-02 8.2573e-04 1.1018e-10 9.9419e-15 5.7000e-01
115 1.1173e-04 4.3735e-06 2.3094e-07 1.5013e+00 -1.5533e-02 8.2317e-04 1.0877e-10 9.6781e-15 5.7000e-01
116 1.1176e-04 4.3874e-06 2.3200e-07 1.4912e+00 -1.5551e-02 8.2047e-04 1.0741e-10 9.4229e-15 5.7000e-01
117 1.1178e-04 4.4015e-06 2.3308e-07 1.4813e+00 -1.5563e-02 8.1764e-04 1.0608e-10 9.1761e-15 5.7000e-01
118 1.1181e-04 4.4158e-06 2.3417e-07 1.4715e+00 -1.5569e-02 8.1467e-04 1.0478e-10 8.9374e-15 5.7000e-01
119 1.1183e-04 4.4303e-06 2.3528e-07 1.4619e+00 -1.5569e-02 8.1157e-04 1.0352e-10 8.7067e-15 5.7000e-01
