# # model B with unkown parameters (blind test) plus noise, in format of MP fiducial files
2 1.06669246e+03 3.21797135e-02 2.77829688e+00 1.55737564e-06 3.12108289e-03
3 5.04897695e+02 2.13609471e-02 1.58741005e+00 6.99138347e-07 1.56785444e-03
4 2.86650757e+02 1.19950070e-02 9.14267877e-01 4.02416764e-07 9.19461419e-04
5 1.82861872e+02 6.08400986e-03 5.36651248e-01 2.66064115e-07 5.93088777e-04
6 1.26492295e+02 2.87887199e-03 3.21259259e-01 1.88164377e-07 4.08154415e-04
7 9.28184742e+01 1.32224626e-03 1.97521228e-01 1.41348772e-07 2.94478518e-04
8 7.12104120e+01 6.25295354e-04 1.26103108e-01 1.09542798e-07 2.20277549e-04
9 5.65515098e+01 3.29813874e-04 8.47754968e-02 8.79266720e-08 1.69507888e-04
10 4.61526299e+01 2.05659644e-04 6.07687662e-02 7.18209215e-08 1.33475251e-04
11 3.85160242e+01 1.48423855e-04 4.66785564e-02 5.94268741e-08 1.07685806e-04
12 3.27408548e+01 1.17750924e-04 3.82008726e-02 5.00243894e-08 8.76736036e-05
13 2.82596790e+01 9.82622242e-05 3.28741158e-02 4.27011669e-08 7.25283650e-05
14 2.47014667e+01 8.55439660e-05 2.93366758e-02 3.69222886e-08 6.05000422e-05
15 2.18352447e+01 7.75265184e-05 2.68355815e-02 3.23057143e-08 5.10899660e-05
16 1.94918824e+01 7.36595596e-05 2.49490480e-02 2.85694126e-08 4.36017034e-05
17 1.75410016e+01 7.25547845e-05 2.34417372e-02 2.54986962e-08 3.75329081e-05
18 1.59001511e+01 7.40476635e-05 2.21767017e-02 2.29374120e-08 3.24988470e-05
19 1.45087074e+01 7.69399413e-05 2.10752986e-02 2.07657914e-08 2.83205237e-05
20 1.33136811e+01 8.14369773e-05 2.00782877e-02 1.88860883e-08 2.48369362e-05
21 1.22807133e+01 8.64598139e-05 1.91600516e-02 1.72331099e-08 2.19177248e-05
22 1.13814428e+01 9.20583069e-05 1.83036043e-02 1.57696905e-08 1.94274503e-05
23 1.05928682e+01 9.78608841e-05 1.74928611e-02 1.44706124e-08 1.72878067e-05
24 9.89518163e+00 1.04287224e-04 1.67147916e-02 1.33126618e-08 1.54319416e-05
25 9.27598855e+00 1.10701140e-04 1.59676812e-02 1.22796504e-08 1.38320780e-05
26 8.72469384e+00 1.17488193e-04 1.52514857e-02 1.13544145e-08 1.24609943e-05
27 8.23048656e+00 1.24451918e-04 1.45615294e-02 1.05256035e-08 1.12736754e-05
28 7.78356233e+00 1.31520815e-04 1.38924805e-02 9.78137378e-09 1.02213818e-05
29 7.37835860e+00 1.38662383e-04 1.32410150e-02 9.11249175e-09 9.28851300e-06
30 7.01037330e+00 1.45995648e-04 1.26043108e-02 8.50931186e-09 8.46533519e-06
31 6.67524980e+00 1.53384282e-04 1.19795206e-02 7.96559260e-09 7.73890714e-06
32 6.36921321e+00 1.60816460e-04 1.13636956e-02 7.47421321e-09 7.09644445e-06
33 6.08863408e+00 1.68281903e-04 1.07538617e-02 7.02844154e-09 6.52267779e-06
34 5.83018270e+00 1.75771087e-04 1.01478758e-02 6.62274672e-09 6.00229309e-06
35 5.59172828e+00 1.83279494e-04 9.54691903e-03 6.25322737e-09 5.53094713e-06
36 5.37143977e+00 1.90803462e-04 8.95300375e-03 5.91493276e-09 5.10642602e-06
37 5.16752964e+00 1.98338786e-04 8.36762357e-03 5.60389005e-09 4.72549395e-06
38 4.97838446e+00 2.05877997e-04 7.79019754e-03 5.31786066e-09 4.38408425e-06
39 4.80243431e+00 2.13413288e-04 7.21962602e-03 5.05322249e-09 4.07714330e-06
40 4.63810928e+00 2.20936549e-04 6.65480941e-03 4.80822434e-09 3.79857423e-06
41 4.48400534e+00 2.28440514e-04 6.09496606e-03 4.57971853e-09 3.54244651e-06
42 4.33938194e+00 2.35920176e-04 5.54058632e-03 4.36664301e-09 3.30685752e-06
43 4.20366443e+00 2.43371673e-04 4.99247851e-03 4.16803359e-09 3.09071224e-06
44 4.07627813e+00 2.50790541e-04 4.45145096e-03 3.98258424e-09 2.89257203e-06
45 3.95664289e+00 2.58172690e-04 3.91809970e-03 3.80876743e-09 2.71083434e-06
46 3.84415656e+00 2.65513323e-04 3.39217164e-03 3.64626333e-09 2.54430327e-06
47 3.73821151e+00 2.72807420e-04 2.87320142e-03 3.49391905e-09 2.39170587e-06
48 3.63820009e+00 2.80050159e-04 2.36072365e-03 3.35119305e-09 2.25152041e-06
49 3.54351465e+00 2.87236517e-04 1.85427297e-03 3.21725730e-09 2.12197633e-06
50 3.45361154e+00 2.94361128e-04 1.35355656e-03 3.09133337e-09 2.00136845e-06
51 3.36820300e+00 3.01416238e-04 8.58971861e-04 2.97283260e-09 1.88904921e-06
52 3.28706526e+00 3.08393750e-04 3.71088877e-04 2.86123410e-09 1.78457333e-06
53 3.20997455e+00 3.15285465e-04 -1.09522391e-04 2.75603451e-09 1.68739601e-06
54 3.13670709e+00 3.22083185e-04 -5.82291941e-04 2.65695232e-09 1.59687302e-06
55 3.06704042e+00 3.28779592e-04 -1.04679995e-03 2.56329644e-09 1.51235764e-06
56 3.00075741e+00 3.35371597e-04 -1.50322734e-03 2.47470824e-09 1.43350580e-06
57 2.93764222e+00 3.41856690e-04 -1.95190518e-03 2.39086643e-09 1.36000939e-06
58 2.87747901e+00 3.48232663e-04 -2.39316459e-03 2.31145984e-09 1.29150285e-06
59 2.82005197e+00 3.54497206e-04 -2.82733664e-03 2.23618361e-09 1.22756305e-06
60 2.76514527e+00 3.60648011e-04 -3.25475243e-03 2.16456410e-09 1.16770938e-06
61 2.71256219e+00 3.66682520e-04 -3.67565569e-03 2.09649945e-09 1.11147978e-06
62 2.66218251e+00 3.72596482e-04 -4.08994069e-03 2.03177614e-09 1.05866887e-06
63 2.61390514e+00 3.78385699e-04 -4.49741434e-03 1.97020540e-09 1.00911702e-06
64 2.56762897e+00 3.84045671e-04 -4.89788355e-03 1.91145361e-09 9.62636809e-07
65 2.52325289e+00 3.89571999e-04 -5.29115522e-03 1.85550276e-09 9.19012966e-07
66 2.48067581e+00 3.94960285e-04 -5.67703627e-03 1.80217674e-09 8.78002409e-07
67 2.43979662e+00 4.00206228e-04 -6.05533359e-03 1.75116268e-09 8.39334232e-07
68 2.40051942e+00 4.05305902e-04 -6.42588624e-03 1.70257540e-09 8.02753331e-07
