# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 6000, i.e. number of multipoles equal to 5999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   52       1.948225427403e-10       1.795603348211e-14       2.196168483803e-14       1.152494250324e-16       4.804778270161e-11       5.464679333473e-12      -8.266810412364e-15 
   53       1.975450990233e-10       1.906522899266e-14      -6.492451557741e-15       1.197440423549e-16       4.608022061141e-11       5.263579064909e-12      -8.115507746302e-15 
   54       2.002956664020e-10       2.021320952392e-14      -3.667003601360e-14       1.243247149664e-16       4.421868297142e-11       5.072227732165e-12      -8.025237668027e-15 
   55       2.030768144402e-10       2.139968232257e-14      -6.854037486551e-14       1.289911697357e-16       4.244984019336e-11       4.890006697878e-12      -8.108469124987e-15 
   56       2.058901788357e-10       2.262465806403e-14      -1.021202991590e-13       1.337432358930e-16       4.077160359424e-11       4.716886597257e-12      -8.361344137374e-15 
   57       2.087362288756e-10       2.388820643923e-14      -1.374408830052e-13       1.385807640927e-16       3.918303934966e-11       4.552804026855e-12      -8.743153680647e-15 
   58       2.116141218370e-10       2.519036560859e-14      -1.745352439790e-13       1.435035965142e-16       3.768053374053e-11       4.397420196199e-12      -9.205505839823e-15 
   59       2.145216084219e-10       2.653114196934e-14      -2.134387177589e-13       1.485115669185e-16       3.625762763711e-11       4.250103775011e-12      -9.691965514587e-15 
   60       2.174549381912e-10       2.791050992282e-14      -2.541890327670e-13       1.536045007054e-16       3.490485098308e-11       4.109913740424e-12      -1.013769412440e-14 
   61       2.204103635631e-10       2.932832002868e-14      -2.968153758320e-13       1.587822526505e-16       3.361235269591e-11       3.975864818105e-12      -1.048371710635e-14 
   62       2.233892602344e-10       3.078399990294e-14      -3.413023260694e-13       1.640448298852e-16       3.237885462371e-11       3.847832234162e-12      -1.072428379643e-14 
   63       2.263939935151e-10       3.227678546484e-14      -3.876180986331e-13       1.693922967475e-16       3.120442283572e-11       3.725820530820e-12      -1.086954701121e-14 
   64       2.294263782075e-10       3.380580354845e-14      -4.357247650191e-13       1.748247407656e-16       3.008777425771e-11       3.609690868646e-12      -1.093197508204e-14 
   65       2.324876347622e-10       3.537006876315e-14      -4.855780752262e-13       1.803422739107e-16       2.902619985251e-11       3.499152840261e-12      -1.092645568901e-14 
   66       2.355783454336e-10       3.696848035419e-14      -5.371272799161e-13       1.859450338494e-16       2.801548780048e-11       3.393756284050e-12      -1.087039969485e-14 
   67       2.386984104356e-10       3.859981906315e-14      -5.903149525742e-13       1.916331851961e-16       2.704984668001e-11       3.292883097867e-12      -1.078384497883e-14 
   68       2.418475390085e-10       4.026286687373e-14      -6.450875744648e-13       1.974069082988e-16       2.612345237917e-11       3.195914036266e-12      -1.068529206207e-14 
   69       2.450269361714e-10       4.195680144239e-14      -7.014301775982e-13       2.032663601563e-16       2.523562452383e-11       3.102786647343e-12      -1.057799903117e-14 
   70       2.482378805565e-10       4.368087631701e-14      -7.593384341147e-13       2.092117077957e-16       2.438656574748e-11       3.013536201816e-12      -1.046108337772e-14 
   71       2.514811901154e-10       4.543430512640e-14      -8.188086102553e-13       2.152431409554e-16       2.357579610555e-11       2.928127067883e-12      -1.033353926649e-14 
   72       2.547571919554e-10       4.721626158365e-14      -8.798376637862e-13       2.213608730189e-16       2.280211778351e-11       2.846449000208e-12      -1.019423220799e-14 
   73       2.580656921752e-10       4.902587948944e-14      -9.424233414219e-13       2.275651419485e-16       2.206357980509e-11       2.768313428919e-12      -1.004189373102e-14 
   74       2.614059457018e-10       5.086225273544e-14      -1.006564276250e-12       2.338562112190e-16       2.135744274038e-11       2.693449748594e-12      -9.875116055246e-15 
