# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   52       1.946051649983e-10       1.792812622768e-14       2.184060501885e-14       1.068842953640e-16       4.816027830421e-11       5.478035937692e-12      -8.229271884454e-15 
   53       1.973237408046e-10       1.903630556879e-14      -6.551210361679e-15       1.110610075155e-16       4.618498671804e-11       5.276616572263e-12      -8.090389094900e-15 
   54       2.000703190274e-10       2.018302135632e-14      -3.666942768507e-14       1.153172227036e-16       4.431617397919e-11       5.084943006140e-12      -8.005238897249e-15 
   55       2.028475296016e-10       2.136786239668e-14      -6.849176583335e-14       1.196524762468e-16       4.254045577589e-11       4.902318495446e-12      -8.083648014409e-15 
   56       2.056570077442e-10       2.259085130388e-14      -1.020343161169e-13       1.240665101340e-16       4.085573270209e-11       4.728716051947e-12      -8.323294330915e-15 
   57       2.084992040456e-10       2.385211286043e-14      -1.373244722630e-13       1.285591171719e-16       3.926106490933e-11       4.564099446669e-12      -8.686499924614e-15 
   58       2.113732545844e-10       2.515175154491e-14      -1.743910088275e-13       1.331300835226e-16       3.775282242866e-11       4.408161385465e-12      -9.128421825500e-15 
   59       2.142768862726e-10       2.648985183142e-14      -2.132642249851e-13       1.377791889924e-16       3.632451903793e-11       4.260306546388e-12      -9.596715353534e-15 
   60       2.172063222015e-10       2.786647848901e-14      -2.539760883204e-13       1.425062073201e-16       3.496664612912e-11       4.119634617053e-12      -1.003119745646e-14 
   61       2.201577911480e-10       2.928156768477e-14      -2.965507336695e-13       1.473109685883e-16       3.366931269426e-11       3.985195482812e-12      -1.037694520258e-14 
   62       2.231326661672e-10       3.073457105286e-14      -3.409731422404e-13       1.521935621774e-16       3.243123357936e-11       3.856860100351e-12      -1.062778855840e-14 
   63       2.261333166955e-10       3.222473190070e-14      -3.872136553495e-13       1.571541800861e-16       3.125247311682e-11       3.734615890139e-12      -1.079202704737e-14 
   64       2.291615632798e-10       3.375118425277e-14      -4.352368399794e-13       1.621930610422e-16       3.013174146617e-11       3.618303672327e-12      -1.087994389940e-14 
   65       2.322186338219e-10       3.531294968534e-14      -4.850013265425e-13       1.673104927624e-16       2.906631751747e-11       3.507609339254e-12      -1.090389567602e-14 
   66       2.353051198230e-10       3.690893416114e-14      -5.364596466448e-13       1.725068142114e-16       2.805197179460e-11       3.402055527954e-12      -1.087840189552e-14 
   67       2.384209326280e-10       3.853792486408e-14      -5.895580708498e-13       1.777824178620e-16       2.708288935863e-11       3.300993292666e-12      -1.082023465803e-14 
   68       2.415657920000e-10       4.019870560090e-14      -6.442463675035e-13       1.831377105579e-16       2.615322253836e-11       3.203776255678e-12      -1.074493822751e-14 
   69       2.447409046087e-10       4.189043723482e-14      -7.005097380505e-13       1.885729818469e-16       2.526228680398e-11       3.110342650941e-12      -1.065536851705e-14 
   70       2.479475486060e-10       4.361234900569e-14      -7.583430909374e-13       1.940885129052e-16       2.441028405173e-11       3.020736799825e-12      -1.055098173842e-14 
