# # model A with unkown parameters (blind test) plus noise, in format of MP fiducial files
2 1.06993170e+03 3.62635868e-02 2.89315424e+00 1.55732055e-06 3.12520465e-03
3 5.06235833e+02 2.48315697e-02 1.66759885e+00 6.99198632e-07 1.57153577e-03
4 2.87258543e+02 1.38299148e-02 9.56273421e-01 4.02460755e-07 9.22472706e-04
5 1.83176540e+02 6.62979559e-03 5.53944656e-01 2.66101381e-07 5.95204947e-04
6 1.26702417e+02 2.82112144e-03 3.24280315e-01 1.88194292e-07 4.09398557e-04
7 9.29982242e+01 1.15576117e-03 1.93125094e-01 1.41372649e-07 2.95071720e-04
8 7.13882326e+01 5.44571725e-04 1.18600711e-01 1.09565218e-07 2.20483733e-04
9 5.67371784e+01 3.35975164e-04 7.67775188e-02 8.79502217e-08 1.69547747e-04
10 4.63426985e+01 2.41843750e-04 5.37074707e-02 7.18441785e-08 1.33488191e-04
11 3.87067579e+01 1.75546279e-04 4.11538513e-02 5.94269065e-08 1.07593585e-04
12 3.29276631e+01 1.28135499e-04 3.42877991e-02 5.00244188e-08 8.76670800e-05
13 2.84382235e+01 1.00081681e-04 3.03301647e-02 4.27011944e-08 7.25950145e-05
14 2.48702121e+01 8.68885323e-05 2.77682958e-02 3.69223148e-08 6.06106771e-05
15 2.19931514e+01 8.07396319e-05 2.58563666e-02 3.23057390e-08 5.12121049e-05
16 1.96378775e+01 7.73214199e-05 2.42372668e-02 2.85694360e-08 4.37101995e-05
17 1.76759631e+01 7.50586348e-05 2.27698050e-02 2.54987181e-08 3.76141723e-05
18 1.60246566e+01 7.52564451e-05 2.14436192e-02 2.29374259e-08 3.25507299e-05
19 1.46232104e+01 7.74303132e-05 2.02700192e-02 2.07658108e-08 2.83473228e-05
20 1.34187472e+01 8.20598575e-05 1.92553172e-02 1.88861088e-08 2.48472875e-05
21 1.23769820e+01 8.76482158e-05 1.83886577e-02 1.72331270e-08 2.19201900e-05
22 1.14695895e+01 9.37638680e-05 1.76493695e-02 1.57697059e-08 1.94288816e-05
23 1.06734911e+01 9.99921413e-05 1.69946882e-02 1.44706276e-08 1.72928113e-05
24 9.96880263e+00 1.06787470e-04 1.63812012e-02 1.33126764e-08 1.54425239e-05
25 9.34316986e+00 1.13421571e-04 1.57849972e-02 1.22796640e-08 1.38479177e-05
26 8.78605238e+00 1.20187436e-04 1.51881995e-02 1.13544273e-08 1.24797545e-05
27 8.28663466e+00 1.26920996e-04 1.45775679e-02 1.05256157e-08 1.12927804e-05
28 7.83508512e+00 1.33617721e-04 1.39447359e-02 9.78138547e-09 1.02386367e-05
29 7.42578309e+00 1.40325422e-04 1.32961946e-02 9.11250283e-09 9.30250508e-06
30 7.05416057e+00 1.47246770e-04 1.26421498e-02 8.50932234e-09 8.47565006e-06
31 6.71579206e+00 1.54311832e-04 1.19919957e-02 7.96560255e-09 7.74609136e-06
32 6.40682194e+00 1.61506167e-04 1.13518807e-02 7.47422269e-09 7.10136713e-06
