3  42.5254	2.103652e+00	7.969860e+00	7.532659e-01	1.440930e+01	1.846419e-01	1.008252e+00	9.402337e-02	6.849021e-01	
4  33.1663	2.123383e+00	8.912919e+00	7.878064e-01	1.348529e+01	1.188747e-01	1.008252e+00	9.004646e-02	6.849021e-01	
12  11.5135	2.119246e+00	7.185920e+00	8.833568e-01	1.411004e+01	5.297290e-02	1.008252e+00	7.753068e-02	6.849021e-01	
4  2.92604	2.188484e+00	7.001232e+00	6.922943e-01	1.365256e+01	5.603994e-02	1.008252e+00	6.713095e-02	6.849021e-01	
1  2.4826	2.198248e+00	7.527026e+00	5.928363e-01	1.335808e+01	4.560790e-02	1.008252e+00	6.600992e-02	6.849021e-01	
4  1.26009	2.186011e+00	7.456516e+00	5.563178e-01	1.216452e+01	5.367030e-02	1.008252e+00	6.271608e-02	6.849021e-01	
1  -0.24046	2.127401e+00	7.325240e+00	5.811011e-01	1.193983e+01	4.958722e-02	1.008252e+00	6.157934e-02	6.849021e-01	
1  0.331102	2.106638e+00	7.914825e+00	5.147304e-01	1.205160e+01	8.252999e-02	1.008252e+00	6.711370e-02	6.849021e-01	
2  1.69026	2.110321e+00	7.743925e+00	6.508914e-01	1.043155e+01	1.335888e-01	1.008252e+00	6.934184e-02	6.849021e-01	
2  -0.921446	2.081071e+00	6.138166e+00	5.398823e-01	8.997606e+00	2.133236e-01	1.008252e+00	6.273505e-02	6.849021e-01	
2  -0.105301	2.114455e+00	7.018778e+00	4.146966e-01	8.352064e+00	2.146139e-01	1.008252e+00	6.336640e-02	6.849021e-01	
7  1.79842	2.102216e+00	6.485642e+00	3.973977e-01	8.574759e+00	1.666119e-01	1.008252e+00	5.769527e-02	6.849021e-01	
10  -0.128704	2.081683e+00	6.310233e+00	3.224372e-01	8.137884e+00	2.353762e-01	1.008252e+00	6.389345e-02	6.849021e-01	
3  -0.538419	2.101039e+00	6.800100e+00	3.404099e-01	7.601765e+00	2.375037e-01	1.008252e+00	6.209538e-02	6.849021e-01	
14  1.23067	2.123584e+00	6.119181e+00	3.703999e-01	6.779949e+00	2.466728e-01	1.008252e+00	5.778173e-02	6.849021e-01	
12  0.15734	2.123015e+00	7.669903e+00	3.678440e-01	7.935442e+00	2.088104e-01	1.008252e+00	6.333894e-02	6.849021e-01	
4  -0.14049	2.122473e+00	8.636878e+00	2.506937e-01	8.928411e+00	1.507286e-01	1.008252e+00	6.504875e-02	6.849021e-01	
4  0.0558515	2.146070e+00	9.250650e+00	2.187917e-01	9.412999e+00	8.834426e-02	1.008252e+00	6.590082e-02	6.849021e-01	
4  -0.0225447	2.165387e+00	9.324737e+00	8.261206e-02	9.196080e+00	1.249047e-01	1.008252e+00	6.250443e-02	6.849021e-01	
8  1.11586	2.153380e+00	1.031021e+01	7.130293e-02	1.006127e+01	1.276634e-01	1.008252e+00	6.730013e-02	6.849021e-01	
