1  21.1795	2.106203e+00	8.493053e+00	6.530688e-01	1.447860e+01	1.009252e-01	1.008252e+00	8.386285e-02	6.849021e-01	
1  15.4241	2.110471e+00	8.553495e+00	5.246066e-01	1.238156e+01	1.673889e-01	1.008252e+00	8.028873e-02	6.849021e-01	
2  11.3326	2.154728e+00	9.925785e+00	3.572040e-01	1.206487e+01	1.117000e-01	1.008252e+00	7.696073e-02	6.849021e-01	
5  8.38261	2.174388e+00	9.979607e+00	4.822197e-01	1.143112e+01	1.248686e-02	1.008252e+00	7.271280e-02	6.849021e-01	
3  2.52163	2.231660e+00	8.150588e+00	4.756694e-01	1.054642e+01	7.201608e-02	1.008252e+00	6.332057e-02	6.849021e-01	
6  2.44214	2.172274e+00	7.185199e+00	6.310660e-01	9.220229e+00	9.121837e-02	1.008252e+00	5.873467e-02	6.849021e-01	
2  2.23133	2.173383e+00	7.268928e+00	6.023593e-01	1.047540e+01	1.397270e-01	1.008252e+00	6.656500e-02	6.849021e-01	
10  0.380225	2.083649e+00	7.654683e+00	8.041746e-01	1.136693e+01	6.072168e-02	1.008252e+00	6.912733e-02	6.849021e-01	
4  -1.02025	2.051014e+00	6.944566e+00	5.223975e-01	1.082322e+01	1.198674e-01	1.008252e+00	6.243111e-02	6.849021e-01	
3  -0.520709	2.071621e+00	6.778527e+00	7.338296e-01	1.050697e+01	8.249188e-02	1.008252e+00	6.079055e-02	6.849021e-01	
2  -2.40365	2.046618e+00	7.904773e+00	6.261327e-01	9.594401e+00	9.290455e-02	1.008252e+00	6.389129e-02	6.849021e-01	
6  -2.15957	2.054560e+00	8.093884e+00	6.058348e-01	9.695233e+00	9.558971e-02	1.008252e+00	6.512381e-02	6.849021e-01	
1  -1.72538	2.016184e+00	7.353430e+00	5.656739e-01	1.016847e+01	1.238726e-01	1.008252e+00	6.403386e-02	6.849021e-01	
1  -3.07078	1.997326e+00	7.801651e+00	6.838074e-01	9.238920e+00	8.954073e-02	1.008252e+00	6.285213e-02	6.849021e-01	
10  -3.01992	1.967194e+00	7.652928e+00	6.873296e-01	9.579702e+00	3.995600e-02	1.008252e+00	5.937939e-02	6.849021e-01	
2  -2.7904	1.958406e+00	8.698872e+00	6.975109e-01	1.075257e+01	3.033848e-02	1.008252e+00	6.870470e-02	6.849021e-01	
4  -1.3061	1.950762e+00	8.161438e+00	5.198034e-01	1.094315e+01	1.119445e-01	1.008252e+00	6.860396e-02	6.849021e-01	
