# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   51       1.913812018647e-10       1.689754479259e-14       4.880678668444e-14       1.027736585071e-16       5.025261716928e-11       5.680727762122e-12      -7.338453736961e-15 
   52       1.940953057299e-10       1.797125864911e-14       2.191214580001e-14       1.068626947902e-16       4.815894062366e-11       5.470763605509e-12      -7.432011110006e-15 
   53       1.968333584965e-10       1.908405060067e-14      -6.715839449133e-15       1.110321404288e-16       4.618368510396e-11       5.271397644174e-12      -7.543436252808e-15 
   54       1.995987839458e-10       2.023569551040e-14      -3.705313744648e-14       1.152818620297e-16       4.431490670410e-11       5.081858316902e-12      -7.651582023024e-15 
   55       2.023940242032e-10       2.142593356662e-14      -6.907838403569e-14       1.196117197668e-16       4.253922145642e-11       4.901215625256e-12      -7.736913525741e-15 
   56       2.052207314377e-10       2.265467993599e-14      -1.028052529700e-13       1.240216062744e-16       4.085453000617e-11       4.729386856809e-12      -7.797886497330e-15 
   57       2.080794558282e-10       2.392186103929e-14      -1.382576991548e-13       1.285114164884e-16       3.925989251226e-11       4.566329836684e-12      -7.838356798890e-15 
   58       2.109694718756e-10       2.522735337243e-14      -1.754608914390e-13       1.330810364512e-16       3.775167906323e-11       4.411733960558e-12      -7.862945993376e-15 
   59       2.138886859192e-10       2.657098251704e-14      -2.144413544912e-13       1.377303432487e-16       3.632340354772e-11       4.265003403732e-12      -7.877076797930e-15 
   60       2.168335436525e-10       2.795252215110e-14      -2.552271106741e-13       1.424592049477e-16       3.496555752500e-11       4.125240330197e-12      -7.887008536205e-15 
