# # model B with unkown parameters (blind test) plus noise, in format of MP fiducial files
2 1.06669246e+03 3.21797135e-02 2.77829688e+00 1.55507787e-06 2.98041462e-03
3 5.04897695e+02 2.13609471e-02 1.58741005e+00 7.27987245e-07 2.99438141e-03
4 2.86650757e+02 1.19950070e-02 9.14267877e-01 4.50653550e-07 2.92673659e-03
5 1.82861872e+02 6.08400986e-03 5.36651248e-01 3.28330695e-07 2.83179032e-03
6 1.26492295e+02 2.87887199e-03 3.21259259e-01 2.61372120e-07 2.72831129e-03
7 9.28184742e+01 1.32224626e-03 1.97521228e-01 2.23466677e-07 2.62459186e-03
8 7.12104120e+01 6.25295354e-04 1.26103108e-01 1.99144019e-07 2.52419478e-03
9 5.65515098e+01 3.29813874e-04 8.47754968e-02 1.83974790e-07 2.42802165e-03
10 4.61526299e+01 2.05659644e-04 6.07687662e-02 1.73531301e-07 2.33675706e-03
11 3.85160242e+01 1.48423855e-04 4.66785564e-02 1.63492455e-07 2.26231215e-03
12 3.27408548e+01 1.17750924e-04 3.82008726e-02 1.58294694e-07 2.17677523e-03
13 2.82596790e+01 9.82622242e-05 3.28741158e-02 1.54687353e-07 2.10087110e-03
14 2.47014667e+01 8.55439660e-05 2.93366758e-02 1.52203301e-07 2.02206496e-03
15 2.18352447e+01 7.75265184e-05 2.68355815e-02 1.50515189e-07 1.95149295e-03
16 1.94918824e+01 7.36595596e-05 2.49490480e-02 1.49386552e-07 1.88752404e-03
17 1.75410016e+01 7.25547845e-05 2.34417372e-02 1.48639724e-07 1.82790564e-03
18 1.59001511e+01 7.40476635e-05 2.21767017e-02 1.48100942e-07 1.76894443e-03
19 1.45087074e+01 7.69399413e-05 2.10752986e-02 1.47821418e-07 1.71279351e-03
20 1.33136811e+01 8.14369773e-05 2.00782877e-02 1.47573700e-07 1.66022689e-03
21 1.22807133e+01 8.64598139e-05 1.91600516e-02 1.47382079e-07 1.61160118e-03
22 1.13814428e+01 9.20583069e-05 1.83036043e-02 1.47188338e-07 1.56453922e-03
23 1.05928682e+01 9.78608841e-05 1.74928611e-02 1.47038634e-07 1.51879482e-03
24 9.89518163e+00 1.04287224e-04 1.67147916e-02 1.46864863e-07 1.47364187e-03
25 9.27598855e+00 1.10701140e-04 1.59676812e-02 1.46706127e-07 1.43093833e-03
26 8.72469384e+00 1.17488193e-04 1.52514857e-02 1.46525705e-07 1.39222664e-03
27 8.23048656e+00 1.24451918e-04 1.45615294e-02 1.46339955e-07 1.35646144e-03
28 7.78356233e+00 1.31520815e-04 1.38924805e-02 1.46102545e-07 1.32094816e-03
29 7.37835860e+00 1.38662383e-04 1.32410150e-02 1.45876938e-07 1.28613210e-03
