2 1.8208e-06 1.3309e-05 4.3548e-07 1063.3000
3 1.8209e-06 1.5939e-05 3.7881e-07 503.8200
4 1.8211e-06 1.1662e-05 3.5854e-07 286.3900
5 1.8214e-06 1.2466e-05 3.5110e-07 182.9800
6 1.8217e-06 1.0443e-05 3.4533e-07 126.8100
7 1.8220e-06 9.8983e-06 3.4329e-07 93.2220
8 1.8224e-06 9.1409e-06 3.4060e-07 71.6580
9 1.8229e-06 8.4971e-06 3.3994e-07 57.0200
10 1.8234e-06 8.4303e-06 3.3836e-07 46.6130
11 1.8240e-06 7.7068e-06 3.3594e-07 38.9650
12 1.8246e-06 7.3498e-06 3.3347e-07 33.1590
13 1.8252e-06 6.8513e-06 3.3138e-07 28.6460
14 1.8259e-06 6.6719e-06 3.2997e-07 25.0630
15 1.8267e-06 6.3965e-06 3.2935e-07 22.1730
16 1.8275e-06 6.3308e-06 3.2954e-07 19.7970
17 1.8283e-06 5.8686e-06 3.3043e-07 17.8240
18 1.8292e-06 5.6279e-06 3.3183e-07 16.1610
19 1.8302e-06 5.0965e-06 3.3346e-07 14.7470
20 1.8312e-06 5.0781e-06 3.3497e-07 13.5340
21 1.8322e-06 4.8434e-06 3.3602e-07 12.4850
22 1.8333e-06 4.6962e-06 3.3662e-07 11.5700
23 1.8345e-06 4.3847e-06 3.3687e-07 10.7670
24 1.8357e-06 4.4049e-06 3.3682e-07 10.0580
25 1.8370e-06 4.1573e-06 3.3657e-07 9.4283
26 1.8383e-06 4.0600e-06 3.3617e-07 8.8663
27 1.8396e-06 3.9721e-06 3.3568e-07 8.3620
28 1.8411e-06 3.8761e-06 3.3516e-07 7.9067
29 1.8425e-06 3.6851e-06 3.3465e-07 7.4946
30 1.8441e-06 3.6881e-06 3.3420e-07 7.1205
31 1.8456e-06 3.6913e-06 3.3384e-07 6.7797
32 1.8472e-06 3.6945e-06 3.3358e-07 6.4682
33 1.8489e-06 3.6979e-06 3.3343e-07 6.1827
34 1.8506e-06 3.7013e-06 3.3338e-07 5.9199
35 1.8524e-06 3.7049e-06 3.3342e-07 5.6773
36 1.8543e-06 3.7086e-06 3.3354e-07 5.4530
37 1.8561e-06 3.7123e-06 3.3373e-07 5.2449
38 1.8581e-06 3.7162e-06 3.3395e-07 5.0517
39 1.8601e-06 3.7202e-06 3.3419e-07 4.8719
40 1.8621e-06 3.7243e-06 3.3442e-07 4.7042
41 1.8642e-06 3.7285e-06 3.3461e-07 4.5473
42 1.8664e-06 3.7328e-06 3.3476e-07 4.4003
43 1.8686e-06 3.7372e-06 3.3488e-07 4.2626
44 1.8708e-06 3.7417e-06 3.3499e-07 4.1332
45 1.8731e-06 3.7463e-06 3.3508e-07 4.0115
46 1.8755e-06 3.7511e-06 3.3517e-07 3.8969
47 1.8779e-06 3.7559e-06 3.3527e-07 3.7888
