# ell  TT    EE    TE     PP     TP
3.100000000000000000e+01 6.659627868046514187e+00 1.523985158622339112e-04 1.196115152912291014e-02 3.374258967849829250e-10 2.436738818119358266e-07
3.200000000000000000e+01 6.354165614992425937e+00 1.597900024495450561e-04 1.134406037447557164e-02 3.166796859165274193e-10 2.159653709803303707e-07
3.300000000000000000e+01 6.073939763096768196e+00 1.672091528458841472e-04 1.073627340488939562e-02 2.978746723984215556e-10 1.920089241976245901e-07
3.400000000000000000e+01 5.815877460708392732e+00 1.746449331493237932e-04 1.013727487641982380e-02 2.807737116756863415e-10 1.713591632385336382e-07
3.500000000000000000e+01 5.577809519632649149e+00 1.820981713045907149e-04 9.545508773808497605e-03 2.651742251958068114e-10 1.535206428313635661e-07
3.600000000000000000e+01 5.357792667362757832e+00 1.895722607178527909e-04 8.959159013970699123e-03 2.509020066611966013e-10 1.379854009418356503e-07
3.700000000000000000e+01 5.153965998978235596e+00 1.970679231666596688e-04 8.376881722072846911e-03 2.378065928142582172e-10 1.242988308646106665e-07
3.800000000000000000e+01 4.964798081105164407e+00 2.045754939136243270e-04 7.799221856318989954e-03 2.257376669857381570e-10 1.122197472064287225e-07
3.900000000000000000e+01 4.788839847641022551e+00 2.120823365926942481e-04 7.227196583176374346e-03 2.145851461054315960e-10 1.015603199026105078e-07
4.000000000000000000e+01 4.624642232683009446e+00 2.195759148377128653e-04 6.661823069107916315e-03 2.042406075470275982e-10 9.213271888831629216e-08
4.100000000000000000e+01 4.470884233597733903e+00 2.270454430492008615e-04 6.103895183366308055e-03 1.946098453467510577e-10 8.376089709181123953e-08
4.200000000000000000e+01 4.326757100322478955e+00 2.344871386941099279e-04 5.553313606359180574e-03 1.856275870811796274e-10 7.631593941350181482e-08
4.300000000000000000e+01 4.191580145864240770e+00 2.418989700059753301e-04 5.009755721276565668e-03 1.772411927670542141e-10 6.968071374686544305e-08
4.400000000000000000e+01 4.064672683332175573e+00 2.492789052183525542e-04 4.472898911316556397e-03 1.694084491910433492e-10 6.373808798534239890e-08
4.500000000000000000e+01 3.945374300961051794e+00 2.566241875895366249e-04 3.942464801443799904e-03 1.620765171001219381e-10 5.838235302155649514e-08
4.600000000000000000e+01 3.833105687015605945e+00 2.639292604774403305e-04 3.418351983703031820e-03 1.552124365579694447e-10 5.355349174466130379e-08
4.700000000000000000e+01 3.727307804690177750e+00 2.711875422652861045e-04 2.900503291904520109e-03 1.487816487516144812e-10 4.920291004292643700e-08
4.800000000000000000e+01 3.627421617376901608e+00 2.783928513354831484e-04 2.388861559865374917e-03 1.427443226066847798e-10 4.528201380465645364e-08
4.900000000000000000e+01 3.532888088374715352e+00 2.855386060714366924e-04 1.883369621396431028e-03 1.370730161610981103e-10 4.174220891813949470e-08
5.000000000000000000e+01 3.443199752699195759e+00 2.926185408878273888e-04 1.384038831984267482e-03 1.317388115424966279e-10 3.853790804048973776e-08
5.100000000000000000e+01 3.358055433578420956e+00 2.996257543289541502e-04 8.911546337967206311e-04 1.267194036572096282e-10 3.563555090414202392e-08
5.200000000000000000e+01 3.277205525659031782e+00 3.065533609705459249e-04 4.050709906732440102e-04 1.219871348024188803e-10 3.300458401037065101e-08
5.300000000000000000e+01 3.200400423793621663e+00 3.133944753890374225e-04 -7.385813354681219586e-05 1.175275964130519299e-10 3.061445386044650229e-08
5.400000000000000000e+01 3.127390522930455052e+00 3.201422121603621261e-04 -5.452787750241025726e-04 1.133138366651001149e-10 2.843460695562640225e-08
5.500000000000000000e+01 3.057933816862731469e+00 3.267905719729318880e-04 -1.008918713428668713e-03 1.093314286964019578e-10 2.643735420480830578e-08
5.600000000000000000e+01 2.991818695052131272e+00 3.333363999633875995e-04 -1.464832702468313449e-03 1.055639361240522821e-10 2.460646414739250866e-08
