# ell  TT    EE    TE
2.000000000000000000e+00 1.067663309767063765e+03 3.331655995331658793e-02 2.812808574182582344e+00
3.000000000000000000e+00 5.052470490464932595e+02 2.230791689641779471e-02 1.612987402862425146e+00
4.000000000000000000e+00 2.867528631346586963e+02 1.247844596752821847e-02 9.277307806567214321e-01
5.000000000000000000e+00 1.828687016862510006e+02 6.218378201484534018e-03 5.424772664451495974e-01
6.000000000000000000e+00 1.264709985606792344e+02 2.857422898290714035e-03 3.227236038857390077e-01
7.000000000000000000e+00 9.279444929944290266e+01 1.269918748041069063e-03 1.966923247724073343e-01
8.000000000000000000e+00 7.119261943107649415e+01 5.922812778145441050e-04 1.242618264453054511e-01
9.000000000000000000e+00 5.654223122771453092e+01 3.187454675907726862e-04 8.269885035103514970e-02
1.000000000000000000e+01 4.615001642783988700e+01 2.060584991758765080e-04 5.889380331499884103e-02
1.100000000000000000e+01 3.851803549311436115e+01 1.520036445027300493e-04 4.520640559404970338e-02
1.200000000000000000e+01 3.274528326229925312e+01 1.195389757431669349e-04 3.716289658636903748e-02
1.300000000000000000e+01 2.826503562891356935e+01 9.943955148144284961e-05 3.220489982624836350e-02
1.400000000000000000e+01 2.470732207206595277e+01 8.595441179359565283e-05 2.892350518805424792e-02
1.500000000000000000e+01 2.184123789689903461e+01 7.913285830538352710e-05 2.657534430635282580e-02
1.600000000000000000e+01 1.949719448269953048e+01 7.566356829008181919e-05 2.475339287034893435e-02
1.700000000000000000e+01 1.754607067875372195e+01 7.594942084723412402e-05 2.325264599084701789e-02
1.800000000000000000e+01 1.590475078343445681e+01 7.839574141995712367e-05 2.198185021445608900e-02
1.900000000000000000e+01 1.451259512723666667e+01 8.195548681162970086e-05 2.088110587025531623e-02
2.000000000000000000e+01 1.331688292151628517e+01 8.679962194876482190e-05 1.989851571013048423e-02
2.100000000000000000e+01 1.228327910491227115e+01 9.178190756927240095e-05 1.900214189313264787e-02
2.200000000000000000e+01 1.138339840430438343e+01 9.865294277955009687e-05 1.816753895250796877e-02
2.300000000000000000e+01 1.059426897211099750e+01 1.045697321056810044e-04 1.738027151104365106e-02
2.400000000000000000e+01 9.896113024424057159e+00 1.109107594854056303e-04 1.662960261032788226e-02
2.500000000000000000e+01 9.276515606561575922e+00 1.175768454707383016e-04 1.590957887758918249e-02
2.600000000000000000e+01 8.724855128143701677e+00 1.244293768315676970e-04 1.521519369008276709e-02
2.700000000000000000e+01 8.230320626935297312e+00 1.318817839788998447e-04 1.454044383954058300e-02
2.800000000000000000e+01 7.783113882683077023e+00 1.391673979067640881e-04 1.387999850498840802e-02
2.900000000000000000e+01 7.377677015074247002e+00 1.461675046027967198e-04 1.323221300017281971e-02
3.000000000000000000e+01 7.009512228788707056e+00 1.536558871847401608e-04 1.259636417253609010e-02
3.100000000000000000e+01 6.674263515165789862e+00 1.609724130161888523e-04 1.197142664283051827e-02
3.200000000000000000e+01 6.368142012241389871e+00 1.683127013857750045e-04 1.135516612509967008e-02
3.300000000000000000e+01 6.087500644712473985e+00 1.755718599823254675e-04 1.074504610671185231e-02
3.400000000000000000e+01 5.828994446078352709e+00 1.829132340381317448e-04 1.013918380675391320e-02
3.500000000000000000e+01 5.590486885026714425e+00 1.906452609491770633e-04 9.538311371251073992e-03
3.600000000000000000e+01 5.370143539032623536e+00 1.979949587093064972e-04 8.943814677948507680e-03
3.700000000000000000e+01 5.166175003382551090e+00 2.054397089281412574e-04 8.356802669670765002e-03
3.800000000000000000e+01 4.976971944553108429e+00 2.126935978204350737e-04 7.777276549571045423e-03
3.900000000000000000e+01 4.800970046820024706e+00 2.197466164651452273e-04 7.204960585875036690e-03
4.000000000000000000e+01 4.636604994460893359e+00 2.266600928629500787e-04 6.639579046815490340e-03
4.100000000000000000e+01 4.482476765415656317e+00 2.335931260864614598e-04 6.080870814536358873e-03
4.200000000000000000e+01 4.337842512271352646e+00 2.405923681569564483e-04 5.528633226828855857e-03
4.300000000000000000e+01 4.202123681270657052e+00 2.473146126503372516e-04 4.982678235392413828e-03
4.400000000000000000e+01 4.074741718663194234e+00 2.544236390887141190e-04 4.442817791934226476e-03
4.500000000000000000e+01 3.955112986186912316e+00 2.612669732954088020e-04 3.908962226696799554e-03
4.600000000000000000e+01 3.842633507531356241e+00 2.683372863391917805e-04 3.381415384075327560e-03
4.700000000000000000e+01 3.736694221872463029e+00 2.749250185008704603e-04 2.860579487007865705e-03
4.800000000000000000e+01 3.636686068389860083e+00 2.816561733389899460e-04 2.346856758434296732e-03
4.900000000000000000e+01 3.541999986260937039e+00 2.884218358687721693e-04 1.840649421289517569e-03
5.000000000000000000e+01 3.452091640515004389e+00 2.953350556034355697e-04 1.342236924597959733e-03
5.100000000000000000e+01 3.366675599567430677e+00 3.019388463372854863e-04 8.514076217311466977e-04
5.200000000000000000e+01 3.285531157687897164e+00 3.086437186832477258e-04 3.678270921470468157e-04
5.300000000000000000e+01 3.208437609146211233e+00 3.153027522982742377e-04 -1.088390846956441944e-04
5.400000000000000000e+01 3.135174248207799774e+00 3.219457025204185965e-04 -5.789253293390003979e-04
5.500000000000000000e+01 3.065520758232739507e+00 3.283081505419849938e-04 -1.042665414345268077e-03
5.600000000000000000e+01 2.999258378950869108e+00 3.348801676598927158e-04 -1.499890520360357268e-03
5.700000000000000000e+01 2.936168739180288423e+00 3.412279667348589850e-04 -1.950331180052386221e-03
5.800000000000000000e+01 2.876033467740120919e+00 3.475158460357473281e-04 -2.393717926086143602e-03
5.900000000000000000e+01 2.818634193452248748e+00 3.537898088622247277e-04 -2.829781291129489403e-03
6.000000000000000000e+01 2.763752545135041760e+00 3.598836177282698184e-04 -3.258251807850116432e-03
6.100000000000000000e+01 2.711189865893362860e+00 3.659191960568970400e-04 -3.678924174730166183e-03
6.200000000000000000e+01 2.660826355980281388e+00 3.718174716824804897e-04 -4.091849753526731297e-03
6.300000000000000000e+01 2.612561929930569349e+00 3.775832783601069031e-04 -4.497144071810500049e-03
6.400000000000000000e+01 2.566296502281226299e+00 3.832879556542977801e-04 -4.894922657157024445e-03
6.500000000000000000e+01 2.521929987570119103e+00 3.887135016563767614e-04 -5.285301037135604549e-03
6.600000000000000000e+01 2.479362300331686697e+00 3.939857889222853722e-04 -5.668394739322298037e-03
6.700000000000000000e+01 2.438493355103640958e+00 3.993086839319067338e-04 -6.044319291287116210e-03
6.800000000000000000e+01 2.399228031151519946e+00 4.044214775821152624e-04 -6.413154019193477440e-03
6.900000000000000000e+01 2.361491066661514981e+00 4.093341863589253834e-04 -6.774833443562427310e-03
7.000000000000000000e+01 2.325212164547048044e+00 4.140276464501415439e-04 -7.129255883503631507e-03
7.100000000000000000e+01 2.290321027721966107e+00 4.187332528930592132e-04 -7.476319658129997048e-03
7.200000000000000000e+01 2.256747359102102113e+00 4.231975221802006032e-04 -7.815923086551504473e-03
7.300000000000000000e+01 2.224420861600532540e+00 4.274665469514260345e-04 -8.147964487877820336e-03
7.400000000000000000e+01 2.193271238131151879e+00 4.315757324864105161e-04 -8.472342181223009583e-03
7.500000000000000000e+01 2.163228191610059081e+00 4.355000420568697745e-04 -8.788954485689051341e-03
7.600000000000000000e+01 2.134226490859793213e+00 4.393350111669997869e-04 -9.097721272991758992e-03
7.700000000000000000e+01 2.106221168339058814e+00 4.430060362388051629e-04 -9.398648625210651378e-03
7.800000000000000000e+01 2.079172322417186969e+00 4.464586550873975764e-04 -9.691764177008897405e-03
7.900000000000000000e+01 2.053040051461530346e+00 4.498041164373126370e-04 -9.977095563072007484e-03
8.000000000000000000e+01 2.027784453841464440e+00 4.529037707738567376e-04 -1.025467041807162812e-02
8.100000000000000000e+01 2.003365627924786896e+00 4.558513536529639658e-04 -1.052451637667670831e-02
8.200000000000000000e+01 1.979743672079429029e+00 4.585870982222562753e-04 -1.078666107356312902e-02
8.300000000000000000e+01 1.956878684674256741e+00 4.611824324173766760e-04 -1.104113214341523146e-02
8.400000000000000000e+01 1.934733039143568201e+00 4.636975995625838821e-04 -1.128795484883107249e-02
8.500000000000000000e+01 1.913278209183136180e+00 4.659723299784002798e-04 -1.152714496415810710e-02
8.600000000000000000e+01 1.892487943555444252e+00 4.679706605276217008e-04 -1.175871589168777862e-02
8.700000000000000000e+01 1.872335991021487844e+00 4.698801931282028770e-04 -1.198268103370384551e-02
8.800000000000000000e+01 1.852796100344132890e+00 4.716023918370082632e-04 -1.219905379247743574e-02
8.900000000000000000e+01 1.833842020285200380e+00 4.731516052202155748e-04 -1.240784757030360952e-02
9.000000000000000000e+01 1.815447499606920090e+00 4.745979291716310175e-04 -1.260907576945900430e-02
9.100000000000000000e+01 1.797586287070411126e+00 4.757896828311808748e-04 -1.280275179222630823e-02
9.200000000000000000e+01 1.780232131438175491e+00 4.767781970277261330e-04 -1.298888904089376753e-02
9.300000000000000000e+01 1.763360354172851308e+00 4.776208968331719599e-04 -1.316750469208324489e-02
9.400000000000000000e+01 1.746952567539681755e+00 4.783460265676657552e-04 -1.333863101976724003e-02
9.500000000000000000e+01 1.730991956503092233e+00 4.788923593529487328e-04 -1.350230407226020099e-02
9.600000000000000000e+01 1.715461706029352218e+00 4.792181048097235137e-04 -1.365855989788129950e-02
9.700000000000000000e+01 1.700345001083235053e+00 4.793881294554585312e-04 -1.380743454494438860e-02
9.800000000000000000e+01 1.685625026630367618e+00 4.794380779480867326e-04 -1.394896406176357462e-02
9.900000000000000000e+01 1.671284967636476271e+00 4.792683263499637964e-04 -1.408318449665815070e-02
1.000000000000000000e+02 1.657308009066258414e+00 4.789751077521123279e-04 -1.421013189793846401e-02
1.010000000000000000e+02 1.643677335886005286e+00 4.784651843933895757e-04 -1.432984231391606043e-02
1.020000000000000000e+02 1.630376133061042232e+00 4.778161848951229689e-04 -1.444235179291713904e-02
1.030000000000000000e+02 1.617387585556070206e+00 4.769856271091613403e-04 -1.454769638325087086e-02
1.040000000000000000e+02 1.604696037679007148e+00 4.760349846508459015e-04 -1.464591605516983412e-02
1.050000000000000000e+02 1.592290471102318916e+00 4.748681624217422691e-04 -1.473706646668367613e-02
1.060000000000000000e+02 1.580161026841949701e+00 4.735781828042453178e-04 -1.482120719773707442e-02
1.070000000000000000e+02 1.568297845912820510e+00 4.721475222584609424e-04 -1.489839782827529283e-02
1.080000000000000000e+02 1.556691069329091182e+00 4.705369061972627053e-04 -1.496869793825041442e-02
1.090000000000000000e+02 1.545330838106341975e+00 4.688099127707382146e-04 -1.503216710760741856e-02
1.100000000000000000e+02 1.534207293259319593e+00 4.669277787122049178e-04 -1.508886491628707270e-02
1.110000000000000000e+02 1.523310575803672018e+00 4.648785817234928931e-04 -1.513885094423976507e-02
1.120000000000000000e+02 1.512630826753816216e+00 4.626897884242501635e-04 -1.518218477141206231e-02
1.130000000000000000e+02 1.502158187124647437e+00 4.603712774340624320e-04 -1.521892597774916582e-02
1.140000000000000000e+02 1.491882797932011062e+00 4.579066233822918076e-04 -1.524913414320067800e-02
1.150000000000000000e+02 1.481794800190318950e+00 4.552969067195429260e-04 -1.527286884770827531e-02
1.160000000000000000e+02 1.471884926239244606e+00 4.526086364906505097e-04 -1.529019193156429778e-02
1.170000000000000000e+02 1.462146273718637701e+00 4.497357418146686551e-04 -1.530117427644842390e-02
1.180000000000000000e+02 1.452572531591504346e+00 4.467408536093575100e-04 -1.530588902438414535e-02
1.190000000000000000e+02 1.443157388822015497e+00 4.436075829279440301e-04 -1.530440931738712151e-02
1.200000000000000000e+02 1.433894534374196894e+00 4.403670420249184781e-04 -1.529680829748233592e-02
1.210000000000000000e+02 1.424777657211697912e+00 4.370323276844586820e-04 -1.528315910669750428e-02
1.220000000000000000e+02 1.415800446297890369e+00 4.335662723420442908e-04 -1.526353488704458757e-02
1.230000000000000000e+02 1.406956590597493006e+00 4.299604397433556715e-04 -1.523800878055519940e-02
1.240000000000000000e+02 1.398239779073821021e+00 4.263025201686759672e-04 -1.520665392924632972e-02
1.250000000000000000e+02 1.389643700691038708e+00 4.224896516506589572e-04 -1.516954347513970076e-02
1.260000000000000000e+02 1.381162044412993284e+00 4.185736198721884014e-04 -1.512675056026183996e-02
1.270000000000000000e+02 1.372788499203303703e+00 4.145306196989243679e-04 -1.507834832662973031e-02
1.280000000000000000e+02 1.364516754026008583e+00 4.104530383033406105e-04 -1.502440991626894512e-02
1.290000000000000000e+02 1.356340952151039891e+00 4.062690746471254587e-04 -1.496501081551897955e-02
1.300000000000000000e+02 1.348257054070599814e+00 4.019641040817067837e-04 -1.490023588798742617e-02
1.310000000000000000e+02 1.340261474583399393e+00 3.975901177469692046e-04 -1.483017234160961643e-02
1.320000000000000000e+02 1.332350628487507072e+00 3.931554150911541158e-04 -1.475490738430636044e-02
1.330000000000000000e+02 1.324520930581403855e+00 3.886366495554603468e-04 -1.467452822401334699e-02
1.340000000000000000e+02 1.316768795663653790e+00 3.840073591975848278e-04 -1.458912206865373498e-02
1.350000000000000000e+02 1.309090638532095285e+00 3.793208869621646781e-04 -1.449877612615891979e-02
1.360000000000000000e+02 1.301482873985606803e+00 3.746029196752909216e-04 -1.440357760445492262e-02
1.370000000000000000e+02 1.293941916822511473e+00 3.697579246540492548e-04 -1.430361371147464804e-02
1.380000000000000000e+02 1.286464181841065590e+00 3.648949841221104566e-04 -1.419897165514231833e-02
1.390000000000000000e+02 1.279046083839904480e+00 3.599887419790469929e-04 -1.408973864339041308e-02
1.400000000000000000e+02 1.271684037617269114e+00 3.549883985615909406e-04 -1.397600188414444347e-02
1.410000000000000000e+02 1.264374457971695564e+00 3.499585630303986023e-04 -1.385784858533464434e-02
1.420000000000000000e+02 1.257113759701730116e+00 3.448848759386195437e-04 -1.373536595488832404e-02
1.430000000000000000e+02 1.249898357605662591e+00 3.397883023289175364e-04 -1.360864120073411801e-02
1.440000000000000000e+02 1.242724956450599105e+00 3.346352754023227023e-04 -1.347776260213730259e-02
1.450000000000000000e+02 1.235591420876320123e+00 3.294807311799591862e-04 -1.334282272368979110e-02
1.460000000000000000e+02 1.228495905491733264e+00 3.242590581154884688e-04 -1.320391520132371994e-02
1.470000000000000000e+02 1.221436564905101108e+00 3.190463055204855055e-04 -1.306113367096662335e-02
1.480000000000000000e+02 1.214411553725063930e+00 3.137704546766354797e-04 -1.291457176854885966e-02
1.490000000000000000e+02 1.207419026560124564e+00 3.085201585650736221e-04 -1.276432312999998403e-02
1.500000000000000000e+02 1.200457138018784953e+00 3.032336833701599677e-04 -1.261048139125164197e-02
1.510000000000000000e+02 1.193524042709882327e+00 2.979356248314663923e-04 -1.245314018823001981e-02
1.520000000000000000e+02 1.186617895241689924e+00 2.927056370351855449e-04 -1.229239315686496588e-02
1.530000000000000000e+02 1.179736850223071620e+00 2.873877569944969308e-04 -1.212833393308849345e-02
