2.000000000000000000e+00 1.416999999999999943e-06 1.330869307481422166e-05 4.112599999999999914e-07
3.000000000000000000e+00 1.417099999999999951e-06 1.593851767415091025e-05 3.556399999999999738e-07
4.000000000000000000e+00 1.417299999999999966e-06 1.166210072492274773e-05 3.361700000000000251e-07
5.000000000000000000e+00 1.417499999999999981e-06 1.246604676774128647e-05 3.288899999999999758e-07
6.000000000000000000e+00 1.417699999999999996e-06 1.044315603689114091e-05 3.234200000000000201e-07
7.000000000000000000e+00 1.418000000000000018e-06 9.898341296276038338e-06 3.213700000000000249e-07
8.000000000000000000e+00 1.418300000000000041e-06 9.140895695925297271e-06 3.188400000000000148e-07
9.000000000000000000e+00 1.418700000000000071e-06 8.497102227688362565e-06 3.181300000000000038e-07
1.000000000000000000e+01 1.419100000000000101e-06 8.430285828471592620e-06 3.166400000000000084e-07
1.100000000000000000e+01 1.419599999999999927e-06 7.706831802583309673e-06 3.144000000000000095e-07
1.200000000000000000e+01 1.420099999999999964e-06 7.349808574986869084e-06 3.120899999999999842e-07
1.300000000000000000e+01 1.420600000000000002e-06 6.851325967766200396e-06 3.101199999999999738e-07
1.400000000000000000e+01 1.421200000000000047e-06 6.671913582699707610e-06 3.087699999999999783e-07
1.500000000000000000e+01 1.421800000000000092e-06 6.396455179326970619e-06 3.081500000000000164e-07
1.600000000000000000e+01 1.422499999999999933e-06 6.330844404149402368e-06 3.082699999999999936e-07
1.700000000000000000e+01 1.423199999999999986e-06 5.868648591241258484e-06 3.090400000000000197e-07
1.800000000000000000e+01 1.424000000000000046e-06 5.627912143749091844e-06 3.102900000000000078e-07
1.900000000000000000e+01 1.424800000000000106e-06 5.096542037749300756e-06 3.117400000000000108e-07
2.000000000000000000e+01 1.425599999999999954e-06 5.078051615032157667e-06 3.130799999999999950e-07
2.100000000000000000e+01 1.426500000000000022e-06 4.843400917858998893e-06 3.140099999999999908e-07
2.200000000000000000e+01 1.427400000000000089e-06 4.696232456128614357e-06 3.145199999999999867e-07
2.300000000000000000e+01 1.428399999999999953e-06 4.384703681498750615e-06 3.146900000000000207e-07
2.400000000000000000e+01 1.429400000000000028e-06 4.404919488630159825e-06 3.146099999999999829e-07
2.500000000000000000e+01 1.430400000000000103e-06 4.157271306494642553e-06 3.143299999999999831e-07
2.600000000000000000e+01 1.431499999999999974e-06 4.059981673101310219e-06 3.139099999999999833e-07
2.700000000000000000e+01 1.432600000000000057e-06 3.972133744385368713e-06 3.134200000000000100e-07
2.800000000000000000e+01 1.433799999999999935e-06 3.876127188711215434e-06 3.128899999999999913e-07
2.900000000000000000e+01 1.435000000000000025e-06 3.679331908391772000e-06 3.123799999999999954e-07
3.000000000000000000e+01 1.436299999999999911e-06 3.682162670035244600e-06 3.119099999999999918e-07
3.100000000000000000e+01 1.437600000000000009e-06 3.685096826290476619e-06 3.115299999999999845e-07
3.200000000000000000e+01 1.438999999999999902e-06 3.688134620798820793e-06 3.112499999999999846e-07
3.300000000000000000e+01 1.440400000000000007e-06 3.691276305942582969e-06 3.110500000000000225e-07
3.400000000000000000e+01 1.441799999999999901e-06 3.694522142879966448e-06 3.109600000000000263e-07
3.500000000000000000e+01 1.443300000000000013e-06 3.697872401581255964e-06 3.109400000000000037e-07
3.600000000000000000e+01 1.444799999999999914e-06 3.701327360866238330e-06 3.110000000000000187e-07
3.700000000000000000e+01 1.446400000000000034e-06 3.704887308442878382e-06 3.111199999999999960e-07
3.800000000000000000e+01 1.447999999999999943e-06 3.708552540947245575e-06 3.112700000000000073e-07
3.900000000000000000e+01 1.449600000000000063e-06 3.712323363984709850e-06 3.114299999999999769e-07
4.000000000000000000e+01 1.451299999999999979e-06 3.716200092172407634e-06 3.115899999999999995e-07
4.100000000000000000e+01 1.453099999999999903e-06 3.720183049182990668e-06 3.117000000000000184e-07
4.200000000000000000e+01 1.454900000000000038e-06 3.724272567789660630e-06 3.117800000000000032e-07
4.300000000000000000e+01 1.456699999999999961e-06 3.728468989912506496e-06 3.118400000000000183e-07
4.400000000000000000e+01 1.458600000000000104e-06 3.732772666666147601e-06 3.118800000000000107e-07
4.500000000000000000e+01 1.460500000000000035e-06 3.737183958408688760e-06 3.119099999999999918e-07
4.600000000000000000e+01 1.462499999999999974e-06 3.741703234792011149e-06 3.119400000000000258e-07
4.700000000000000000e+01 1.464499999999999912e-06 3.746330874813384991e-06 3.119599999999999956e-07
4.800000000000000000e+01 1.466600000000000070e-06 3.751067266868445960e-06 3.119899999999999767e-07
4.900000000000000000e+01 1.468700000000000016e-06 3.755912808805508205e-06 3.120300000000000220e-07
5.000000000000000000e+01 1.470799999999999962e-06 3.760867907981263540e-06 3.120899999999999842e-07
5.100000000000000000e+01 1.472999999999999915e-06 3.765932981317843939e-06 3.121499999999999993e-07
5.200000000000000000e+01 1.475300000000000088e-06 3.771108455361278668e-06 3.122399999999999954e-07
