# ell  TT    EE    TE     PP     TP
8.900000000000000000e+01 1.834778811319124792e+00 4.731834922404666078e-04 -1.236285342209972500e-02 3.595132679239038627e-10 3.417309351794152701e-07
9.000000000000000000e+01 1.816294548130092501e+00 4.746513649556022849e-04 -1.256382242014797077e-02 3.514313342139343449e-10 3.302114335871430694e-07
9.100000000000000000e+01 1.798345723990133704e+00 4.759452854837125952e-04 -1.275725366428801313e-02 3.436259540623132836e-10 3.191960547065141838e-07
9.200000000000000000e+01 1.780906363003194492e+00 4.770653130885221089e-04 -1.294323527130198173e-02 3.360730221813186709e-10 3.086414617118789892e-07
9.300000000000000000e+01 1.763952039396445182e+00 4.780118340146015496e-04 -1.312184421295691829e-02 3.287571848429017879e-10 2.985080686778319986e-07
9.400000000000000000e+01 1.747464528487851387e+00 4.787855424312849112e-04 -1.329311288100350034e-02 3.216705207575288276e-10 2.887810854582773170e-07
9.500000000000000000e+01 1.731427155717119248e+00 4.793874594888995755e-04 -1.345706252218918826e-02 3.148068593238905297e-10 2.794510776669286164e-07
9.600000000000000000e+01 1.715823246425604465e+00 4.798184063377614180e-04 -1.361371438325340022e-02 3.081664884512475186e-10 2.705072921447929522e-07
9.700000000000000000e+01 1.700636126153992400e+00 4.800793041282770419e-04 -1.376308971094610673e-02 3.017289827983793163e-10 2.619376569612486125e-07
9.800000000000000000e+01 1.685849120342187479e+00 4.801711740107471576e-04 -1.390520975200572155e-02 2.955005386827918949e-10 2.537287814164483623e-07
9.900000000000000000e+01 1.671445554432043901e+00 4.800948371356627393e-04 -1.404009575318206950e-02 2.894668336030340638e-10 2.458659560430619493e-07
1.000000000000000000e+02 1.657408753763304654e+00 4.798513146531356837e-04 -1.416776896121964627e-02 2.836136124482881108e-10 2.383331526074028163e-07
1.010000000000000000e+02 1.643722043976806768e+00 4.794414277137549227e-04 -1.428825062285645625e-02 2.779449067068040168e-10 2.311130241109944768e-07
1.020000000000000000e+02 1.630368750213325946e+00 4.788661974677884780e-04 -1.440156198484517092e-02 2.724393203227002822e-10 2.241869047923792748e-07
1.030000000000000000e+02 1.617332198213850880e+00 4.781264450653478532e-04 -1.450772429392395771e-02 2.670934212377168536e-10 2.175348101281608968e-07
1.040000000000000000e+02 1.604596792163216712e+00 4.772234191594133226e-04 -1.460676541099686573e-02 2.618981674464237189e-10 2.111380853680654204e-07
1.050000000000000000e+02 1.592151252328828370e+00 4.761590784088559928e-04 -1.469873965359327558e-02 2.568545875413299878e-10 2.049875539009767455e-07
1.060000000000000000e+02 1.579985377822135106e+00 4.749358089756629394e-04 -1.478370795338719047e-02 2.519421921171957085e-10 1.990759264900141698e-07
