# ell  TT    EE    TE     PP     TP
8.500000000000000000e+01 2.574923218780597946e-13 6.191775921890938688e-17 -1.545832380751402122e-15 1.326845242332350495e-14 1.689120627003407532e-15
8.600000000000000000e+01 2.546834624468370463e-13 6.220912371178582908e-17 -1.577125152984635057e-15 1.258722484257182792e-14 1.610598447628839982e-15
8.700000000000000000e+01 2.519606860065278393e-13 6.247696147103928064e-17 -1.607357353839614830e-15 1.194748117007307970e-14 1.536583228115921122e-15
8.800000000000000000e+01 2.493204948901248125e-13 6.272129283416320564e-17 -1.636540805823710628e-15 1.134659556313586353e-14 1.466793418312874514e-15
8.900000000000000000e+01 2.467593914306562990e-13 6.294213813862816653e-17 -1.664687331442298577e-15 1.078194217908628907e-14 1.400947468067741101e-15
9.000000000000000000e+01 2.442738779611204405e-13 6.313951772192559362e-17 -1.691808753203425101e-15 1.025089517524065096e-14 1.338763827229139073e-15
9.100000000000000000e+01 2.418604568144284401e-13 6.331345192153085648e-17 -1.717916893612109958e-15 9.750828708919118722e-15 1.279960945646179657e-15
9.200000000000000000e+01 2.395156303236490205e-13 6.346396107492980175e-17 -1.743023575174921641e-15 9.279116937435674069e-15 1.224257273167653212e-15
9.300000000000000000e+01 2.372361099450567724e-13 6.359108242199974233e-17 -1.767139116690107982e-15 8.833372143114794221e-15 1.171398024208859705e-15
9.400000000000000000e+01 2.350194436277875221e-13 6.369492081222206663e-17 -1.790267822116885163e-15 8.412159108305771292e-15 1.121235471452416265e-15
9.500000000000000000e+01 2.328633884443199855e-13 6.377559799746789134e-17 -1.812412491706165864e-15 8.014280740347077896e-15 1.073648652147488678e-15
9.600000000000000000e+01 2.307657014670322075e-13 6.383323572961480430e-17 -1.833575925707270650e-15 7.638539946583406027e-15 1.028516603544714349e-15
9.700000000000000000e+01 2.287241397683838200e-13 6.386795576053411942e-17 -1.853760924371739937e-15 7.283739634361238391e-15 9.857183628930091920e-16
9.800000000000000000e+01 2.267364604206878152e-13 6.387987984209911046e-17 -1.872970287948921503e-15 6.948682711031452439e-15 9.451329674419351977e-16
9.900000000000000000e+01 2.248004204965441034e-13 6.386912972617956290e-17 -1.891206816690961610e-15 6.632172083932534197e-15 9.066394544418875911e-16
1.000000000000000000e+02 2.229137770682889260e-13 6.383582716471173612e-17 -1.908473310847262076e-15 6.333010660413114440e-15 8.701168611423910891e-16
1.010000000000000000e+02 2.210742872083011863e-13 6.378009390942441905e-17 -1.924772570668111393e-15 6.050001347825054328e-15 8.354442247924225450e-16
1.020000000000000000e+02 2.192797079890940323e-13 6.370205171234455308e-17 -1.940107396404322256e-15 5.781947053506532229e-15 8.025005826418963730e-16
1.030000000000000000e+02 2.175277964830442720e-13 6.360182232530055780e-17 -1.954480588306899050e-15 5.527650684805212566e-15 7.711649719406321269e-16
1.040000000000000000e+02 2.158164545581574889e-13 6.347955809217854595e-17 -1.967895838039856022e-15 5.286026934668643107e-15 7.413257291903616206e-16
1.050000000000000000e+02 2.141441632649118596e-13 6.333553372522030147e-17 -1.980360402927003727e-15 5.056437638446680232e-15 7.129083879015086809e-16
1.060000000000000000e+02 2.125095484494014368e-13 6.317005452858953111e-17 -1.991882431705491138e-15 4.838356417091522546e-15 6.858477808370969859e-16
