4.186  2.52054	2.264761e+00	1.197646e-01	9.680524e-01	2.098341e+00	1.042205e+00	2.417687e-02	7.414058e+00	6.774270e+01	5.231242e-02	6.879197e-01	
0.5465  4.22973	2.266932e+00	1.198598e-01	9.633355e-01	2.098885e+00	1.042710e+00	3.771530e-02	7.469121e+00	6.752837e+01	5.282021e-02	6.847233e-01	
0.8576  5.92723	2.283995e+00	1.187686e-01	9.663413e-01	2.099072e+00	1.042660e+00	1.063234e-02	7.421644e+00	6.877998e+01	5.297709e-02	6.998822e-01	
0.3966  6.47333	2.276737e+00	1.179745e-01	9.672419e-01	2.085232e+00	1.043118e+00	3.576764e-02	7.393616e+00	6.847518e+01	5.256382e-02	6.973271e-01	
0.6854  2.64474	2.270641e+00	1.185175e-01	9.692844e-01	2.101350e+00	1.042529e+00	4.999788e-02	7.643191e+00	6.763238e+01	5.477597e-02	6.876807e-01	
0.7786  1.75137	2.251634e+00	1.198281e-01	9.692945e-01	2.117239e+00	1.041736e+00	4.937590e-02	7.924505e+00	6.675552e+01	5.696251e-02	6.769525e-01	
0.8116  1.4616	2.253830e+00	1.186014e-01	9.667077e-01	2.101706e+00	1.041658e+00	3.520556e-02	7.809370e+00	6.757128e+01	5.612538e-02	6.883435e-01	
1.503  2.00167	2.253031e+00	1.189798e-01	9.672803e-01	2.111541e+00	1.041579e+00	4.878758e-02	7.998096e+00	6.702818e+01	5.787760e-02	6.814745e-01	
5.234  0.955521	2.248776e+00	1.198537e-01	9.697509e-01	2.110389e+00	1.041763e+00	4.462062e-02	7.785730e+00	6.686092e+01	5.553535e-02	6.783193e-01	
0.7462  2.04934	2.230356e+00	1.204700e-01	9.697372e-01	2.111544e+00	1.041370e+00	8.802164e-02	7.954754e+00	6.517136e+01	5.651391e-02	6.571157e-01	
0.7013  2.48373	2.239687e+00	1.197186e-01	9.689422e-01	2.111932e+00	1.041744e+00	6.298316e-02	8.085943e+00	6.631503e+01	5.825781e-02	6.721707e-01	
0.5539  4.13549	2.230543e+00	1.193902e-01	9.660980e-01	2.106645e+00	1.041807e+00	5.277039e-02	8.137202e+00	6.664931e+01	5.865600e-02	6.771367e-01	
0.606  3.50652	2.253900e+00	1.185395e-01	9.691461e-01	2.114639e+00	1.041977e+00	3.245176e-02	8.160848e+00	6.777685e+01	5.968559e-02	6.905575e-01	
1.359  2.70548	2.248901e+00	1.191183e-01	9.685398e-01	2.114818e+00	1.041332e+00	5.387799e-02	8.084719e+00	6.671947e+01	5.861188e-02	6.779335e-01	
2.629  2.93704	2.226675e+00	1.194876e-01	9.614809e-01	2.094219e+00	1.040864e+00	5.232197e-02	7.814833e+00	6.628028e+01	5.537308e-02	6.734306e-01	
1.057  4.46725	2.245314e+00	1.188899e-01	9.619054e-01	2.096497e+00	1.040998e+00	4.521475e-03	7.866442e+00	6.797232e+01	5.659852e-02	6.937067e-01	
0.6069  3.49619	2.225040e+00	1.201692e-01	9.672839e-01	2.093941e+00	1.040530e+00	2.792794e-02	7.678571e+00	6.658462e+01	5.400353e-02	6.766806e-01	
1.452  2.24017	2.229286e+00	1.205601e-01	9.689144e-01	2.095797e+00	1.041061e+00	5.714842e-02	7.619682e+00	6.586641e+01	5.333769e-02	6.664230e-01	
0.817  1.41462	2.239053e+00	1.194554e-01	9.709856e-01	2.099291e+00	1.041732e+00	3.888866e-02	7.778206e+00	6.706067e+01	5.533270e-02	6.817453e-01	
