ell R_ell F_ell N_ell
2 0.0006689447198402495 0.0006511905572055605 1.2794536671675029e-05
3 0.00016288302660774783 0.00013578309669965043 1.5965320290592592e-05
4 7.944191030117804e-05 6.673078292517091e-05 1.229417572344945e-05
5 3.61541404703006e-05 2.176807157884751e-05 1.3062921490775996e-05
6 4.234395774811801e-05 3.133195659081278e-05 1.2449261179018124e-05
7 4.146499495971349e-05 3.0400837755603442e-05 1.1549660986607444e-05
8 2.6962618954470045e-05 1.3694239178526399e-05 1.2142009770845139e-05
9 2.490397541240459e-05 1.3548558142682972e-05 1.1817963665823628e-05
10 2.167703925259996e-05 9.985273782340122e-06 1.156022032218612e-05
11 2.0977821149310155e-05 9.006452214527545e-06 1.2114513423844575e-05
12 2.3618335232841435e-05 1.2426289306638647e-05 1.1428591577046497e-05
13 2.0254067679164874e-05 9.409081088764058e-06 1.2297809133562346e-05
14 1.656945296705457e-05 5.916188035733523e-06 1.1551109984928468e-05
15 1.8525190870484575e-05 5.883128630923579e-06 1.2304524940033614e-05
16 1.8520471787842577e-05 6.679170622869732e-06 1.2182185789439016e-05
17 1.7467435033039774e-05 4.381267286353629e-06 1.2187975457341722e-05
18 1.7327924685229068e-05 5.133620170582118e-06 1.2286398362387713e-05
19 1.4890913421094355e-05 3.4354234054754932e-06 1.1937428496703163e-05
20 1.566158229786944e-05 3.935768542697939e-06 1.1463812821931505e-05
21 1.483306657996033e-05 3.2137895446621e-06 1.1593453730405067e-05
22 1.4395168247286763e-05 1.8108622094129594e-06 1.2319051728002048e-05
23 1.530342814207641e-05 3.3968793660726123e-06 1.207011461323257e-05
24 1.39684641650251e-05 1.446641995294568e-06 1.2246677898231582e-05
25 1.3831746827714815e-05 2.1743472317500354e-06 1.1691445364302382e-05
26 1.3289849395592916e-05 2.1710092268601457e-06 1.1208473686717822e-05
27 1.4512224567752405e-05 2.3829675089754615e-06 1.2369634493436066e-05
28 1.4442636094031626e-05 1.7553344084621192e-06 1.2550038778017974e-05
29 1.3350695514740206e-05 1.609915163425837e-06 1.2015716172224901e-05
30 1.3474561682692184e-05 1.263426059075778e-06 1.2207770743382733e-05
31 1.3537330259134379e-05 1.0373753651967966e-06 1.2564462108806689e-05
32 1.3101620185137934e-05 1.1200218555920672e-06 1.1980167407735939e-05
33 1.3474021964984327e-05 1.3890790982740121e-06 1.2032656446240101e-05
34 1.3063640304779731e-05 1.5243925876162343e-06 1.1852185789255248e-05
35 1.3252402159198984e-05 1.2665949498056948e-06 1.1873966642567394e-05
36 1.316450976044519e-05 8.909700223730411e-07 1.2133035392861089e-05
37 1.2697446681514717e-05 9.780888871914153e-07 1.1780969246870927e-05
38 1.2699904723106484e-05 9.170702742485118e-07 1.1602476309925532e-05
39 1.2024842068537343e-05 1.1581524415375247e-06 1.1052516937590378e-05
40 1.1544796657966048e-05 1.0405995795221445e-06 1.05725510237806e-05
41 1.1015848052355838e-05 7.54868099681476e-07 1.0330204338016848e-05
42 1.0318108241124053e-05 4.933857732126203e-07 9.872220742517518e-06
43 9.4501132108189e-06 6.942977542904814e-07 8.785573993435249e-06
44 9.44265270461289e-06 8.739424113134352e-07 8.568752605818178e-06
45 9.04187886641655e-06 8.236984120326956e-07 8.228957959650729e-06
46 8.469040201117593e-06 7.884389873653398e-07 7.716213380173121e-06
47 8.06879973567214e-06 6.703434200318983e-07 7.3805111409184066e-06
48 7.557487548909961e-06 6.510654414747542e-07 6.903385123273576e-06
49 7.016430466987212e-06 6.158428050639009e-07 6.384998717465713e-06
50 6.865072843870868e-06 5.281900979446887e-07 6.3106027442614045e-06
51 6.802934895677332e-06 9.997909323989166e-07 5.87031441578705e-06
52 6.456749389963214e-06 6.664128073157244e-07 5.770646230717268e-06
53 5.8849363749014804e-06 5.244643249645511e-07 5.342155779259827e-06
54 6.157508952385221e-06 9.684178077855996e-07 5.342742304695672e-06
55 5.905157019294598e-06 7.366057033453501e-07 5.220117871557621e-06
56 5.622626178102547e-06 4.2330888385594497e-07 5.179524949976819e-06
57 5.645780590833225e-06 5.005364978931351e-07 5.1565803606027866e-06
58 5.601644541375323e-06 5.079734504135631e-07 5.098427479255425e-06
59 5.633805090803752e-06 4.941351644831615e-07 5.116544345562643e-06
60 5.576251560678998e-06 6.393562234450814e-07 4.977905767859539e-06
61 5.556456210320185e-06 5.554784540121525e-07 5.057968090675555e-06
62 5.47174271503819e-06 3.484308203867267e-07 5.0729399042264755e-06
63 5.581488653607754e-06 4.900889220739479e-07 5.109385555560314e-06
64 5.485340456242683e-06 3.82722262374314e-07 5.1763265594273554e-06
65 5.526155819782346e-06 3.797878261616658e-07 5.135668324085184e-06
66 5.419101113561492e-06 4.432353734199356e-07 5.003853504726296e-06
67 5.759410878353936e-06 5.791212166758774e-07 5.146260653345391e-06
68 5.564568911193363e-06 3.680388604708699e-07 5.229489784193628e-06
69 5.561282379971025e-06 3.8431671054390026e-07 5.218818791385924e-06
70 5.488344512593457e-06 3.878995284190959e-07 5.12782120288482e-06
71 5.6919866163842536e-06 4.720185569866998e-07 5.219529692956654e-06
72 5.584818081178682e-06 3.5627390117440865e-07 5.16896458689679e-06
73 5.5023559767638835e-06 3.414875623542372e-07 5.170040547359589e-06
74 5.343444371094887e-06 3.109831860683777e-07 5.0522402517027655e-06
75 5.560719979212821e-06 4.666156137239687e-07 5.123758541757084e-06
76 5.35625969077994e-06 3.051235690829563e-07 5.0673027188813315e-06
77 5.269617997973274e-06 3.1600021418743315e-07 4.960601042620695e-06
78 5.315281010157437e-06 3.1904907770212655e-07 4.993357159195375e-06
79 5.293563374521411e-06 4.1438899975696377e-07 4.89126501315533e-06
80 5.074624867338599e-06 4.08546672104684e-07 4.710223749112844e-06
81 5.085443026400466e-06 3.865300863335146e-07 4.689508676589977e-06
82 4.889323161748459e-06 3.8037097294096196e-07 4.492971018831628e-06
83 4.641600798865595e-06 2.4425692339261327e-07 4.42611016925017e-06
84 4.669024646924092e-06 2.712806610121542e-07 4.404765018239444e-06
85 4.663462345982428e-06 3.478832156875895e-07 4.313509516827284e-06
86 4.606729996078264e-06 3.8698148731482566e-07 4.2296576076152724e-06
87 4.470518206346182e-06 3.450183625164092e-07 4.12098510700044e-06
88 4.300207066455253e-06 3.3454716788661975e-07 3.954098606330823e-06
89 4.279588720317827e-06 3.5718238688233294e-07 3.973203493356909e-06
90 4.123322175912894e-06 2.485263781142406e-07 3.878267907527159e-06
91 4.202396713734796e-06 2.888049960169447e-07 3.856771837734856e-06
92 3.98321101271592e-06 3.880912631750638e-07 3.6164996265858602e-06
93 3.942458250329939e-06 3.9166673304067025e-07 3.5658942903596484e-06
94 3.9179459013614634e-06 3.756707656837421e-07 3.5964452746918062e-06
95 3.793508027305091e-06 3.032171493868222e-07 3.516186978304484e-06
96 3.805331546479774e-06 3.5734593602172336e-07 3.4018328380361815e-06
97 3.7226617315816716e-06 4.0692878514021814e-07 3.3344123776473645e-06
98 3.594718408081322e-06 3.991410069869265e-07 3.2226841003983977e-06
99 3.5599327080887225e-06 3.5440431684687787e-07 3.196659302095417e-06
100 3.4728379134537253e-06 3.927215142056126e-07 3.0856684217468138e-06
101 3.3882876213451347e-06 3.928344561561341e-07 3.020145588175181e-06
102 3.2446400595296077e-06 2.975422541880805e-07 2.9718965626323418e-06
103 3.1964098281823023e-06 3.047979890805275e-07 2.8944119637777195e-06
104 3.3885469366916653e-06 4.881829756941506e-07 2.8944936485306524e-06
105 3.215385005317356e-06 4.188160261051408e-07 2.791750524193251e-06
106 3.206743829444565e-06 5.044285908586822e-07 2.70768664101587e-06
107 3.163929463366045e-06 4.596979295633388e-07 2.7180499850190002e-06
108 3.0446195543527977e-06 4.435039561785603e-07 2.626979568917306e-06
109 3.066652418456589e-06 4.3962704941695415e-07 2.641023676610381e-06
110 2.9913656547615732e-06 3.7326675896862564e-07 2.649654140984646e-06
111 3.036838606863553e-06 4.17341769672592e-07 2.616457305960689e-06
112 3.1092615459295807e-06 4.783585683560201e-07 2.5951781727476978e-06
113 3.002121407368615e-06 4.1641602177734377e-07 2.5655700619755784e-06
114 2.906441074653451e-06 4.144505144831644e-07 2.5148016916131417e-06
115 2.9762005974469098e-06 5.075011103657296e-07 2.4662357973133e-06
116 2.966882456339064e-06 5.123286945178751e-07 2.498982535394304e-06
117 2.92680756548123e-06 4.0860690179045934e-07 2.5219339737775723e-06
118 2.8393393954403414e-06 3.4778151061517296e-07 2.4886988282589727e-06
119 2.8686525435183893e-06 4.245671149794346e-07 2.4889934097681254e-06
120 2.891119350182974e-06 3.714970521363003e-07 2.486006398497816e-06
121 3.034287386711471e-06 5.226479823332584e-07 2.5263603156304515e-06
122 2.991048525475392e-06 4.6785134693055464e-07 2.526913222975639e-06
123 2.9270205908687585e-06 4.172121183606535e-07 2.5198957548124425e-06
