ell R_ell F_ell N_ell
2 0.001858932017205496 3.2690283553266142e-06 0.0018556629888501694
3 0.00026106207626555583 -3.7503706235574906e-08 0.0002610995799717914
4 0.0002507025400830551 1.3027772194945731e-06 0.00024939976286356055
5 0.00021977787431941726 3.7204137712117054e-06 0.00021605746054820555
6 0.00015024665223027845 3.5157697932691992e-06 0.00014673088243700926
7 0.0001403734060913843 6.169407675268027e-07 0.00013975646532385748
8 0.00013177474537124598 1.4884005232935214e-06 0.00013028634484795246
9 0.00013227548505650947 2.846284289426868e-06 0.00012942920076708262
10 0.00011818823632693072 1.839994453459818e-06 0.00011634824187347091
11 9.120907347207227e-05 1.4833309830206254e-06 8.972574248905165e-05
12 9.475476769321978e-05 5.771424583115651e-07 9.417762523490822e-05
13 9.961002342291399e-05 4.063665336612357e-07 9.920365688925276e-05
14 8.459043755899899e-05 1.4907292792668662e-06 8.309970827973212e-05
15 8.256033777055398e-05 1.3313049432709151e-06 8.122903282728306e-05
16 7.517097888397332e-05 9.795174593569569e-07 7.419146142461637e-05
17 7.504061569382698e-05 1.8615640031030749e-06 7.31790516907239e-05
18 6.47773632412473e-05 9.725851742609213e-07 6.380477806698637e-05
19 5.611085758346515e-05 1.0345645441936603e-06 5.507629303927149e-05
20 5.2721679364629764e-05 1.1456348543372344e-06 5.157604451029253e-05
21 5.175717949659964e-05 5.614390778655545e-07 5.119574041873408e-05
22 5.093827840245661e-05 1.3751458848515277e-06 4.9563132517605084e-05
23 4.7533783238492944e-05 1.212074331970448e-06 4.632170890652249e-05
24 4.636134618861382e-05 5.153550467658615e-07 4.5845991141847956e-05
25 4.557512709262046e-05 1.0071154527589388e-06 4.4568011639861524e-05
26 4.218904587167711e-05 1.1959540593910516e-06 4.099309181228606e-05
27 4.038600650939853e-05 7.342897344753633e-07 3.965171677492317e-05
28 3.8719602127018675e-05 7.767556716257576e-07 3.7942846455392917e-05
29 3.662117006291692e-05 4.498678521736493e-07 3.617130221074327e-05
30 3.6920516481655376e-05 5.229754704946892e-07 3.6397541011160686e-05
31 3.5517804701200306e-05 7.418088327684146e-07 3.477599586843189e-05
32 3.557450900940272e-05 7.601519664512226e-07 3.4814357042951495e-05
33 3.322413080506407e-05 6.553287167549135e-07 3.256880208830916e-05
34 3.212709586927045e-05 5.105982016867743e-07 3.1616497667583674e-05
35 3.0247743510555732e-05 4.186048966680965e-07 2.9829138613887636e-05
36 3.157282700855822e-05 5.13568780423105e-07 3.105925822813512e-05
37 2.9651954125738613e-05 3.6795895232982534e-07 2.928399517340879e-05
38 3.0564087197979097e-05 5.595766711802558e-07 3.000451052679884e-05
39 2.8962671974828142e-05 5.437106224574877e-07 2.8418961352370656e-05
40 2.893807814952989e-05 3.9355477382081657e-07 2.8544523375709074e-05
41 2.798730833585237e-05 4.389240097818563e-07 2.7548384326070512e-05
42 2.759014999770692e-05 4.844625798375505e-07 2.710568741786937e-05
43 2.7069058440454178e-05 3.0575610631766135e-07 2.6763302334136517e-05
44 2.6330585985236527e-05 4.1957631816579414e-07 2.5911009667070733e-05
45 2.5444274580334532e-05 5.214386478288452e-07 2.4922835932505687e-05
46 2.494614928421567e-05 1.8601388152020905e-07 2.476013540269546e-05
47 2.503898959120514e-05 1.9482009952959627e-07 2.4844169491675545e-05
48 2.4836303449794254e-05 4.3369433327462784e-07 2.4402609116519628e-05
49 2.5441323447178555e-05 3.272092247747187e-07 2.5114114222403837e-05
50 2.5068648160538077e-05 3.928770166821553e-07 2.467577114385592e-05
51 2.4115335926300688e-05 3.6844159241716096e-07 2.3746894333883527e-05
52 2.366200138173463e-05 2.6034261534169274e-07 2.3401658766392936e-05
53 2.5840287586726856e-05 3.415976297886038e-07 2.549868995693825e-05
54 2.4248823565323955e-05 3.5722692226054647e-07 2.3891596643063408e-05
55 2.4097221732681888e-05 2.5768111682173185e-07 2.3839540615860157e-05
56 2.3535816750969937e-05 2.2514970084807482e-07 2.3310667050121863e-05
57 2.396960053304713e-05 3.27171861076729e-07 2.36424286719704e-05
58 2.3112278132332522e-05 2.375074376198479e-07 2.2874770694712674e-05
59 2.3815288819821895e-05 2.682299370431648e-07 2.354705888277873e-05
60 2.289763958868525e-05 2.702386871296916e-07 2.262740090155556e-05
61 2.327319768453926e-05 2.469734419110001e-07 2.302622424262826e-05
62 2.3684219018952194e-05 2.06064827520348e-07 2.3478154191431847e-05
63 2.3649163720049267e-05 1.9141850068698423e-07 2.3457745219362282e-05
64 2.3421438569704406e-05 1.9009013875941223e-07 2.3231348430944994e-05
65 2.2981936513866852e-05 1.7309124279180164e-07 2.280884527107505e-05
66 2.3091612563189575e-05 2.6078886084501446e-07 2.283082370234456e-05
67 2.2454372478628797e-05 1.8797153826528585e-07 2.226640094036351e-05
68 2.3011525317332305e-05 1.5382200874776015e-07 2.2857703308584546e-05
69 2.2333760254141482e-05 1.7253941517170856e-07 2.2161220838969775e-05
70 2.2731014459282465e-05 1.648257213199995e-07 2.2566188737962464e-05
71 2.265191341485938e-05 2.244745940809104e-07 2.2427438820778472e-05
72 2.215557573893811e-05 2.0872194567662873e-07 2.194685379326148e-05
73 2.341698624879717e-05 2.086205646693229e-07 2.3208365684127848e-05
74 2.2012748668683053e-05 1.483239362372712e-07 2.1864424732445784e-05
75 2.230363448080321e-05 1.9117578209978887e-07 2.211245869870342e-05
76 2.2455866818812395e-05 1.7717695559050766e-07 2.2278689863221885e-05
77 2.1376930978397807e-05 2.0328137663215884e-07 2.1173649601765647e-05
78 2.257686113158278e-05 1.691548710719244e-07 2.2407706260510857e-05
79 2.2090541540286572e-05 1.6748985893839955e-07 2.1923051681348173e-05
80 2.2804384916285173e-05 1.7291494987776239e-07 2.263146996640741e-05
81 2.1306638249484882e-05 1.7501506359542057e-07 2.113162318588946e-05
82 2.1364021566069857e-05 1.483777280279227e-07 2.1215643838041935e-05
83 2.179239439298183e-05 1.461135460190092e-07 2.1646280846962818e-05
84 2.144650241158626e-05 1.9023985914650817e-07 2.125626255243975e-05
85 2.2205907196971694e-05 1.4966653286626045e-07 2.2056240664105432e-05
86 2.2106959784030218e-05 1.8823109867906822e-07 2.191872868535115e-05
87 2.1932660642273193e-05 2.2074745211081066e-07 2.1711913190162383e-05
88 2.1549712469294868e-05 1.3810587815431653e-07 2.1411606591140553e-05
89 2.1409398174904995e-05 1.4663740580751384e-07 2.1262760769097483e-05
90 2.1629936033110748e-05 1.4398530574984e-07 2.1485950727360907e-05
91 2.1999457297887533e-05 1.3445660829002787e-07 2.1865000689597503e-05
92 2.1578235162859945e-05 1.686364843146596e-07 2.1409598678545284e-05
93 2.185330267014414e-05 1.1911584569934887e-07 2.1734186824444792e-05
94 2.19134625818663e-05 1.5290050674998233e-07 2.1760562075116317e-05
95 2.1996754261387967e-05 1.371887309398697e-07 2.18595655304481e-05
96 2.145148736883296e-05 1.478378566783995e-07 2.130364951215456e-05
97 2.170532014339186e-05 1.2050509019317252e-07 2.158481505319869e-05
98 2.2078413626035574e-05 2.0643788252051824e-07 2.1871975743515057e-05
99 2.1750413042685446e-05 1.5950717149515578e-07 2.159090587119029e-05
100 2.1365555596817854e-05 1.5292870079307759e-07 2.1212626896024776e-05
101 2.2190517773297303e-05 1.6386711840539187e-07 2.2026650654891912e-05
102 2.1435257612694676e-05 1.3656569552864198e-07 2.1298691917166034e-05
103 2.1753972313806027e-05 1.7399918395234196e-07 2.1579973129853684e-05
104 2.237292381181246e-05 1.4189943641095745e-07 2.2231024375401502e-05
105 2.163579058491814e-05 1.2321511991049926e-07 2.151257546500764e-05
106 2.157079941937342e-05 1.4051903874603347e-07 2.1430280380627386e-05
107 2.192694553604947e-05 1.7569069777190874e-07 2.175125483827756e-05
108 2.1613345959127524e-05 1.2197256897798032e-07 2.1491373390149544e-05
109 2.2079631806042657e-05 1.3194055367748315e-07 2.1947691252365175e-05
110 2.209160513327758e-05 1.2288885063712944e-07 2.196871628264045e-05
111 2.2468803679389256e-05 1.1071707685678106e-07 2.2358086602532476e-05
112 2.191610025601784e-05 1.519955692483995e-07 2.1764104686769443e-05
113 2.23344604371492e-05 1.0896288925460626e-07 2.2225497547894593e-05
114 2.2033455201681105e-05 1.1827658623833155e-07 2.1915178615442772e-05
115 2.1461888163458103e-05 1.3040582670709364e-07 2.133148233675101e-05
116 2.2333382621713858e-05 1.44425051150841e-07 2.2188957570563016e-05
117 2.2194124519972354e-05 1.4402861272882984e-07 2.2050095907243526e-05
118 2.1680289375426696e-05 1.5649534148965952e-07 2.1523794033937038e-05
119 2.2103631576527942e-05 1.4529885217909869e-07 2.1958332724348845e-05
120 2.2293834080212017e-05 1.5324582758098146e-07 2.2140588252631036e-05
121 2.2908495304455932e-05 1.2728063201157817e-07 2.2781214672444356e-05
122 2.2302501236133814e-05 1.4485896209661597e-07 2.21576422740372e-05
123 2.2198242393075717e-05 1.092504642402078e-07 2.208899192883551e-05
124 2.2307551668018333e-05 1.3731588282467012e-07 2.2170235785193663e-05
125 2.1998494129434423e-05 1.5702025026688972e-07 2.1841473879167534e-05
126 2.2517677749554597e-05 1.908769624858991e-07 2.2326800787068698e-05
127 2.2042359078559703e-05 3.5677982519011045e-07 2.168557925336959e-05
128 2.167197609560976e-05 3.814050459375434e-07 2.1290571049672217e-05
