ell R_ell F_ell N_ell
2 0.00011601668084417574 3.2690283553266142e-06 0.00011274765248884912
3 2.5668186181017484e-05 -3.750370623557485e-08 2.570568988725306e-05
4 3.074677767799331e-05 1.3027772194945731e-06 2.944400045849874e-05
5 2.6793435450277056e-05 3.720413771211705e-06 2.307302167906535e-05
6 2.4247101907044272e-05 3.5157697932691992e-06 2.0731332113775075e-05
7 2.1480947014408998e-05 6.169407675268027e-07 2.0864006246882195e-05
8 2.1761459586860773e-05 1.4884005232935214e-06 2.0273059063567253e-05
9 2.1902206654139728e-05 2.846284289426868e-06 1.905592236471286e-05
10 1.7352676076115013e-05 1.839994453459818e-06 1.5512681622655196e-05
11 1.5700523335350504e-05 1.4833309830206254e-06 1.421719235232988e-05
12 1.4908660068253573e-05 5.771424583115651e-07 1.4331517609942008e-05
13 1.494986105023843e-05 4.0636653366123577e-07 1.4543494516577194e-05
14 1.5016327997856177e-05 1.4907292792668687e-06 1.3525598718589309e-05
15 1.4431050480665673e-05 1.3313049432709151e-06 1.3099745537394758e-05
16 1.2860674002901023e-05 9.795174593569569e-07 1.1881156543544066e-05
17 1.3213376417136693e-05 1.861564003103074e-06 1.135181241403362e-05
18 1.1367418864709324e-05 9.725851742609213e-07 1.0394833690448401e-05
19 1.0290975254990467e-05 1.0345645441936603e-06 9.256410710796806e-06
20 1.019009017547398e-05 1.1456348543372344e-06 9.044455321136746e-06
21 9.311441803789814e-06 5.614390778655545e-07 8.75000272592426e-06
22 9.894540768588432e-06 1.3751458848515277e-06 8.519394883736905e-06
23 9.168355140746742e-06 1.212074331970447e-06 7.956280808776295e-06
24 8.459134997233417e-06 5.153550467658614e-07 7.943779950467555e-06
25 8.542277039440864e-06 1.0071154527589388e-06 7.535161586681925e-06
26 8.47923000673908e-06 1.1959540593910516e-06 7.283275947348028e-06
27 7.960975543982283e-06 7.342897344753633e-07 7.22668580950692e-06
28 7.706760877484349e-06 7.767556716257578e-07 6.9300052058585906e-06
29 7.001751135151301e-06 4.498678521736493e-07 6.551883282977652e-06
30 7.010551793428639e-06 5.229754704946892e-07 6.487576322933949e-06
31 7.105552187011303e-06 7.418088327684146e-07 6.3637433542428885e-06
32 7.142297063325095e-06 7.601519664512226e-07 6.382145096873872e-06
33 6.670482603698423e-06 6.553287167549138e-07 6.015153886943509e-06
34 6.2718682324852965e-06 5.105982016867743e-07 5.761270030798523e-06
35 5.930724153470698e-06 4.186048966680965e-07 5.5121192568026015e-06
36 6.367240230502212e-06 5.13568780423105e-07 5.853671450079107e-06
37 5.866127102335477e-06 3.679589523298255e-07 5.498168150005651e-06
38 6.134468988034816e-06 5.595766711802558e-07 5.57489231685456e-06
39 5.6893847689745604e-06 5.437106224574875e-07 5.145674146517073e-06
40 5.706739485487463e-06 3.9355477382081657e-07 5.313184711666647e-06
41 5.552762392490013e-06 4.389240097818563e-07 5.1138383827081566e-06
42 5.591862055517035e-06 4.844625798375505e-07 5.107399475679484e-06
43 5.2828463617212236e-06 3.0575610631766135e-07 4.977090255403562e-06
44 5.343462834860402e-06 4.1957631816579425e-07 4.923886516694608e-06
45 5.226618451053292e-06 5.214386478288452e-07 4.705179803224447e-06
46 4.861878270255583e-06 1.8601388152020905e-07 4.675864388735374e-06
47 4.978646198793861e-06 1.948200995295963e-07 4.783826099264265e-06
48 5.034643762851979e-06 4.33694333274628e-07 4.600949429577351e-06
49 5.0039503413947665e-06 3.272092247747187e-07 4.676741116620048e-06
50 5.072090582738657e-06 3.928770166821553e-07 4.679213566056502e-06
51 4.824970316510438e-06 3.6844159241716096e-07 4.456528724093277e-06
52 4.7421050942918206e-06 2.603426153416929e-07 4.4817624789501275e-06
53 5.106285759319305e-06 3.41597629788603e-07 4.7646881295307025e-06
54 4.812157255116805e-06 3.5722692226054647e-07 4.454930332856259e-06
55 4.815077525614568e-06 2.576811168217318e-07 4.557396408792836e-06
56 4.672169643181013e-06 2.2514970084807488e-07 4.447019942332938e-06
57 4.853261999635451e-06 3.2717186107672923e-07 4.526090138558722e-06
58 4.5727913810575504e-06 2.375074376198479e-07 4.335283943437702e-06
59 4.769543827749665e-06 2.682299370431648e-07 4.501313890706501e-06
60 4.521601738133901e-06 2.702386871296916e-07 4.251363051004209e-06
61 4.5405779355336006e-06 2.469734419110001e-07 4.2936044936226005e-06
62 4.618482088167289e-06 2.06064827520348e-07 4.4124172606469416e-06
63 4.6133319568129134e-06 1.9141850068698429e-07 4.421913456125929e-06
64 4.570918598371652e-06 1.9009013875941223e-07 4.38082845961224e-06
65 4.427115132798415e-06 1.7309124279180164e-07 4.254023890006613e-06
66 4.520337014777476e-06 2.6078886084501446e-07 4.2595481539324614e-06
67 4.4201076395298484e-06 1.8797153826528585e-07 4.232136101264562e-06
68 4.393833733913345e-06 1.5382200874776015e-07 4.240011725165585e-06
69 4.397031196830276e-06 1.7253941517170854e-07 4.224491781658567e-06
70 4.3501532276345625e-06 1.648257213199995e-07 4.185327506314563e-06
71 4.4426510884804425e-06 2.244745940809104e-07 4.218176494399532e-06
72 4.365618788707688e-06 2.0872194567662876e-07 4.156896843031059e-06
73 4.498675688353158e-06 2.086205646693229e-07 4.290055123683836e-06
74 4.266101176142749e-06 1.483239362372712e-07 4.117777239905478e-06
75 4.350294380271467e-06 1.9117578209978887e-07 4.159118598171679e-06
76 4.3460601245781995e-06 1.771769555905077e-07 4.168883168987692e-06
77 4.221484230409913e-06 2.032813766321588e-07 4.018202853777754e-06
78 4.445945364551042e-06 1.691548710719244e-07 4.276790493479118e-06
79 4.266199209978412e-06 1.6748985893839952e-07 4.098709351040012e-06
80 4.387301546244821e-06 1.7291494987776239e-07 4.214386596367059e-06
81 4.208790859687206e-06 1.7501506359542057e-07 4.0337757960917854e-06
82 4.217270693308823e-06 1.483777280279227e-07 4.0688929652809e-06
83 4.225515798903565e-06 1.461135460190092e-07 4.079402252884556e-06
84 4.185353957917641e-06 1.9023985914650817e-07 3.995114098771133e-06
85 4.307470448876466e-06 1.4966653286626045e-07 4.1578039160102055e-06
86 4.271915328808857e-06 1.8823109867906822e-07 4.083684230129789e-06
87 4.3437456542540136e-06 2.2074745211081066e-07 4.122998202143203e-06
88 4.097198272483046e-06 1.3810587815431653e-07 3.959092394328729e-06
89 4.109074942927331e-06 1.4663740580751384e-07 3.9624375371198175e-06
90 4.233169099164022e-06 1.4398530574984e-07 4.089183793414182e-06
91 4.262796771877551e-06 1.3445660829002787e-07 4.128340163587523e-06
92 4.1669152327365825e-06 1.686364843146596e-07 3.998278748421923e-06
93 4.157089865251385e-06 1.1911584569934887e-07 4.037974019552037e-06
94 4.231071235039754e-06 1.5290050674998267e-07 4.078170728289771e-06
95 4.213568559352264e-06 1.3718873093986982e-07 4.076379828412394e-06
96 4.1129881282681075e-06 1.4783785667839947e-07 3.965150271589708e-06
97 4.136515393610213e-06 1.2050509019317252e-07 4.016010303417041e-06
98 4.28503739123674e-06 2.0643788252051824e-07 4.078599508716222e-06
99 4.168179888083689e-06 1.5950717149515578e-07 4.008672716588533e-06
100 4.068737526791186e-06 1.5292870079307759e-07 3.915808825998108e-06
101 4.211854517522943e-06 1.6386711840539187e-07 4.047987399117551e-06
102 4.096246427146581e-06 1.3656569552864198e-07 3.959680731617939e-06
103 4.176415189470933e-06 1.7399918395234196e-07 4.002416005518591e-06
