ell R_ell F_ell N_ell
2 0.00014800942594920432 3.2690283553266142e-06 0.00014474039759387772
3 2.211599073380787e-05 -3.750370623557486e-08 2.2153494440043446e-05
4 2.8538168800337213e-05 1.3027772194945731e-06 2.723539158084264e-05
5 2.488202400391074e-05 3.720413771211705e-06 2.1161610232699034e-05
6 2.1928308184294298e-05 3.5157697932691992e-06 1.8412538391025097e-05
7 1.903176596187038e-05 6.169407675268027e-07 1.841482519434358e-05
8 1.8564174247222795e-05 1.4884005232935214e-06 1.7075773723929274e-05
9 1.954938059917081e-05 2.846284289426868e-06 1.670309630974394e-05
10 1.4958046346685948e-05 1.839994453459818e-06 1.311805189322613e-05
11 1.3082439671906048e-05 1.4833309830206254e-06 1.1599108688885422e-05
12 1.2622993767851953e-05 5.771424583115651e-07 1.2045851309540388e-05
13 1.335198663546727e-05 4.0636653366123577e-07 1.2945620101806035e-05
14 1.2194228582019263e-05 1.4907292792668692e-06 1.0703499302752393e-05
15 1.2218971110222653e-05 1.3313049432709151e-06 1.0887666166951738e-05
16 1.0766174077635548e-05 9.795174593569569e-07 9.786656618278591e-06
17 1.1233105722259178e-05 1.861564003103074e-06 9.371541719156104e-06
18 9.409910332214857e-06 9.725851742609213e-07 8.437325157953935e-06
19 8.434928127852162e-06 1.0345645441936603e-06 7.400363583658502e-06
20 8.332550795882791e-06 1.1456348543372344e-06 7.186915941545556e-06
21 7.714398533883662e-06 5.614390778655545e-07 7.152959456018108e-06
22 8.283234500627243e-06 1.3751458848515277e-06 6.908088615775715e-06
23 7.690411652503413e-06 1.212074331970447e-06 6.478337320532966e-06
24 6.790727223712815e-06 5.153550467658614e-07 6.275372176946953e-06
25 6.924119754996511e-06 1.0071154527589388e-06 5.917004302237572e-06
26 7.18357218065967e-06 1.1959540593910516e-06 5.987618121268618e-06
27 6.507971565185076e-06 7.342897344753633e-07 5.773681830709713e-06
28 6.188597345347063e-06 7.767556716257578e-07 5.411841673721305e-06
29 5.720858378855156e-06 4.498678521736493e-07 5.270990526681507e-06
30 5.622166604289842e-06 5.229754704946892e-07 5.099191133795152e-06
31 5.801917662194816e-06 7.418088327684146e-07 5.060108829426401e-06
32 5.826839588057526e-06 7.601519664512226e-07 5.066687621606304e-06
33 5.484920097067156e-06 6.553287167549138e-07 4.8295913803122426e-06
34 4.9844470842443125e-06 5.105982016867743e-07 4.473848882557538e-06
35 4.7590759900138865e-06 4.186048966680965e-07 4.34047109334579e-06
36 4.9873990444882105e-06 5.13568780423105e-07 4.4738302640651054e-06
37 4.696449869435769e-06 3.679589523298254e-07 4.328490917105944e-06
38 4.963120193729387e-06 5.595766711802558e-07 4.403543522549131e-06
39 4.6913359534919455e-06 5.437106224574875e-07 4.147625331034458e-06
40 4.556760055017127e-06 3.935547738208165e-07 4.16320528119631e-06
41 4.399475599558355e-06 4.389240097818563e-07 3.960551589776498e-06
42 4.54654599231094e-06 4.844625798375506e-07 4.06208341247339e-06
43 4.235809634408829e-06 3.0575610631766135e-07 3.930053528091168e-06
44 4.253350809632201e-06 4.1957631816579425e-07 3.833774491466407e-06
45 4.19621316547076e-06 5.214386478288452e-07 3.6747745176419148e-06
46 3.825790826461429e-06 1.8601388152020905e-07 3.6397769449412197e-06
47 3.875584526488145e-06 1.948200995295963e-07 3.6807644269585485e-06
48 4.0176289053642195e-06 4.33694333274628e-07 3.5839345720895917e-06
49 3.996192469316138e-06 3.272092247747187e-07 3.6689832445414194e-06
50 4.115982338278604e-06 3.9287701668215537e-07 3.723105321596448e-06
51 3.900595311818458e-06 3.6844159241716096e-07 3.5321537194012973e-06
52 3.7758825109192196e-06 2.6034261534169285e-07 3.515539895577527e-06
53 4.081522118212002e-06 3.4159762978860304e-07 3.739924488423399e-06
54 3.891391848589394e-06 3.5722692226054647e-07 3.534164926328848e-06
55 3.88068797627587e-06 2.576811168217318e-07 3.6230068594541383e-06
56 3.742118155814979e-06 2.2514970084807488e-07 3.5169684549669043e-06
57 3.8979589792725745e-06 3.271718610767292e-07 3.5707871181958453e-06
58 3.7193361582463136e-06 2.375074376198479e-07 3.481828720626466e-06
59 3.836846100331886e-06 2.6822993704316485e-07 3.5686161632887217e-06
60 3.645362839723334e-06 2.702386871296916e-07 3.3751241525936422e-06
61 3.6640314408821273e-06 2.4697344191100006e-07 3.4170579989711273e-06
62 3.7180936839352778e-06 2.06064827520348e-07 3.5120288564149297e-06
63 3.6829638378007605e-06 1.9141850068698429e-07 3.4915453371137764e-06
64 3.695675740806081e-06 1.9009013875941223e-07 3.505585602046669e-06
