ell R_ell F_ell N_ell
2 0.0007257125263616288 0.000703794333019149 2.0546434955307522e-05
3 0.00016555862099142124 0.00012452328797522803 2.751628561593518e-05
4 0.00010853173098101474 8.580626410531467e-05 2.042377154019932e-05
5 5.518522756290661e-05 3.0809120345375933e-05 2.2153545303300293e-05
6 5.833250577136709e-05 3.796039463010097e-05 2.3048829736011005e-05
7 5.555459005189465e-05 3.566687682797705e-05 2.141303189937738e-05
8 3.934353719291328e-05 1.545061772218136e-05 2.167329897358394e-05
9 3.425896724832387e-05 1.393590585996102e-05 2.181149617293046e-05
10 3.079699604679595e-05 1.0022693345519414e-05 2.1487363904361563e-05
11 3.145954886090589e-05 1.0768523847480574e-05 2.123538823482428e-05
12 3.316346005942754e-05 1.2801360936001618e-05 2.033951562567926e-05
13 3.0026756461536057e-05 1.0108102710993238e-05 2.233422198751496e-05
14 2.7099894944342953e-05 6.646239668706145e-06 2.177247041870244e-05
15 3.0325498392543356e-05 6.424278764941271e-06 2.320021210973871e-05
16 2.8984835307130264e-05 7.151001345477356e-06 2.2395047330685125e-05
17 2.72083292685369e-05 4.616249855375921e-06 2.1568800115042815e-05
18 2.689284598223613e-05 5.23868999922469e-06 2.147189295848521e-05
19 2.4877933158748162e-05 3.903085298665665e-06 2.1827317551984968e-05
20 2.628574585425041e-05 4.252642661295755e-06 2.166815277925604e-05
21 2.4540239002077934e-05 3.2507530859302593e-06 2.1109912949698594e-05
22 2.446899583171155e-05 1.8896712650963033e-06 2.244454399187015e-05
23 2.531303692357431e-05 3.4654046195370903e-06 2.2117075738794012e-05
24 2.4350317487727656e-05 1.4661718108331114e-06 2.2414644258907375e-05
25 2.320268328736416e-05 2.314736673241612e-06 2.092839177258896e-05
26 2.284660979767265e-05 2.5674905602033443e-06 2.0276289308294505e-05
27 2.509024208757667e-05 2.7866422963653133e-06 2.2535000806938216e-05
28 2.5225099180215022e-05 2.106559401138272e-06 2.2845666075952866e-05
29 2.2932170558204885e-05 1.6522902303048766e-06 2.1691184803369937e-05
30 2.339481747344996e-05 1.3513739882781275e-06 2.2030832665951167e-05
31 2.4068513964967896e-05 1.0852777709309223e-06 2.306178016373349e-05
32 2.3645306585194204e-05 1.276027784971513e-06 2.2330096043160653e-05
33 2.3436812481588045e-05 1.628489741540417e-06 2.1733444172090943e-05
34 2.3176982219654403e-05 1.789089666264465e-06 2.187221377983242e-05
35 2.3337393704634036e-05 1.534412443923745e-06 2.175125490013119e-05
36 2.3622824163879167e-05 9.905784648989835e-07 2.243010046329653e-05
37 2.290853018796368e-05 1.1292590117239351e-06 2.1805501396774365e-05
38 2.3332590267490498e-05 1.091961692173226e-06 2.197762729843006e-05
39 2.212053656627465e-05 1.3898179817861212e-06 2.101490588268415e-05
40 2.2185190252690475e-05 1.2763960362540468e-06 2.0918022903496118e-05
41 2.146140793503755e-05 9.073797125822886e-07 2.060769437693889e-05
42 2.057480429783956e-05 6.577929457648816e-07 2.0086526761718426e-05
43 1.9217417081478745e-05 7.832272737119432e-07 1.8607278113234638e-05
44 1.9489952942566764e-05 1.1273344647441304e-06 1.8321430140574834e-05
45 1.9404168637382663e-05 1.1106613942739766e-06 1.828287461698447e-05
46 1.838150266032869e-05 1.0394977455408834e-06 1.739685954207082e-05
47 1.8350824292852286e-05 9.328336988068942e-07 1.741321193109769e-05
48 1.7570807998270663e-05 9.151350538063669e-07 1.6657019098672872e-05
49 1.708324704505805e-05 8.857079694557437e-07 1.6103641792284253e-05
50 1.6601314185465966e-05 7.874854665633305e-07 1.577727983799967e-05
51 1.6802002801963383e-05 1.6223796372197138e-06 1.5233923577596134e-05
52 1.6097643691656738e-05 8.936960685006946e-07 1.524971449795723e-05
53 1.5509921435928755e-05 6.439082771516577e-07 1.483964218199203e-05
54 1.5917182338766085e-05 1.4230560087965494e-06 1.4739058633032451e-05
55 1.56239788288968e-05 1.0972664438365556e-06 1.4599559914816973e-05
56 1.5013805856480392e-05 6.752669401326592e-07 1.428471564059855e-05
57 1.5241634549055963e-05 8.959039059863207e-07 1.4401810535281442e-05
58 1.5117041522471475e-05 9.523997251868213e-07 1.4150124615832945e-05
59 1.5291320332325742e-05 8.97309634982221e-07 1.4387347622875619e-05
60 1.4757649356537033e-05 1.1033848639462876e-06 1.3756812561153713e-05
61 1.4839907984492235e-05 9.7033012811268e-07 1.401456217945462e-05
62 1.4672436114134903e-05 6.472147436370697e-07 1.4000306285666698e-05
63 1.495030677903083e-05 8.061089100430762e-07 1.4125010349983341e-05
64 1.4832069977002335e-05 7.288701227076111e-07 1.422123429808211e-05
65 1.4973073963781631e-05 6.610742230069286e-07 1.4267396620804896e-05
66 1.460266427892981e-05 7.833571002569252e-07 1.3890328721407819e-05
67 1.5148431760571136e-05 1.0073181125523696e-06 1.4102583376891734e-05
68 1.4858510075968295e-05 5.919132486012402e-07 1.4325246347695983e-05
69 1.5091244562469226e-05 6.767771513732397e-07 1.4419861004306867e-05
70 1.4770883049649178e-05 6.796859245176069e-07 1.4157911859775008e-05
71 1.5119109927593658e-05 8.269433149631865e-07 1.4336439070801328e-05
72 1.4817353172131235e-05 6.492351038968369e-07 1.4032741064318624e-05
73 1.4585074762192942e-05 5.461843644145812e-07 1.4051839708189607e-05
74 1.4359448995748414e-05 5.782519174557936e-07 1.3798066865810426e-05
75 1.4884710425632805e-05 8.358694170814043e-07 1.4079784870414551e-05
76 1.44146006080779e-05 5.849118253924673e-07 1.3836575642900422e-05
77 1.3906941548486864e-05 5.846458415020665e-07 1.3356979341008904e-05
78 1.4152127715784965e-05 5.560559634247982e-07 1.3567778674119242e-05
79 1.4004267604442352e-05 7.543663806019272e-07 1.3236167286217281e-05
80 1.3392380796561303e-05 6.805328489747207e-07 1.2809417261211543e-05
81 1.3352629154868442e-05 7.767930014279135e-07 1.2560330910296311e-05
82 1.2667034572778924e-05 5.93815691991544e-07 1.2029907104010237e-05
83 1.2179501219004433e-05 4.507185283956329e-07 1.1775498980944867e-05
84 1.219114075302282e-05 4.769258735223573e-07 1.1703525977369092e-05
85 1.2058616357237139e-05 7.266107800335846e-07 1.1360422748329164e-05
86 1.1729783566336589e-05 6.444125866888459e-07 1.112963568414659e-05
87 1.1379993385963366e-05 6.20683144903116e-07 1.0744873940022812e-05
88 1.0891230237348856e-05 6.325698825053043e-07 1.0234914010940665e-05
89 1.0779732639802507e-05 6.253542809577683e-07 1.0262807915776781e-05
90 1.032585791074753e-05 4.7616849084036165e-07 9.869040844840361e-06
91 1.053365484283719e-05 5.579869367640261e-07 9.827091625604084e-06
92 9.868142033765538e-06 6.992104796529288e-07 9.201937031893977e-06
93 9.677181153879055e-06 7.35446736232761e-07 8.97782430755065e-06
94 9.633606543946387e-06 7.322894294251555e-07 9.040465485692868e-06
95 9.187661048084682e-06 5.765886751971868e-07 8.675111440369977e-06
96 9.192359403131138e-06 7.439457829672692e-07 8.35929495241168e-06
97 8.815045228278028e-06 7.572715157017691e-07 8.109804654050438e-06
98 8.493931794087437e-06 7.034685539326491e-07 7.829848049911307e-06
99 8.30572328021693e-06 6.434667442692159e-07 7.658334565855545e-06
100 8.095239806808157e-06 8.153018493767546e-07 7.302504381275844e-06
101 7.887238265261625e-06 7.927736329590681e-07 7.160961497206567e-06
102 7.495396464601188e-06 5.605504660219095e-07 6.984604076837731e-06
103 7.363326907267539e-06 6.595270396264258e-07 6.693196654789588e-06
104 7.603428941099582e-06 9.59617960723188e-07 6.653884663176858e-06
105 7.155957435431199e-06 7.898591832001079e-07 6.352644406814303e-06
106 7.008326881311246e-06 8.973701982386656e-07 6.118709029165301e-06
107 6.907462181684018e-06 8.446088701235777e-07 6.097033472291527e-06
108 6.697973217567024e-06 9.306196479240426e-07 5.825652678716682e-06
109 6.733335113421075e-06 9.238163064034369e-07 5.873311170128225e-06
110 6.447407957564197e-06 7.286209494803867e-07 5.7883711022917935e-06
111 6.5355555978463734e-06 8.042129739393521e-07 5.700662483842721e-06
112 6.608004053298158e-06 9.093572234326729e-07 5.624871337457821e-06
113 6.389137988700376e-06 8.657895825863746e-07 5.517649463056217e-06
114 6.187209866285181e-06 8.057216561298512e-07 5.4066845599328e-06
115 6.250186314194065e-06 9.962829764974804e-07 5.294827077854762e-06
116 6.149485354491296e-06 1.0165830625712952e-06 5.243783376518773e-06
117 6.147480595997202e-06 8.369259847348218e-07 5.295228718866715e-06
118 5.87588787729339e-06 6.635512686630164e-07 5.2025461395325935e-06
119 6.030087280281538e-06 8.472262341845945e-07 5.251066486415004e-06
120 5.961001169224392e-06 6.766439359472524e-07 5.222003784357792e-06
121 6.314290550211698e-06 1.0513499296326935e-06 5.2684144581354134e-06
122 6.263740973348291e-06 9.534504231872712e-07 5.3258045524978626e-06
123 6.025778839580318e-06 7.908181767464751e-07 5.251390388780424e-06
124 6.125061737277817e-06 8.401402157668312e-07 5.270220159472717e-06
125 6.119925361176834e-06 6.727296286874905e-07 5.39497035535729e-06
126 6.254433861736807e-06 7.765841270635199e-07 5.380584030100626e-06
127 6.0131748755269925e-06 8.208004804831378e-07 5.2449764731848915e-06
128 5.908555977426398e-06 6.617817437028918e-07 5.251524552532778e-06
129 5.924559168418493e-06 7.0402162246992e-07 5.262744729536452e-06
130 6.1703354251359565e-06 6.994090767868952e-07 5.455396633149282e-06
131 6.167396891858956e-06 8.277985518148574e-07 5.350685293363906e-06
132 6.1378933169919036e-06 7.558957786721593e-07 5.46177603902777e-06
133 6.048061148479254e-06 6.562733131153264e-07 5.448975617388057e-06
134 6.005791341629339e-06 5.733184917537857e-07 5.425110298145274e-06
135 6.171991020806632e-06 8.249188947733469e-07 5.416959425768302e-06
136 6.297499766882677e-06 6.853752985690714e-07 5.600032939889629e-06
137 6.034522087922052e-06 5.992223601997849e-07 5.424385306749119e-06
138 6.168885591217156e-06 5.943256396123971e-07 5.604220120249481e-06
139 6.095904818938215e-06 5.432787802889315e-07 5.5932319258927665e-06
140 6.0956232184357034e-06 6.165579547661233e-07 5.512604765357631e-06
141 6.3063914181934525e-06 6.127284661284059e-07 5.669814900938385e-06
142 6.157215686362845e-06 4.358545973579937e-07 5.6739502140454605e-06
143 6.131546947432508e-06 4.711096683890704e-07 5.648763818417357e-06
144 6.144367652655014e-06 6.173307225155523e-07 5.544664890982117e-06
145 6.274086270264575e-06 5.833103321102288e-07 5.69662068052156e-06
146 6.134637575268813e-06 4.848409788171453e-07 5.630723463105723e-06
147 6.249024696735195e-06 5.665183815216406e-07 5.696101487449402e-06
148 6.339609333792019e-06 5.139485024564817e-07 5.806154319109479e-06
149 6.304358647694059e-06 4.977674496697788e-07 5.787877972618818e-06
150 6.019314062302375e-06 4.2045914796029917e-07 5.618093009208973e-06
151 6.010232137973114e-06 4.6500474904938527e-07 5.568656803573233e-06
152 6.4039001288459134e-06 5.633941805039316e-07 5.841292757115047e-06
153 6.251597383546875e-06 5.047220329768853e-07 5.756588464547543e-06
154 6.2311375458652176e-06 4.2227869700673717e-07 5.83213609135066e-06
155 6.107637025986848e-06 3.8714964321608467e-07 5.724831706099976e-06
156 6.218725475281903e-06 3.9400886764627056e-07 5.833679890389613e-06
157 6.2825379744198e-06 4.4372611953925354e-07 5.827633143504615e-06
158 6.124465613449933e-06 3.801185990064299e-07 5.742918348304462e-06
159 6.213013924478955e-06 4.393856178481333e-07 5.7960374214175036e-06
160 6.14226293478864e-06 4.2083428704739655e-07 5.7514180825057835e-06
161 6.0841693612719275e-06 4.1611646643252127e-07 5.710284927416581e-06
162 6.2483348108991515e-06 3.9404213556106765e-07 5.823245466029581e-06
163 6.300632942160963e-06 5.124384637142937e-07 5.790451928009782e-06
164 6.312176273139708e-06 4.6839105705540596e-07 5.844188024547731e-06
165 6.229290356994279e-06 4.870984641879394e-07 5.758308188081209e-06
166 6.483485978114626e-06 4.945822801394218e-07 5.93020642449733e-06
167 6.268691408174994e-06 4.175221687976833e-07 5.848160484577074e-06
168 6.22200845094303e-06 3.914876445057745e-07 5.873196825491934e-06
169 6.2859252660616794e-06 4.815608450551097e-07 5.776631610217479e-06
170 6.007910398700723e-06 3.4037205468550774e-07 5.716513217115966e-06
171 6.21730409983445e-06 3.238773688353679e-07 5.917614062935014e-06
172 6.130980233507906e-06 3.8380761338211236e-07 5.76738827476902e-06
173 6.160948279384274e-06 4.256125225553218e-07 5.7705251305655185e-06
174 6.187262571459921e-06 3.8291771571137587e-07 5.8363971227088066e-06
175 6.143125179894639e-06 3.704554891419172e-07 5.7956393004495855e-06
176 6.209535080389832e-06 4.1169306061308206e-07 5.800624991596321e-06
177 6.325293165452489e-06 3.8691156132566623e-07 5.894690006851914e-06
178 6.202822220954296e-06 3.097522557297838e-07 5.869293422458662e-06
179 6.224393731621732e-06 3.1623134251191936e-07 5.9017587777348416e-06
180 6.2190928744818775e-06 3.059747261736498e-07 5.8891132512461765e-06
181 6.241435202663836e-06 3.356856010707261e-07 5.8889516278578155e-06
