ell R_ell F_ell N_ell
2 0.0004547663362106556 0.00042150131490893033 1.799904750550243e-05
3 0.00011944698906886826 9.309277714055511e-05 1.9452860230308562e-05
4 7.753031285042666e-05 6.108338980480651e-05 1.6286749715811506e-05
5 2.981754825101522e-05 1.341056447254202e-05 1.638464972180366e-05
6 3.732005594813968e-05 2.322907679669127e-05 1.4826702999629264e-05
7 3.819131233351569e-05 2.419127276743258e-05 1.4095899004702038e-05
8 2.482595327441519e-05 1.0621949240645467e-05 1.4427404730073008e-05
9 2.610951660498774e-05 1.2647357269370808e-05 1.3739056982395219e-05
10 2.455910385784155e-05 9.647390523731259e-06 1.4023974148712237e-05
11 2.0738174462739554e-05 5.925114056444007e-06 1.448203587623303e-05
12 2.2132487336338623e-05 9.298407459276043e-06 1.3420913536214742e-05
13 2.066714201651847e-05 7.043893084845832e-06 1.3948357922596873e-05
14 1.6978629852818704e-05 4.12985649321116e-06 1.3113532212187156e-05
15 1.7776399569533738e-05 4.469190057904125e-06 1.3450885931709543e-05
16 1.858371342664197e-05 5.757961565860791e-06 1.3102866896237684e-05
17 1.668121909471056e-05 3.6760356566358378e-06 1.2724633983522344e-05
18 1.7402637355711774e-05 4.6297161435767995e-06 1.2882788452090788e-05
19 1.5226057841274637e-05 2.8677331535848965e-06 1.2553240734236754e-05
20 1.4708233092371626e-05 2.7916971822430324e-06 1.2023301826658381e-05
21 1.3483619785225054e-05 2.0681104362810306e-06 1.1170879025749576e-05
22 1.3657862730526987e-05 1.6127834937651327e-06 1.1963860616359206e-05
23 1.4797585633080044e-05 3.138319405838836e-06 1.1829519840718457e-05
24 1.2313863428492497e-05 1.0792030709729521e-06 1.1178694364447424e-05
25 1.2363669221133933e-05 1.5931415171701443e-06 1.0745803294806458e-05
26 1.2080171243381537e-05 1.6908207404901553e-06 1.0487221970626268e-05
27 1.2411381674358138e-05 1.8447005588450481e-06 1.0704020134020869e-05
28 1.1957905883572585e-05 1.402120732129481e-06 1.0570912194665146e-05
29 1.1016371565303403e-05 1.1653985641238048e-06 1.0070793073263455e-05
30 1.0787437275780454e-05 9.508318232556344e-07 9.91750002882761e-06
31 1.043733695923364e-05 7.452360611820663e-07 9.789686186912669e-06
32 1.0526108075963218e-05 9.314244220402695e-07 9.559582607474137e-06
