ell R_ell F_ell N_ell
2 7.534422389153543e-05 3.2690283553266142e-06 7.207519553620881e-05
3 1.8985776822355586e-05 -3.7503706235574846e-08 1.902328052859116e-05
4 2.3178227176568292e-05 1.3027772194945731e-06 2.187544995707372e-05
5 2.0786160345667297e-05 3.720413771211705e-06 1.706574657445559e-05
6 1.9266342486071683e-05 3.5157697932691992e-06 1.5750572692802486e-05
7 1.670068001251686e-05 6.169407675268027e-07 1.6083739244990056e-05
8 1.715160284713912e-05 1.4884005232935214e-06 1.56632023238456e-05
9 1.7459748348247326e-05 2.846284289426868e-06 1.4613464058820458e-05
10 1.3572677005144694e-05 1.839994453459818e-06 1.1732682551684876e-05
11 1.25607112420565e-05 1.4833309830206254e-06 1.1077380259035874e-05
12 1.1673750388147571e-05 5.771424583115651e-07 1.1096607929836005e-05
13 1.1632596235656746e-05 4.0636653366123577e-07 1.1226229701995511e-05
14 1.2090857016887142e-05 1.4907292792668702e-06 1.0600127737620273e-05
15 1.1453019031048998e-05 1.3313049432709151e-06 1.0121714087778082e-05
16 1.0208137984679773e-05 9.795174593569569e-07 9.228620525322817e-06
17 1.0712009326223816e-05 1.861564003103074e-06 8.850445323120742e-06
18 9.089524541464853e-06 9.725851742609213e-07 8.116939367203931e-06
19 8.266124420755838e-06 1.0345645441936603e-06 7.231559876562178e-06
20 8.218492511587589e-06 1.1456348543372344e-06 7.072857657250355e-06
21 7.3825452453588436e-06 5.614390778655545e-07 6.821106167493289e-06
22 8.066493848713583e-06 1.3751458848515277e-06 6.691347963862055e-06
23 7.425352198099307e-06 1.212074331970447e-06 6.213277866128859e-06
24 6.700513060326458e-06 5.153550467658614e-07 6.185158013560597e-06
25 6.891979208394371e-06 1.0071154527589388e-06 5.884863755635432e-06
26 6.9202945211976725e-06 1.1959540593910516e-06 5.724340461806621e-06
27 6.396860095544909e-06 7.342897344753633e-07 5.662570361069546e-06
28 6.1984419790867825e-06 7.767556716257578e-07 5.4216863074610245e-06
