2  112.3	2.082543e+00	8.183908e+00	7.505009e-01	1.041645e+00	1.204077e-01	6.853754e-01	
3  56.0291	2.089776e+00	7.968427e+00	5.712222e-01	1.041645e+00	9.662492e-02	6.853754e-01	
1  50.5395	2.048737e+00	8.155803e+00	5.395411e-01	1.041645e+00	9.528410e-02	6.853754e-01	
4  50.2362	2.113852e+00	6.749486e+00	6.826268e-01	1.041645e+00	9.281336e-02	6.853754e-01	
3  18.0378	2.054965e+00	6.276359e+00	5.729411e-01	1.041645e+00	7.787599e-02	6.853754e-01	
6  5.33908	2.069185e+00	6.051453e+00	4.632243e-01	1.041645e+00	6.815762e-02	6.853754e-01	
1  5.26726	2.051235e+00	6.141651e+00	4.590482e-01	1.041645e+00	6.875703e-02	6.853754e-01	
8  5.05062	2.016152e+00	6.775408e+00	3.984399e-01	1.041645e+00	7.017990e-02	6.853754e-01	
7  1.65502	2.002704e+00	6.596654e+00	3.675579e-01	1.041645e+00	6.647204e-02	6.853754e-01	
4  -0.194563	1.962526e+00	9.360969e+00	1.437227e-01	1.041645e+00	6.704344e-02	6.853754e-01	
1  0.524488	1.972523e+00	8.502502e+00	2.079575e-01	1.041645e+00	6.736203e-02	6.853754e-01	
3  0.385798	2.008950e+00	8.496864e+00	1.612445e-01	1.041645e+00	6.336623e-02	6.853754e-01	
3  -0.904554	1.941655e+00	9.209722e+00	1.164384e-01	1.041645e+00	6.372304e-02	6.853754e-01	
11  -2.38801	1.936493e+00	1.106917e+01	3.416955e-02	1.041645e+00	6.654758e-02	6.853754e-01	
22  -2.56314	1.870393e+00	1.007303e+01	3.810778e-02	1.041645e+00	6.151057e-02	6.853754e-01	
14  -1.5992	1.811188e+00	1.016132e+01	7.089247e-02	1.041645e+00	6.501908e-02	6.853754e-01	
12  -3.67036	1.844144e+00	1.158009e+01	2.283726e-03	1.041645e+00	6.615231e-02	6.853754e-01	
11  -2.82385	1.819233e+00	1.140332e+01	2.162129e-02	1.041645e+00	6.713511e-02	6.853754e-01	
12  -2.38874	1.809355e+00	1.076352e+01	4.538092e-02	1.041645e+00	6.595341e-02	6.853754e-01	
5  -2.40467	1.864637e+00	1.034545e+01	6.171587e-02	1.041645e+00	6.518923e-02	6.853754e-01	
33  -3.30777	1.902516e+00	1.149556e+01	6.766846e-03	1.041645e+00	6.614905e-02	6.853754e-01	
14  0.165436	1.921673e+00	8.393714e+00	1.517163e-01	1.041645e+00	6.195509e-02	6.853754e-01	
47  -3.54345	1.902942e+00	1.043350e+01	7.770180e-03	1.041645e+00	6.062385e-02	6.853754e-01	
2  -3.82861	1.844982e+00	1.095659e+01	1.502728e-02	1.041645e+00	6.407278e-02	6.853754e-01	
6  -1.47105	1.868041e+00	1.221389e+01	3.238007e-03	1.041645e+00	6.967711e-02	6.853754e-01	
4  -1.76244	1.835624e+00	1.165858e+01	2.738337e-02	1.041645e+00	6.912196e-02	6.853754e-01	
6  -2.24762	1.859930e+00	1.008220e+01	6.380607e-02	1.041645e+00	6.392067e-02	6.853754e-01	
12  -1.93417	1.875834e+00	9.835326e+00	6.332735e-02	1.041645e+00	6.251314e-02	6.853754e-01	
7  -3.13568	1.876278e+00	1.028435e+01	2.237545e-03	1.041645e+00	5.934023e-02	6.853754e-01	
20  -2.86125	1.914707e+00	1.023283e+01	4.049720e-02	1.041645e+00	6.259080e-02	6.853754e-01	
1  -2.77495	1.981869e+00	1.078971e+01	1.683133e-02	1.041645e+00	6.335508e-02	6.853754e-01	
6  -1.57639	2.007108e+00	1.145084e+01	6.294144e-03	1.041645e+00	6.586135e-02	6.853754e-01	
11  -2.58863	1.954023e+00	1.137846e+01	1.294099e-02	1.041645e+00	6.613456e-02	6.853754e-01	
6  -2.95296	1.982109e+00	1.071148e+01	1.045208e-02	1.041645e+00	6.233323e-02	6.853754e-01	
29  -1.23763	2.036275e+00	1.090874e+01	2.217903e-02	1.041645e+00	6.450666e-02	6.853754e-01	
3  -1.43857	1.985356e+00	9.941728e+00	7.168570e-02	1.041645e+00	6.386403e-02	6.853754e-01	
1  -0.343472	1.930988e+00	9.051449e+00	1.641579e-01	1.041645e+00	6.698792e-02	6.853754e-01	
2  -1.2972	1.898055e+00	9.431830e+00	1.003762e-01	1.041645e+00	6.357866e-02	6.853754e-01	
12  -2.61929	1.804698e+00	1.043284e+01	3.132887e-02	1.041645e+00	6.281564e-02	6.853754e-01	
9  -3.05644	1.775604e+00	1.152487e+01	6.241340e-03	1.041645e+00	6.625385e-02	6.853754e-01	
1  -3.07766	1.813888e+00	1.084107e+01	2.908417e-02	1.041645e+00	6.480731e-02	6.853754e-01	
13  -3.18989	1.835738e+00	1.066952e+01	3.163983e-02	1.041645e+00	6.412205e-02	6.853754e-01	
6  -2.66994	1.879323e+00	1.076529e+01	4.822960e-02	1.041645e+00	6.623828e-02	6.853754e-01	
4  -2.19189	1.825633e+00	1.013582e+01	4.972995e-02	1.041645e+00	6.291681e-02	6.853754e-01	
10  -2.67788	1.898067e+00	1.014688e+01	4.595100e-02	1.041645e+00	6.262895e-02	6.853754e-01	
4  -0.913664	1.888571e+00	1.049501e+01	8.942516e-02	1.041645e+00	6.867740e-02	6.853754e-01	
14  -0.364403	1.923026e+00	9.083912e+00	1.627162e-01	1.041645e+00	6.705907e-02	6.853754e-01	
5  -0.592319	1.913059e+00	8.760943e+00	1.489995e-01	1.041645e+00	6.391141e-02	6.853754e-01	
2  -0.317979	1.977284e+00	8.903962e+00	1.458605e-01	1.041645e+00	6.449430e-02	6.853754e-01	
26  -1.71496	1.959920e+00	9.971003e+00	6.296622e-03	1.041645e+00	5.809813e-02	6.853754e-01	
11  -0.773715	1.952975e+00	9.625263e+00	1.185522e-01	1.041645e+00	6.633419e-02	6.853754e-01	
1  -0.609526	1.891731e+00	9.878663e+00	1.216209e-01	1.041645e+00	6.811208e-02	6.853754e-01	
39  -1.78258	1.823615e+00	1.170545e+01	2.489071e-02	1.041645e+00	6.912707e-02	6.853754e-01	
9  -0.660969	1.856768e+00	9.885460e+00	1.186468e-01	1.041645e+00	6.787562e-02	6.853754e-01	
26  -1.93047	1.888030e+00	9.819335e+00	7.537474e-02	1.041645e+00	6.351736e-02	6.853754e-01	
17  -3.63401	1.881435e+00	1.054849e+01	1.987683e-02	1.041645e+00	6.235983e-02	6.853754e-01	
8  -1.75286	1.816152e+00	1.181052e+01	2.013651e-02	1.041645e+00	6.921965e-02	6.853754e-01	
2  -2.88749	1.851203e+00	1.109982e+01	3.355277e-02	1.041645e+00	6.665520e-02	6.853754e-01	
39  -4.15136	1.830616e+00	1.093886e+01	1.734407e-03	1.041645e+00	6.269774e-02	6.853754e-01	
7  -2.33383	1.849267e+00	1.056078e+01	5.935053e-02	1.041645e+00	6.616754e-02	6.853754e-01	
44  -2.60452	1.862060e+00	1.091823e+01	4.439899e-02	1.041645e+00	6.671457e-02	6.853754e-01	
7  -3.09222	1.873785e+00	1.035175e+01	3.699398e-02	1.041645e+00	6.290845e-02	6.853754e-01	
20  -1.63976	1.869642e+00	9.721136e+00	7.480496e-02	1.041645e+00	6.291833e-02	6.853754e-01	
1  0.233312	1.863008e+00	7.263979e+00	2.438408e-01	1.041645e+00	6.221332e-02	6.853754e-01	
4  -0.536478	1.876449e+00	9.186589e+00	9.794279e-02	1.041645e+00	6.197263e-02	6.853754e-01	
2  1.36241	1.770572e+00	8.126881e+00	2.032031e-01	1.041645e+00	6.457103e-02	6.853754e-01	
