3  56.2865	2.111679e+00	6.783547e+00	6.761854e-01	1.041645e+00	9.271036e-02	6.853754e-01	
10  30.6124	2.125401e+00	6.097226e+00	6.514875e-01	1.041645e+00	8.087764e-02	6.853754e-01	
1  21.643	2.058991e+00	6.818393e+00	5.011589e-01	1.041645e+00	7.841501e-02	6.853754e-01	
1  16.3095	2.043737e+00	7.162221e+00	4.364104e-01	1.041645e+00	7.646731e-02	6.853754e-01	
11  -0.944503	2.070681e+00	8.216975e+00	1.625554e-01	1.041645e+00	6.179274e-02	6.853754e-01	
4  -0.826168	2.033456e+00	9.628748e+00	1.200449e-01	1.041645e+00	6.649074e-02	6.853754e-01	
2  -2.30774	2.024912e+00	7.944591e+00	1.905881e-01	1.041645e+00	6.240482e-02	6.853754e-01	
2  -1.89972	2.017635e+00	7.022624e+00	2.209303e-01	1.041645e+00	5.895026e-02	6.853754e-01	
3  -1.77048	2.005189e+00	7.377931e+00	2.655691e-01	1.041645e+00	6.463968e-02	6.853754e-01	
19  -2.46687	1.999859e+00	6.384217e+00	3.282981e-01	1.041645e+00	6.210667e-02	6.853754e-01	
5  -2.28614	1.962407e+00	7.623709e+00	1.630698e-01	1.041645e+00	5.830096e-02	6.853754e-01	
1  -2.59727	1.968459e+00	8.594245e+00	1.872842e-01	1.041645e+00	6.617190e-02	6.853754e-01	
1  -3.03335	1.998440e+00	8.020082e+00	1.815153e-01	1.041645e+00	6.213934e-02	6.853754e-01	
12  -3.25174	1.970509e+00	9.382068e+00	1.216265e-01	1.041645e+00	6.518610e-02	6.853754e-01	
2  -2.48132	1.952437e+00	8.955096e+00	6.552850e-02	1.041645e+00	5.791925e-02	6.853754e-01	
1  -3.0231	1.896485e+00	9.694932e+00	1.341123e-01	1.041645e+00	6.817355e-02	6.853754e-01	
8  -4.2559	1.939571e+00	1.003990e+01	2.997620e-02	1.041645e+00	6.059339e-02	6.853754e-01	
18  -3.78662	1.955634e+00	9.174343e+00	1.284804e-01	1.041645e+00	6.457628e-02	6.853754e-01	
3  -3.73628	1.957450e+00	8.049619e+00	1.646897e-01	1.041645e+00	6.096306e-02	6.853754e-01	
2  -2.03299	1.867249e+00	7.460219e+00	1.650337e-01	1.041645e+00	5.748422e-02	6.853754e-01	
7  0.0991396	1.871087e+00	8.550744e+00	2.481666e-01	1.041645e+00	7.116496e-02	6.853754e-01	
8  -4.4725	1.894714e+00	7.479501e+00	2.469686e-01	1.041645e+00	6.388118e-02	6.853754e-01	
5  -4.59921	1.892776e+00	6.988637e+00	2.786450e-01	1.041645e+00	6.294952e-02	6.853754e-01	
2  -3.92929	1.921663e+00	6.559138e+00	2.676994e-01	1.041645e+00	5.922068e-02	6.853754e-01	
9  -4.5952	1.859640e+00	6.889358e+00	3.003669e-01	1.041645e+00	6.384352e-02	6.853754e-01	
1  -4.70937	1.857719e+00	7.820171e+00	2.266639e-01	1.041645e+00	6.451384e-02	6.853754e-01	
1  -4.51673	1.812587e+00	7.268451e+00	2.762794e-01	1.041645e+00	6.471104e-02	6.853754e-01	
8  -4.92171	1.827410e+00	7.118271e+00	2.650880e-01	1.041645e+00	6.283405e-02	6.853754e-01	
1  -4.33554	1.812998e+00	8.527895e+00	1.922603e-01	1.041645e+00	6.618148e-02	6.853754e-01	
1  -3.05048	1.827361e+00	7.462058e+00	2.918250e-01	1.041645e+00	6.727759e-02	6.853754e-01	
9  -4.10136	1.801037e+00	7.760127e+00	2.503264e-01	1.041645e+00	6.602135e-02	6.853754e-01	
32  -4.64329	1.786820e+00	7.214215e+00	2.677780e-01	1.041645e+00	6.369064e-02	6.853754e-01	
20  -4.90376	1.873018e+00	7.107741e+00	2.587261e-01	1.041645e+00	6.228841e-02	6.853754e-01	
6  -4.33573	1.831290e+00	7.658318e+00	1.895323e-01	1.041645e+00	6.055556e-02	6.853754e-01	
1  -4.3508	1.896501e+00	8.326155e+00	1.418148e-01	1.041645e+00	6.074164e-02	6.853754e-01	
4  -4.52825	1.852670e+00	9.449899e+00	5.472989e-02	1.041645e+00	5.965079e-02	6.853754e-01	
5  -5.20719	1.823915e+00	9.586220e+00	9.291490e-02	1.041645e+00	6.378990e-02	6.853754e-01	
4  -0.755922	1.848128e+00	6.939511e+00	3.637810e-01	1.041645e+00	6.892585e-02	6.853754e-01	
5  -4.84623	1.847612e+00	8.511533e+00	1.415595e-01	1.041645e+00	6.180643e-02	6.853754e-01	
19  -3.04786	1.780461e+00	8.436681e+00	1.198249e-01	1.041645e+00	5.957456e-02	6.853754e-01	
6  -2.57739	1.786501e+00	7.770228e+00	2.762504e-01	1.041645e+00	6.819197e-02	6.853754e-01	
2  -4.21213	1.755547e+00	6.440969e+00	3.092037e-01	1.041645e+00	6.123120e-02	6.853754e-01	
4  -3.01835	1.802500e+00	7.126612e+00	2.087499e-01	1.041645e+00	5.871505e-02	6.853754e-01	
8  -4.51289	1.771890e+00	7.497343e+00	2.401396e-01	1.041645e+00	6.346812e-02	6.853754e-01	
6  -4.24661	1.735108e+00	9.792310e+00	8.306493e-02	1.041645e+00	6.406497e-02	6.853754e-01	
3  -3.15404	1.746667e+00	9.934637e+00	7.503180e-03	1.041645e+00	5.801963e-02	6.853754e-01	
3  -3.24127	1.786964e+00	1.032635e+01	9.996611e-02	1.041645e+00	6.870612e-02	6.853754e-01	
3  -4.14504	1.765857e+00	1.005498e+01	9.429212e-02	1.041645e+00	6.659625e-02	6.853754e-01	
7  -4.78595	1.769415e+00	1.031762e+01	6.617593e-03	1.041645e+00	5.991479e-02	6.853754e-01	
16  -4.72079	1.759252e+00	1.073351e+01	4.151772e-02	1.041645e+00	6.541621e-02	6.853754e-01	
3  -4.89265	1.819001e+00	1.047312e+01	6.072926e-02	1.041645e+00	6.580864e-02	6.853754e-01	
2  -5.25471	1.825631e+00	9.884537e+00	7.773268e-02	1.041645e+00	6.409744e-02	6.853754e-01	
2  -4.75298	1.796162e+00	9.075043e+00	1.368955e-01	1.041645e+00	6.473002e-02	6.853754e-01	
25  -4.4198	1.868698e+00	7.813587e+00	1.772182e-01	1.041645e+00	6.053871e-02	6.853754e-01	
1  -3.6102	1.882964e+00	8.953250e+00	1.742420e-01	1.041645e+00	6.727286e-02	6.853754e-01	
1  -4.64706	1.847503e+00	7.589640e+00	2.458109e-01	1.041645e+00	6.452291e-02	6.853754e-01	
7  -4.23348	1.898109e+00	6.063892e+00	3.155531e-01	1.041645e+00	5.889160e-02	6.853754e-01	
7  -4.80207	1.882823e+00	6.830748e+00	2.701633e-01	1.041645e+00	6.124527e-02	6.853754e-01	
1  -4.24318	1.917856e+00	7.878057e+00	2.173259e-01	1.041645e+00	6.413624e-02	6.853754e-01	
2  -4.03055	1.867681e+00	1.045649e+01	7.551641e-02	1.041645e+00	6.712301e-02	6.853754e-01	
1  -4.85976	1.913088e+00	9.874647e+00	5.669688e-02	1.041645e+00	6.212810e-02	6.853754e-01	
1  -4.24458	1.916646e+00	9.666381e+00	1.043339e-01	1.041645e+00	6.528023e-02	6.853754e-01	
3  -3.44281	1.967689e+00	9.875759e+00	2.821256e-02	1.041645e+00	5.956721e-02	6.853754e-01	
9  -4.19324	1.881635e+00	9.616777e+00	3.554487e-02	1.041645e+00	5.885470e-02	6.853754e-01	
8  -5.026	1.881185e+00	1.014227e+01	2.435369e-02	1.041645e+00	6.062303e-02	6.853754e-01	
5  -4.91137	1.880805e+00	1.077134e+01	2.462413e-02	1.041645e+00	6.400178e-02	6.853754e-01	
1  -4.78951	1.907831e+00	9.471200e+00	9.945807e-02	1.041645e+00	6.372144e-02	6.853754e-01	
19  -4.65902	1.898764e+00	6.553940e+00	2.980079e-01	1.041645e+00	6.127644e-02	6.853754e-01	
3  -3.75939	1.898034e+00	7.494671e+00	2.656782e-01	1.041645e+00	6.544543e-02	6.853754e-01	
9  -4.20991	1.890730e+00	7.223109e+00	2.774978e-01	1.041645e+00	6.448982e-02	6.853754e-01	
10  -4.56511	1.898978e+00	6.328468e+00	3.275883e-01	1.041645e+00	6.164066e-02	6.853754e-01	
10  -4.30259	1.905578e+00	6.611459e+00	2.705108e-01	1.041645e+00	5.977152e-02	6.853754e-01	
2  -4.04195	1.909722e+00	8.160747e+00	2.093191e-01	1.041645e+00	6.529096e-02	6.853754e-01	
2  -4.07863	1.903046e+00	6.922485e+00	2.385028e-01	1.041645e+00	5.957901e-02	6.853754e-01	
6  -3.43332	1.873871e+00	8.367719e+00	2.171616e-01	1.041645e+00	6.727862e-02	6.853754e-01	
2  -3.99109	1.794255e+00	7.050309e+00	2.321497e-01	1.041645e+00	5.994696e-02	6.853754e-01	
2  -4.26802	1.770660e+00	8.419044e+00	1.899742e-01	1.041645e+00	6.530549e-02	6.853754e-01	
4  -2.22658	1.705389e+00	9.309831e+00	7.038686e-02	1.041645e+00	6.025812e-02	6.853754e-01	
3  -1.3211	1.738329e+00	9.444780e+00	2.426276e-02	1.041645e+00	5.697220e-02	6.853754e-01	
1  -3.14477	1.723225e+00	9.668548e+00	4.545811e-02	1.041645e+00	6.000615e-02	6.853754e-01	
3  -4.56042	1.752371e+00	9.868250e+00	8.297801e-02	1.041645e+00	6.448552e-02	6.853754e-01	
10  -2.29409	1.717726e+00	9.552581e+00	3.996971e-02	1.041645e+00	5.890471e-02	6.853754e-01	
2  -3.37774	1.698522e+00	1.002422e+01	7.537122e-02	1.041645e+00	6.466479e-02	6.853754e-01	
8  -3.03426	1.712238e+00	9.948989e+00	1.044440e-01	1.041645e+00	6.692779e-02	6.853754e-01	
1  -3.90955	1.755749e+00	8.738503e+00	1.281585e-01	1.041645e+00	6.200430e-02	6.853754e-01	
5  -3.71378	1.718508e+00	9.611958e+00	9.850334e-02	1.041645e+00	6.443971e-02	6.853754e-01	
23  -3.93528	1.743478e+00	9.045368e+00	1.138715e-01	1.041645e+00	6.255164e-02	6.853754e-01	
9  -4.86564	1.805276e+00	9.164349e+00	1.028254e-01	1.041645e+00	6.227185e-02	6.853754e-01	
2  -2.87467	1.717050e+00	9.846823e+00	2.599513e-02	1.041645e+00	5.921673e-02	6.853754e-01	
2  -2.69248	1.679171e+00	1.001726e+01	4.083536e-02	1.041645e+00	6.146028e-02	6.853754e-01	
6  -2.07396	1.690337e+00	1.105009e+01	5.382029e-02	1.041645e+00	6.837632e-02	6.853754e-01	
18  -4.78911	1.737642e+00	1.047864e+01	1.996985e-02	1.041645e+00	6.199745e-02	6.853754e-01	
2  -1.88648	1.744207e+00	9.077821e+00	6.291482e-02	1.041645e+00	5.835717e-02	6.853754e-01	
1  -2.88232	1.762960e+00	1.037721e+01	9.875769e-02	1.041645e+00	6.888805e-02	6.853754e-01	
4  -3.95718	1.703810e+00	1.107418e+01	1.891851e-02	1.041645e+00	6.508210e-02	6.853754e-01	
60  -5.22565	1.769041e+00	1.083650e+01	1.711242e-02	1.041645e+00	6.363174e-02	6.853754e-01	
6  -4.85242	1.772841e+00	1.055657e+01	5.032677e-02	1.041645e+00	6.528366e-02	6.853754e-01	
2  -4.97806	1.828617e+00	8.124158e+00	1.855759e-01	1.041645e+00	6.310895e-02	6.853754e-01	
5  -4.7978	1.879719e+00	6.588593e+00	2.943838e-01	1.041645e+00	6.127154e-02	6.853754e-01	
48  -4.90841	1.807614e+00	6.080102e+00	3.489400e-01	1.041645e+00	6.113535e-02	6.853754e-01	
3  -3.82649	1.797620e+00	6.152793e+00	3.022294e-01	1.041645e+00	5.868638e-02	6.853754e-01	
1  -1.08517	1.865361e+00	6.220872e+00	4.310155e-01	1.041645e+00	6.764821e-02	6.853754e-01	
2  -0.892636	1.861309e+00	6.427978e+00	4.104682e-01	1.041645e+00	6.808286e-02	6.853754e-01	
4  -4.89555	1.865348e+00	7.708220e+00	2.218098e-01	1.041645e+00	6.340275e-02	6.853754e-01	
13  -4.62509	1.906938e+00	7.892833e+00	2.023768e-01	1.041645e+00	6.302820e-02	6.853754e-01	
5  -4.72478	1.830221e+00	7.206374e+00	2.335534e-01	1.041645e+00	6.106229e-02	6.853754e-01	
5  -0.839856	1.844159e+00	7.069074e+00	1.827097e-01	1.041645e+00	5.646226e-02	6.853754e-01	
4  -0.626635	1.905165e+00	9.078958e+00	2.012858e-01	1.041645e+00	7.047668e-02	6.853754e-01	
6  -0.638437	1.912526e+00	1.097630e+01	8.025776e-02	1.041645e+00	7.057340e-02	6.853754e-01	
5  -0.949859	1.904635e+00	1.171445e+01	2.815068e-02	1.041645e+00	6.951065e-02	6.853754e-01	
1  -3.67939	1.901246e+00	1.055224e+01	6.776316e-02	1.041645e+00	6.692417e-02	6.853754e-01	
7  -5.20127	1.816550e+00	9.979646e+00	7.667034e-02	1.041645e+00	6.453421e-02	6.853754e-01	
5  -3.27637	1.804177e+00	9.400451e+00	3.959360e-02	1.041645e+00	5.806905e-02	6.853754e-01	
2  -3.03281	1.793969e+00	9.924088e+00	1.277288e-01	1.041645e+00	6.895312e-02	6.853754e-01	
3  -2.05962	1.825639e+00	8.943558e+00	5.632652e-02	1.041645e+00	5.708303e-02	6.853754e-01	
9  -4.2705	1.871620e+00	8.024568e+00	2.232434e-01	1.041645e+00	6.556268e-02	6.853754e-01	
14  -4.74074	1.911841e+00	9.692021e+00	8.752707e-02	1.041645e+00	6.390354e-02	6.853754e-01	
11  -4.62381	1.873197e+00	1.043832e+01	6.206557e-02	1.041645e+00	6.574091e-02	6.853754e-01	
7  -5.47925	1.826708e+00	1.069128e+01	1.253437e-02	1.041645e+00	6.242390e-02	6.853754e-01	
5  -4.69527	1.801996e+00	9.251619e+00	8.561860e-02	1.041645e+00	6.126364e-02	6.853754e-01	
8  -4.63219	1.843250e+00	8.530838e+00	1.838866e-01	1.041645e+00	6.548688e-02	6.853754e-01	
8  -4.64102	1.853551e+00	8.959429e+00	9.926310e-02	1.041645e+00	6.080696e-02	6.853754e-01	
3  -4.93364	1.906156e+00	9.685359e+00	7.317435e-02	1.041645e+00	6.257276e-02	6.853754e-01	
9  -2.72945	1.911169e+00	1.014989e+01	1.064425e-01	1.041645e+00	6.828851e-02	6.853754e-01	
1  -3.81483	1.802370e+00	9.960820e+00	2.846300e-03	1.041645e+00	5.773693e-02	6.853754e-01	
1  -4.62052	1.727262e+00	1.065844e+01	2.623723e-02	1.041645e+00	6.354824e-02	6.853754e-01	
6  -4.44855	1.747610e+00	9.669381e+00	8.791849e-02	1.041645e+00	6.381094e-02	6.853754e-01	
5  -4.19359	1.756216e+00	9.577519e+00	1.160088e-01	1.041645e+00	6.582357e-02	6.853754e-01	
22  -4.50071	1.734587e+00	1.078070e+01	3.453626e-02	1.041645e+00	6.500357e-02	6.853754e-01	
2  -2.57496	1.825078e+00	1.058631e+01	9.419622e-02	1.041645e+00	6.967023e-02	6.853754e-01	
28  -5.07629	1.774622e+00	1.070171e+01	3.592781e-02	1.041645e+00	6.470630e-02	6.853754e-01	
2  -4.52026	1.810643e+00	9.358317e+00	6.871116e-02	1.041645e+00	6.037696e-02	6.853754e-01	
