4  40.8083	2.080809e+00	8.225150e+00	8.369006e-01	1.391629e+01	1.437834e-01	1.008252e+00	9.226332e-02	6.849021e-01	
1  15.3397	2.048858e+00	7.071006e+00	9.238749e-01	1.458637e+01	4.762225e-02	1.008252e+00	7.982033e-02	6.849021e-01	
33  -1.97704	2.041259e+00	6.210892e+00	9.565570e-01	1.472896e+01	2.519850e-02	1.008252e+00	6.715250e-02	6.849021e-01	
24  -1.65305	2.058831e+00	6.193263e+00	8.509562e-01	1.448542e+01	6.662386e-02	1.008252e+00	6.728006e-02	6.849021e-01	
16  -0.307474	2.093111e+00	6.206022e+00	6.459618e-01	1.463281e+01	9.554011e-02	1.008252e+00	6.646554e-02	6.849021e-01	
6  -0.205322	2.106316e+00	6.673361e+00	5.187551e-01	1.338946e+01	1.125788e-01	1.008252e+00	6.622634e-02	6.849021e-01	
6  -3.38776	2.061986e+00	7.222977e+00	3.605087e-01	1.237118e+01	7.083868e-02	1.008252e+00	5.887501e-02	6.849021e-01	
3  -3.95713	2.072742e+00	7.682055e+00	2.014504e-01	1.132658e+01	1.175588e-01	1.008252e+00	6.216940e-02	6.849021e-01	
9  -4.07766	2.000037e+00	8.117356e+00	7.843201e-02	1.106615e+01	6.890144e-02	1.008252e+00	5.762990e-02	6.849021e-01	
2  -4.14172	2.026625e+00	9.489343e+00	2.133927e-01	1.075567e+01	5.561953e-02	1.008252e+00	6.444294e-02	6.849021e-01	
3  -4.28702	1.977775e+00	8.900803e+00	1.596399e-01	1.124527e+01	2.434272e-02	1.008252e+00	5.761049e-02	6.849021e-01	
1  -4.16745	2.004247e+00	8.323087e+00	2.501124e-01	1.270182e+01	1.032885e-01	1.008252e+00	6.625705e-02	6.849021e-01	
5  -3.04107	2.002761e+00	7.818926e+00	4.246138e-01	1.188447e+01	1.192466e-01	1.008252e+00	6.773530e-02	6.849021e-01	
11  -4.15327	2.049244e+00	7.430033e+00	3.779173e-01	1.400496e+01	7.502027e-02	1.008252e+00	6.372559e-02	6.849021e-01	
2  -3.73323	2.057833e+00	7.934466e+00	4.096448e-01	1.563186e+01	5.011073e-03	1.008252e+00	6.171437e-02	6.849021e-01	
3  -2.96676	2.007849e+00	7.918024e+00	2.274449e-01	1.610681e+01	2.026181e-02	1.008252e+00	5.739774e-02	6.849021e-01	
5  -4.78768	2.019979e+00	8.802065e+00	1.738796e-01	1.674317e+01	1.961956e-02	1.008252e+00	6.070374e-02	6.849021e-01	
3  -5.25916	1.973413e+00	8.671638e+00	1.823915e-01	1.744350e+01	5.277908e-02	1.008252e+00	6.563486e-02	6.849021e-01	
25  -5.48329	1.985082e+00	8.202960e+00	1.672890e-01	1.826318e+01	5.930744e-02	1.008252e+00	6.454949e-02	6.849021e-01	
1  -6.18874	1.902937e+00	7.935306e+00	1.472408e-01	1.794634e+01	4.447662e-02	1.008252e+00	5.972662e-02	6.849021e-01	
12  -6.58569	1.911655e+00	6.969293e+00	2.594923e-01	1.534031e+01	7.248931e-02	1.008252e+00	5.984125e-02	6.849021e-01	
21  -6.10314	1.939846e+00	6.645737e+00	2.210386e-01	1.625772e+01	6.891036e-02	1.008252e+00	5.790354e-02	6.849021e-01	
13  -5.5008	1.921420e+00	6.964478e+00	3.870822e-01	1.535377e+01	8.568732e-02	1.008252e+00	6.521733e-02	6.849021e-01	
10  -4.99459	1.899876e+00	6.935891e+00	5.162485e-01	1.541601e+01	6.725102e-02	1.008252e+00	6.642068e-02	6.849021e-01	
1  -4.63102	1.913000e+00	6.993023e+00	5.472212e-01	1.383168e+01	8.812733e-02	1.008252e+00	6.698173e-02	6.849021e-01	
6  -6.35799	1.882207e+00	6.102623e+00	5.988213e-01	1.377392e+01	1.026117e-01	1.008252e+00	6.341698e-02	6.849021e-01	
18  -5.84488	1.868029e+00	7.672871e+00	5.343221e-01	1.463192e+01	3.833464e-03	1.008252e+00	6.286836e-02	6.849021e-01	
7  -4.87611	1.832234e+00	7.245447e+00	5.210940e-01	1.292475e+01	3.953985e-02	1.008252e+00	6.039914e-02	6.849021e-01	
11  -4.19889	1.774152e+00	7.601841e+00	5.126717e-01	1.280624e+01	7.525087e-02	1.008252e+00	6.611939e-02	6.849021e-01	
20  -5.00817	1.792439e+00	6.071443e+00	5.601393e-01	1.405948e+01	1.164158e-01	1.008252e+00	6.513740e-02	6.849021e-01	
