3  206.567	2.238296e+00	1.212603e-01	9.700183e-01	2.098874e+00	1.041212e+00	6.542074e-02	6.676046e+01	8.798019e+00	6.762086e-01	
1  82.4705	2.238155e+00	1.194980e-01	9.688184e-01	2.110703e+00	1.041443e+00	6.521622e-02	6.745510e+01	8.746078e+00	6.867191e-01	
3  34.6614	2.238329e+00	1.210139e-01	9.668863e-01	2.074806e+00	1.041018e+00	5.237087e-02	6.678195e+01	7.491776e+00	6.769688e-01	
14  16.1213	2.238345e+00	1.204798e-01	9.725861e-01	2.076771e+00	1.040984e+00	5.143006e-02	6.695738e+01	7.386490e+00	6.798500e-01	
10  11.64	2.238464e+00	1.177545e-01	9.713512e-01	2.086963e+00	1.040800e+00	5.356599e-02	6.786625e+01	7.563370e+00	6.942823e-01	
135  10.3027	2.238558e+00	1.190296e-01	9.632573e-01	2.092266e+00	1.040608e+00	5.472295e-02	6.734600e+01	7.700241e+00	6.867270e-01	
14  10.2068	2.238436e+00	1.197769e-01	9.676918e-01	2.103198e+00	1.040785e+00	5.426342e-02	6.713921e+01	7.666550e+00	6.831391e-01	
23  8.1727	2.238167e+00	1.197351e-01	9.659982e-01	2.095729e+00	1.040730e+00	5.549904e-02	6.713316e+01	7.791489e+00	6.831809e-01	
103  7.89633	2.238409e+00	1.199591e-01	9.677679e-01	2.110920e+00	1.040738e+00	5.694889e-02	6.705898e+01	7.940994e+00	6.819760e-01	
17  6.05677	2.238706e+00	1.215095e-01	9.652534e-01	2.096655e+00	1.041015e+00	5.223056e-02	6.661181e+01	7.484055e+00	6.741910e-01	
31  4.46762	2.238756e+00	1.210741e-01	9.646070e-01	2.091514e+00	1.041078e+00	5.201246e-02	6.678456e+01	7.454575e+00	6.768495e-01	
47  5.72897	2.238750e+00	1.198219e-01	9.615629e-01	2.112604e+00	1.041093e+00	5.596261e-02	6.722898e+01	7.839218e+00	6.838784e-01	
43  5.84916	2.238745e+00	1.200954e-01	9.639512e-01	2.101103e+00	1.040901e+00	5.330789e-02	6.706821e+01	7.573196e+00	6.817531e-01	
27  4.72823	2.238851e+00	1.210881e-01	9.612479e-01	2.108794e+00	1.041176e+00	5.361342e-02	6.681330e+01	7.620224e+00	6.770938e-01	
5  4.40606	2.238579e+00	1.209423e-01	9.647984e-01	2.120422e+00	1.041555e+00	5.664895e-02	6.698810e+01	7.928360e+00	6.791079e-01	
270  1.43012	2.238379e+00	1.211276e-01	9.635131e-01	2.106559e+00	1.041410e+00	5.436728e-02	6.687338e+01	7.699539e+00	6.775961e-01	
5  3.68718	2.238438e+00	1.215412e-01	9.618860e-01	2.099068e+00	1.041304e+00	5.288486e-02	6.669457e+01	7.553543e+00	6.749337e-01	
15  6.20387	2.238400e+00	1.216041e-01	9.659332e-01	2.083358e+00	1.041771e+00	4.846581e-02	6.682818e+01	7.093094e+00	6.760925e-01	
15  5.25082	2.238481e+00	1.213499e-01	9.668858e-01	2.102457e+00	1.041554e+00	5.256272e-02	6.684485e+01	7.517746e+00	6.768211e-01	
251  3.69246	2.238349e+00	1.210851e-01	9.608614e-01	2.103360e+00	1.041267e+00	5.249560e-02	6.684032e+01	7.506516e+00	6.773729e-01	
43  5.25225	2.238242e+00	1.207683e-01	9.600075e-01	2.124870e+00	1.041291e+00	5.835045e-02	6.695776e+01	8.096115e+00	6.792125e-01	
7  3.4926	2.238454e+00	1.203685e-01	9.620626e-01	2.110693e+00	1.041065e+00	5.570746e-02	6.702433e+01	7.823074e+00	6.807348e-01	
95  9.0437	2.238766e+00	1.202586e-01	9.575080e-01	2.105697e+00	1.041179e+00	5.520837e-02	6.710368e+01	7.770432e+00	6.817265e-01	
4  9.70049	2.238615e+00	1.206288e-01	9.629486e-01	2.079719e+00	1.041503e+00	5.072127e-02	6.708085e+01	7.314896e+00	6.806905e-01	
6  4.4315	2.238684e+00	1.201052e-01	9.685077e-01	2.081317e+00	1.041414e+00	5.148736e-02	6.723566e+01	7.386490e+00	6.833159e-01	
# After 25 accepted steps: update proposal with max(R-1) = 0.910553 and jumping factor = 2.400000 
15  3.06823	2.238679e+00	1.205573e-01	9.671719e-01	2.101129e+00	1.041141e+00	5.468407e-02	6.698545e+01	7.722000e+00	6.799382e-01	
1  3.18261	2.238788e+00	1.197358e-01	9.642613e-01	2.099231e+00	1.040968e+00	5.454117e-02	6.721796e+01	7.693222e+00	6.839644e-01	
9  1.35468	2.238852e+00	1.203177e-01	9.631579e-01	2.102395e+00	1.041277e+00	5.419937e-02	6.711658e+01	7.668655e+00	6.817157e-01	
8  1.73933	2.238854e+00	1.196030e-01	9.660194e-01	2.097364e+00	1.041161e+00	5.429145e-02	6.732985e+01	7.666550e+00	6.853054e-01	
8  2.7604	2.239122e+00	1.204335e-01	9.618887e-01	2.096412e+00	1.041129e+00	5.256974e-02	6.702890e+01	7.502304e+00	6.806189e-01	
5  3.14327	2.239083e+00	1.208461e-01	9.613314e-01	2.098161e+00	1.041137e+00	5.225337e-02	6.688675e+01	7.475632e+00	6.783383e-01	
6  0.378801	2.238999e+00	1.205611e-01	9.645608e-01	2.101267e+00	1.041545e+00	5.370367e-02	6.712203e+01	7.621628e+00	6.812239e-01	
1  0.38163	2.239201e+00	1.204611e-01	9.644674e-01	2.107010e+00	1.041772e+00	5.514035e-02	6.723458e+01	7.766922e+00	6.825069e-01	
1  1.22461	2.239222e+00	1.208090e-01	9.624908e-01	2.110838e+00	1.041564e+00	5.538667e-02	6.704343e+01	7.797104e+00	6.799195e-01	
8  1.59884	2.239299e+00	1.204100e-01	9.629851e-01	2.103505e+00	1.041449e+00	5.358986e-02	6.714564e+01	7.606888e+00	6.817766e-01	
1  1.08835	2.239420e+00	1.200304e-01	9.665218e-01	2.090150e+00	1.041421e+00	5.250256e-02	6.727093e+01	7.488968e+00	6.837969e-01	
3  2.20078	2.239320e+00	1.194413e-01	9.668667e-01	2.086471e+00	1.041494e+00	5.279209e-02	6.750271e+01	7.510025e+00	6.872596e-01	
1  4.09294	2.239193e+00	1.189391e-01	9.713656e-01	2.080565e+00	1.041487e+00	5.247361e-02	6.767792e+01	7.470016e+00	6.899761e-01	
1  0.96861	2.239243e+00	1.210373e-01	9.639019e-01	2.102955e+00	1.041567e+00	5.346354e-02	6.696498e+01	7.604080e+00	6.786596e-01	
2  2.32329	2.239157e+00	1.209441e-01	9.664826e-01	2.107500e+00	1.041449e+00	5.478708e-02	6.695746e+01	7.738144e+00	6.787972e-01	
3  3.69931	2.239157e+00	1.203095e-01	9.689710e-01	2.096008e+00	1.041225e+00	5.433389e-02	6.710473e+01	7.681290e+00	6.816149e-01	
5  3.52599	2.239391e+00	1.192858e-01	9.691929e-01	2.095877e+00	1.041057e+00	5.506989e-02	6.741246e+01	7.738846e+00	6.867625e-01	
1  2.1379	2.239537e+00	1.195542e-01	9.656413e-01	2.096324e+00	1.041115e+00	5.395121e-02	6.733775e+01	7.629349e+00	6.854718e-01	
4  4.71687	2.239774e+00	1.188527e-01	9.663378e-01	2.081010e+00	1.041086e+00	5.112858e-02	6.757965e+01	7.327530e+00	6.892502e-01	
5  3.67272	2.239625e+00	1.185092e-01	9.707509e-01	2.082554e+00	1.041375e+00	5.289531e-02	6.779779e+01	7.505112e+00	6.919974e-01	
5  3.64106	2.239524e+00	1.192679e-01	9.711195e-01	2.098119e+00	1.041236e+00	5.557180e-02	6.747974e+01	7.789383e+00	6.874231e-01	
1  2.61406	2.239833e+00	1.191523e-01	9.674581e-01	2.090075e+00	1.041182e+00	5.380927e-02	6.750563e+01	7.607590e+00	6.879097e-01	
7  2.90714	2.239648e+00	1.196682e-01	9.657938e-01	2.088096e+00	1.041064e+00	5.230068e-02	6.728148e+01	7.461594e+00	6.846911e-01	
6  1.54729	2.239602e+00	1.198351e-01	9.651144e-01	2.092891e+00	1.041251e+00	5.260811e-02	6.728452e+01	7.495987e+00	6.843521e-01	
2  2.45151	2.239435e+00	1.207065e-01	9.622912e-01	2.100069e+00	1.041163e+00	5.297379e-02	6.694757e+01	7.547226e+00	6.792262e-01	
10  3.18793	2.239504e+00	1.208758e-01	9.621587e-01	2.094618e+00	1.041178e+00	5.242599e-02	6.689398e+01	7.493179e+00	6.783322e-01	
1  4.4239	2.239165e+00	1.208640e-01	9.654803e-01	2.100154e+00	1.041168e+00	5.479963e-02	6.689175e+01	7.737442e+00	6.783448e-01	
1  4.38522	2.239329e+00	1.214300e-01	9.635186e-01	2.112378e+00	1.041106e+00	5.580059e-02	6.667521e+01	7.847641e+00	6.749753e-01	
4  3.83094	2.239414e+00	1.205188e-01	9.663688e-01	2.103840e+00	1.041023e+00	5.549361e-02	6.696634e+01	7.801315e+00	6.798251e-01	
1  2.39994	2.239696e+00	1.200230e-01	9.674592e-01	2.086697e+00	1.041280e+00	5.150519e-02	6.722880e+01	7.385086e+00	6.834107e-01	
2  4.37919	2.239670e+00	1.197413e-01	9.726335e-01	2.088896e+00	1.041831e+00	5.261622e-02	6.751239e+01	7.496689e+00	6.866835e-01	
4  1.63018	2.239838e+00	1.209061e-01	9.648839e-01	2.095008e+00	1.041899e+00	5.150362e-02	6.712678e+01	7.399124e+00	6.804847e-01	
1  0.718465	2.239983e+00	1.204899e-01	9.670357e-01	2.104105e+00	1.041779e+00	5.450268e-02	6.723398e+01	7.700241e+00	6.824205e-01	
2  0.756015	2.240015e+00	1.201745e-01	9.664925e-01	2.101447e+00	1.041398e+00	5.450316e-02	6.721764e+01	7.694626e+00	6.829632e-01	
5  0.77032	2.240041e+00	1.199852e-01	9.659453e-01	2.099226e+00	1.041418e+00	5.468772e-02	6.729136e+01	7.710770e+00	6.840751e-01	
1  3.13938	2.240021e+00	1.187498e-01	9.699563e-01	2.095995e+00	1.041382e+00	5.616138e-02	6.771769e+01	7.839218e+00	6.907350e-01	
1  1.46966	2.239922e+00	1.198268e-01	9.675772e-01	2.110292e+00	1.041432e+00	5.743824e-02	6.735072e+01	7.985916e+00	6.849836e-01	
2  2.33582	2.239608e+00	1.207701e-01	9.667365e-01	2.116840e+00	1.041578e+00	5.724193e-02	6.706516e+01	7.982407e+00	6.802049e-01	
2  1.45107	2.239624e+00	1.205741e-01	9.651604e-01	2.115643e+00	1.041650e+00	5.666624e-02	6.715800e+01	7.921341e+00	6.815228e-01	
1  1.70378	2.240021e+00	1.208664e-01	9.639467e-01	2.115657e+00	1.041961e+00	5.649330e-02	6.716303e+01	7.908707e+00	6.809136e-01	
1  0.618963	2.239949e+00	1.203156e-01	9.659354e-01	2.107469e+00	1.041961e+00	5.551627e-02	6.735554e+01	7.801315e+00	6.839505e-01	
2  0.44001	2.240134e+00	1.197318e-01	9.679404e-01	2.100302e+00	1.041815e+00	5.448045e-02	6.751429e+01	7.686203e+00	6.867120e-01	
1  0.464391	2.240114e+00	1.202594e-01	9.652812e-01	2.103021e+00	1.041916e+00	5.420607e-02	6.736189e+01	7.666550e+00	6.841303e-01	
8  1.03962	2.240164e+00	1.204866e-01	9.634917e-01	2.108917e+00	1.041889e+00	5.510899e-02	6.727334e+01	7.762009e+00	6.827952e-01	
8  0.82344	2.240029e+00	1.201965e-01	9.650873e-01	2.105425e+00	1.041852e+00	5.559210e-02	6.736197e+01	7.806229e+00	6.842716e-01	
1  2.15015	2.239934e+00	1.205623e-01	9.618328e-01	2.105731e+00	1.041761e+00	5.490711e-02	6.720208e+01	7.743057e+00	6.819596e-01	
2  3.92716	2.240027e+00	1.208591e-01	9.609485e-01	2.107944e+00	1.041911e+00	5.520870e-02	6.714909e+01	7.778152e+00	6.807970e-01	
1  2.64296	2.240121e+00	1.203811e-01	9.626887e-01	2.112953e+00	1.041941e+00	5.671597e-02	6.732761e+01	7.922745e+00	6.835402e-01	
2  2.61338	2.240208e+00	1.194325e-01	9.633817e-01	2.107722e+00	1.041790e+00	5.608950e-02	6.761268e+01	7.844131e+00	6.882761e-01	
7  0.967782	2.240045e+00	1.193579e-01	9.663798e-01	2.097862e+00	1.041900e+00	5.418021e-02	6.767471e+01	7.649704e+00	6.890136e-01	
2  2.18168	2.240076e+00	1.187807e-01	9.673121e-01	2.092316e+00	1.041904e+00	5.360504e-02	6.788210e+01	7.582321e+00	6.921629e-01	
3  1.28801	2.239877e+00	1.200268e-01	9.664196e-01	2.106230e+00	1.041716e+00	5.481542e-02	6.737465e+01	7.724808e+00	6.847677e-01	
5  2.23131	2.239918e+00	1.199828e-01	9.700465e-01	2.107132e+00	1.041841e+00	5.592343e-02	6.743232e+01	7.837112e+00	6.854025e-01	
9  1.311	2.240037e+00	1.201395e-01	9.688098e-01	2.108676e+00	1.041922e+00	5.643063e-02	6.740530e+01	7.890457e+00	6.848027e-01	
1  0.879432	2.240132e+00	1.200805e-01	9.679902e-01	2.107908e+00	1.041932e+00	5.598082e-02	6.743027e+01	7.844131e+00	6.851638e-01	
1  1.03879	2.240185e+00	1.194524e-01	9.684718e-01	2.098224e+00	1.041623e+00	5.542453e-02	6.754953e+01	7.776749e+00	6.876499e-01	
4  1.53653	2.240513e+00	1.194707e-01	9.639340e-01	2.102581e+00	1.041597e+00	5.522098e-02	6.753741e+01	7.755692e+00	6.874903e-01	
3  1.05454	2.240317e+00	1.208008e-01	9.632612e-01	2.103739e+00	1.041517e+00	5.434845e-02	6.704043e+01	7.688309e+00	6.798848e-01	
6  1.48197	2.240112e+00	1.195248e-01	9.678947e-01	2.096998e+00	1.041329e+00	5.500043e-02	6.742489e+01	7.734634e+00	6.863363e-01	
1  2.21825	2.240230e+00	1.194564e-01	9.675019e-01	2.084543e+00	1.041569e+00	5.233822e-02	6.753048e+01	7.461594e+00	6.874639e-01	
1  1.35923	2.240176e+00	1.209446e-01	9.642148e-01	2.095275e+00	1.041579e+00	5.239772e-02	6.700949e+01	7.491074e+00	6.792720e-01	
2  1.29158	2.240188e+00	1.206081e-01	9.630380e-01	2.096239e+00	1.041676e+00	5.281664e-02	6.715996e+01	7.528976e+00	6.814532e-01	
3  0.873656	2.240251e+00	1.204239e-01	9.638447e-01	2.109547e+00	1.041782e+00	5.523682e-02	6.726058e+01	7.773239e+00	6.828116e-01	
5  1.07643	2.240261e+00	1.207854e-01	9.635703e-01	2.099149e+00	1.041799e+00	5.326401e-02	6.713934e+01	7.578110e+00	6.808626e-01	
1  3.03487	2.240271e+00	1.211768e-01	9.622410e-01	2.092120e+00	1.041845e+00	5.120226e-02	6.701841e+01	7.370346e+00	6.788384e-01	
6  4.41088	2.240250e+00	1.219878e-01	9.609997e-01	2.099259e+00	1.041998e+00	5.134839e-02	6.678754e+01	7.398422e+00	6.747963e-01	
4  3.85985	2.240252e+00	1.215330e-01	9.643080e-01	2.094292e+00	1.041733e+00	5.209728e-02	6.685667e+01	7.468613e+00	6.764860e-01	
1  5.74554	2.240318e+00	1.198264e-01	9.680882e-01	2.081620e+00	1.041625e+00	5.223545e-02	6.741897e+01	7.456680e+00	6.856131e-01	
3  4.07116	2.240122e+00	1.210798e-01	9.653643e-01	2.083483e+00	1.041755e+00	4.997208e-02	6.702084e+01	7.240494e+00	6.790809e-01	
1  3.66013	2.240327e+00	1.218144e-01	9.630311e-01	2.096903e+00	1.041805e+00	5.180664e-02	6.678392e+01	7.442642e+00	6.751482e-01	
1  5.47845	2.240149e+00	1.205817e-01	9.690913e-01	2.080017e+00	1.041981e+00	5.023220e-02	6.727075e+01	7.260849e+00	6.825609e-01	
2  5.83578	2.240071e+00	1.200294e-01	9.705080e-01	2.074982e+00	1.041684e+00	4.981157e-02	6.736496e+01	7.208206e+00	6.846669e-01	
1  4.21857	2.240129e+00	1.196468e-01	9.717246e-01	2.084647e+00	1.041527e+00	5.257413e-02	6.744813e+01	7.488968e+00	6.862839e-01	
2  0.823024	2.240283e+00	1.199006e-01	9.675632e-01	2.091954e+00	1.041572e+00	5.322806e-02	6.737479e+01	7.559860e+00	6.850379e-01	
3  1.37541	2.240296e+00	1.209116e-01	9.659595e-01	2.102807e+00	1.041526e+00	5.432440e-02	6.700439e+01	7.687607e+00	6.792940e-01	
1  3.32738	2.240414e+00	1.215492e-01	9.612671e-01	2.103168e+00	1.041314e+00	5.331707e-02	6.671300e+01	7.593552e+00	6.750511e-01	
3  2.78557	2.240139e+00	1.212249e-01	9.652392e-01	2.093472e+00	1.041450e+00	5.195868e-02	6.686866e+01	7.449661e+00	6.772935e-01	
11  1.17268	2.240473e+00	1.204750e-01	9.664924e-01	2.091013e+00	1.041819e+00	5.206727e-02	6.725697e+01	7.448959e+00	6.826597e-01	
2  4.21169	2.240250e+00	1.204721e-01	9.695142e-01	2.088311e+00	1.041639e+00	5.266060e-02	6.719581e+01	7.510727e+00	6.820931e-01	
1  3.98758	2.240339e+00	1.207454e-01	9.667305e-01	2.084222e+00	1.041675e+00	5.103461e-02	6.711271e+01	7.345779e+00	6.806965e-01	
1  5.23858	2.240309e+00	1.220661e-01	9.652725e-01	2.098189e+00	1.041767e+00	5.139929e-02	6.668411e+01	7.404037e+00	6.736094e-01	
1  2.7108	2.240442e+00	1.197543e-01	9.712226e-01	2.091908e+00	1.041674e+00	5.323601e-02	6.746195e+01	7.558456e+00	6.861693e-01	
2  2.97261	2.240309e+00	1.198783e-01	9.708373e-01	2.096472e+00	1.041678e+00	5.367455e-02	6.741834e+01	7.605484e+00	6.854932e-01	
1  0.944683	2.240589e+00	1.191056e-01	9.681135e-01	2.091846e+00	1.041774e+00	5.344989e-02	6.772721e+01	7.569687e+00	6.900337e-01	
16  0.983869	2.240568e+00	1.203341e-01	9.672116e-01	2.096989e+00	1.041829e+00	5.393311e-02	6.731059e+01	7.638474e+00	6.834738e-01	
7  1.0591	2.240481e+00	1.199858e-01	9.689405e-01	2.096167e+00	1.041774e+00	5.346269e-02	6.741416e+01	7.585129e+00	6.852140e-01	
3  0.589801	2.240621e+00	1.200016e-01	9.670844e-01	2.102569e+00	1.041864e+00	5.439786e-02	6.743989e+01	7.680588e+00	6.854164e-01	
1  2.03082	2.240663e+00	1.195580e-01	9.708895e-01	2.093213e+00	1.041868e+00	5.346458e-02	6.759835e+01	7.578812e+00	6.878594e-01	
1  2.42674	2.240873e+00	1.210631e-01	9.626239e-01	2.108358e+00	1.041968e+00	5.367583e-02	6.710419e+01	7.623734e+00	6.798979e-01	
1  2.38562	2.240837e+00	1.210460e-01	9.633698e-01	2.108033e+00	1.042006e+00	5.368781e-02	6.712269e+01	7.624435e+00	6.801133e-01	
2  3.57296	2.240942e+00	1.209583e-01	9.629814e-01	2.101700e+00	1.041938e+00	5.185777e-02	6.713144e+01	7.434219e+00	6.803889e-01	
1  2.58862	2.240712e+00	1.193710e-01	9.690068e-01	2.091237e+00	1.041415e+00	5.264115e-02	6.751348e+01	7.490372e+00	6.874832e-01	
2  3.26001	2.240612e+00	1.210035e-01	9.684617e-01	2.106140e+00	1.041748e+00	5.458400e-02	6.704953e+01	7.715683e+00	6.795143e-01	
6  2.22987	2.240796e+00	1.215005e-01	9.636094e-01	2.102103e+00	1.041914e+00	5.255311e-02	6.693330e+01	7.514938e+00	6.772867e-01	
7  2.38233	2.240896e+00	1.211442e-01	9.632037e-01	2.096361e+00	1.042048e+00	5.165076e-02	6.710313e+01	7.415970e+00	6.797072e-01	
1  2.17445	2.240870e+00	1.210711e-01	9.620974e-01	2.096475e+00	1.041859e+00	5.198329e-02	6.706509e+01	7.448959e+00	6.795068e-01	
1  4.41962	2.240634e+00	1.221630e-01	9.624433e-01	2.101346e+00	1.041959e+00	5.168625e-02	6.671758e+01	7.434921e+00	6.737119e-01	
7  4.34646	2.240919e+00	1.210955e-01	9.615382e-01	2.101252e+00	1.042063e+00	5.151086e-02	6.712525e+01	7.400528e+00	6.800260e-01	
6  5.95232	2.241045e+00	1.213388e-01	9.585685e-01	2.107621e+00	1.041903e+00	5.235374e-02	6.698801e+01	7.491074e+00	6.781684e-01	
2  2.33475	2.240600e+00	1.214125e-01	9.629681e-01	2.097142e+00	1.041675e+00	5.137100e-02	6.688233e+01	7.390701e+00	6.769957e-01	
6  2.10937	2.240619e+00	1.198591e-01	9.659552e-01	2.082510e+00	1.041764e+00	5.016609e-02	6.745668e+01	7.241898e+00	6.858861e-01	
2  4.65062	2.240848e+00	1.204247e-01	9.609001e-01	2.088450e+00	1.041955e+00	5.018690e-02	6.732332e+01	7.252426e+00	6.833874e-01	
2  4.7135	2.240684e+00	1.191451e-01	9.696390e-01	2.076786e+00	1.042154e+00	5.028569e-02	6.784123e+01	7.244705e+00	6.909871e-01	
4  4.50819	2.240665e+00	1.194260e-01	9.668233e-01	2.079486e+00	1.042095e+00	4.947951e-02	6.772134e+01	7.163986e+00	6.892799e-01	
3  5.77223	2.240726e+00	1.197847e-01	9.668944e-01	2.072379e+00	1.041913e+00	4.893749e-02	6.753388e+01	7.112045e+00	6.867646e-01	
