    2       1.015376861845e+03       3.092101409356e-02       0.000000000000e+00       2.623075306573e+00       4.942679081183e-08       2.965462191525e-03      -1.229777912040e-05 
    3       9.622210035765e+02       3.972264959092e-02       0.000000000000e+00       2.945542598651e+00       6.077307445956e-08       2.975651847536e-03      -1.318812488649e-05 
    4       9.116116304855e+02       3.445057209261e-02       0.000000000000e+00       2.754001516336e+00       7.037393784103e-08       2.910092715893e-03      -1.116987157460e-05 
    5       8.736628705142e+02       2.304355883816e-02       0.000000000000e+00       2.344998351100e+00       7.876634552969e-08       2.816163791549e-03      -7.632498949842e-06 
    6       8.476876302840e+02       1.290837210510e-02       0.000000000000e+00       1.888266162378e+00       8.612321960073e-08       2.712060573544e-03      -3.746927390880e-06 
    7       8.308535412709e+02       6.968861452046e-03       0.000000000000e+00       1.482265290282e+00       9.263833047887e-08       2.606374536542e-03      -4.215088835635e-07 
    8       8.211414107888e+02       4.480422771163e-03       0.000000000000e+00       1.170056828091e+00       9.844368043874e-08       2.503843360138e-03       1.797014353461e-06 
    9       8.167561267765e+02       3.590137411612e-03       0.000000000000e+00       9.609061508685e-01       1.036222285926e-07       2.407697807963e-03       2.740521632012e-06 
   10       8.160487334527e+02       3.060733408474e-03       0.000000000000e+00       8.449443689678e-01       1.082404842021e-07       2.318779366156e-03       2.567475734675e-06 
   11       8.185838510893e+02       2.570476107362e-03       0.000000000000e+00       8.023902657333e-01       1.094110195307e-07       2.246188270797e-03       1.664604705947e-06 
   12       8.232815541751e+02       2.232520184065e-03       0.000000000000e+00       8.105615466328e-01       1.129698606643e-07       2.160729663911e-03       4.627957413174e-07 
   13       8.297717599563e+02       2.133182900490e-03       0.000000000000e+00       8.494804893804e-01       1.161567654049e-07       2.087431461857e-03      -6.187293076857e-07 
   14       8.376781282319e+02       2.217096345866e-03       0.000000000000e+00       9.041923569271e-01       1.190134284359e-07       2.011269151672e-03      -1.331827835016e-06 
   15       8.469345179849e+02       2.396704319320e-03       0.000000000000e+00       9.649498096021e-01       1.215741336470e-07       1.942630628681e-03      -1.566666407236e-06 
   16       8.570106384701e+02       2.651324841186e-03       0.000000000000e+00       1.027038005964e+00       1.238700786626e-07       1.877788248762e-03      -1.384499602226e-06 
   17       8.680699657636e+02       3.019778732086e-03       0.000000000000e+00       1.089217001723e+00       1.259274746020e-07       1.815546001446e-03      -9.506625100871e-07 
   18       8.796652689175e+02       3.542149483460e-03       0.000000000000e+00       1.152580185262e+00       1.277193154725e-07       1.756681382768e-03      -4.752224468342e-07 
   19       8.918811216773e+02       4.221909138155e-03       0.000000000000e+00       1.218609265868e+00       1.294135533816e-07       1.702690595150e-03      -1.019198947689e-07 
   20       9.046530791947e+02       5.045412053416e-03       0.000000000000e+00       1.288557388606e+00       1.308717732910e-07       1.651053689581e-03       4.543703361170e-08 
   21       9.180005186740e+02       6.007248386002e-03       0.000000000000e+00       1.362298283066e+00       1.321806368104e-07       1.601721972724e-03      -4.199586575431e-08 
   22       9.317435327836e+02       7.102723594828e-03       0.000000000000e+00       1.438650314728e+00       1.333154505462e-07       1.553379368414e-03      -2.948883565501e-07 
   23       9.459096289450e+02       8.334293193805e-03       0.000000000000e+00       1.515071217071e+00       1.343457655826e-07       1.507136876683e-03      -6.240599234805e-07 
   24       9.604391222913e+02       9.705182390255e-03       0.000000000000e+00       1.588282921599e+00       1.352236790960e-07       1.463529752777e-03      -9.129625088054e-07 
   25       9.753594931303e+02       1.121572839371e-02       0.000000000000e+00       1.656210207526e+00       1.360031718676e-07       1.422904232162e-03      -1.093880490596e-06 
   26       9.906049835091e+02       1.286701236134e-02       0.000000000000e+00       1.717163502909e+00       1.366627614942e-07       1.384346123615e-03      -1.124223033379e-06 
   27       1.006124673437e+03       1.467336894787e-02       0.000000000000e+00       1.770303052884e+00       1.372290790925e-07       1.347513884345e-03      -1.028083750865e-06 
   28       1.021810166048e+03       1.665319270994e-02       0.000000000000e+00       1.815266036290e+00       1.376661759541e-07       1.311597056007e-03      -8.661765829132e-07 
   29       1.037731574128e+03       1.881737185977e-02       0.000000000000e+00       1.852471706971e+00       1.380464869928e-07       1.277258583987e-03      -6.861033042199e-07 
   30       1.053933643466e+03       2.117444804548e-02       0.000000000000e+00       1.882854473596e+00       1.383902717904e-07       1.244992425790e-03      -5.454053845998e-07 
   31       1.070383559111e+03       2.373252252632e-02       0.000000000000e+00       1.907375548993e+00       1.386182813799e-07       1.214520054382e-03      -5.053407415005e-07 
   32       1.087102398148e+03       2.649846274986e-02       0.000000000000e+00       1.925659416152e+00       1.387748041783e-07       1.185719970965e-03      -5.627185784175e-07 
   33       1.104063014437e+03       2.947830283472e-02       0.000000000000e+00       1.936840167029e+00       1.388878428476e-07       1.157838478411e-03      -6.813049145770e-07 
   34       1.121187781965e+03       3.267769287250e-02       0.000000000000e+00       1.939966678736e+00       1.389213366362e-07       1.129658835921e-03      -8.132003828256e-07 
   35       1.138496364281e+03       3.610296304790e-02       0.000000000000e+00       1.934232615455e+00       1.389067442241e-07       1.101691027918e-03      -9.290887823145e-07 
   36       1.155996879923e+03       3.976036664180e-02       0.000000000000e+00       1.918813045893e+00       1.388507526503e-07       1.074875086115e-03      -9.999653040535e-07 
   37       1.173665081971e+03       4.365589119474e-02       0.000000000000e+00       1.892934133194e+00       1.387146665948e-07       1.049919119832e-03      -9.985725649321e-07 
   38       1.191528459917e+03       4.779567693124e-02       0.000000000000e+00       1.856342401745e+00       1.385363939429e-07       1.027017069046e-03      -9.349998400258e-07 
